brand,is_variant,모델,메가픽셀,해상도,프레임 레이트,센서,센서 크기,픽셀 크기,셔터,렌즈 마운트,크로마,디지털 인터페이스,프레임 레이트*,제품 사이즈,무게,GPIO인터페이스,Opto-Isolated I/O Ports,Non-Isolated I/O Ports,전원 요구사항,소비 전력,메모리,이미지 처리,픽셀 형식,압축,이미지 모드,ADC,Gain범위,노출 시간,User Sets,File System Size,Chunk Data,Event Data,Counter & Timer,Sequencer,Synchronization,표준,응낙,보관 온도,동작 온도,습도,충격 및 진동,보증,parent_model,이더넷 인터페이스,진입 보호,전송 계층 프로토콜,GPIO 인터페이스,광절연 I/O 포트,비절연 I/O 포트,차동 / 단일 입력 포트,산업용 EMC 내성,10GBASE-T GigE Vision 커넥터,Conversion Gain,2.5GBASE-T GigE Vision 커넥터,포함 된 액세서리,포함 된 액세서리y,전환 이득,냉각,크로마 / 감도 범위,감도 범위,냉각 능력,2.5 GigE Vision 커넥터,데이터 스트림 유형,조정 가능한 바이어스,EVS 관련 기능,이벤트 신호 처리,소프트웨어 호환성,라인 속도,Line Rate,GigE Vision 커넥터,추론 엔진,온센서 메모리,ISP,Supported Models,Input Tensor,Input/Output Tensors,사용 가능한 출력,5GBASE-T GigE Vision 커넥터
Lucid Vision,N,ATL314S,31.4 MP,"6464 x 4852 px, 31.4 MP",17.9 FPS @ 31.4 MP (8 Bit ADC mode)14.4 FPS @ 31.4 MP (10 Bit ADC mode)12.1 FPS @ 31.4 MP (12 Bit ADC mode),Sony IMX342 CMOS,27.9mm (Type APS-C),3.45 µm (H) x 3.45 µm (V),Global Shutter,TFL-Mount / No Lens Mount,Mono / Color,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,TFL-Mount: 55 x 55 x 70 mmNo Lens Mount: 55 x 55 x 65 mm,240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 VDC ±5% external","PoE를 통한 8.5W, 외부 전원 공급시 8W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,47 μs to 10 s (Normal) / 2 μs to 32 μs (Short Mode),1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucid Vision,Y,ATL314S-CT,,"6464 x 4852 px, 31.4 MP",17.9 FPS @ 31.4 MP (8 Bit ADC mode)14.4 FPS @ 31.4 MP (10 Bit ADC mode)12.1 FPS @ 31.4 MP (12 Bit ADC mode),Sony IMX342 CMOS,27.9mm (Type APS-C),3.45 µm (H) x 3.45 µm (V),Global Shutter,TFL-mount,Color,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,TFL-Mount: 55 x 55 x 70 mmNo Lens Mount: 55 x 55 x 65 mm,240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 VDC ±5% external","PoE를 통한 8.5W, 외부 전원 공급시 8W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,47 μs to 10 s (Normal) / 2 μs to 32 μs (Short Mode),1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,ATL314S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M12
Lucid Vision,Y,ATL314S-MT,,"6464 x 4852 px, 31.4 MP",17.9 FPS @ 31.4 MP (8 Bit ADC mode)14.4 FPS @ 31.4 MP (10 Bit ADC mode)12.1 FPS @ 31.4 MP (12 Bit ADC mode),Sony IMX342 CMOS,27.9mm (Type APS-C),3.45 µm (H) x 3.45 µm (V),Global Shutter,TFL-mount,Mono,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,TFL-Mount: 55 x 55 x 70 mmNo Lens Mount: 55 x 55 x 65 mm,240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 VDC ±5% external","PoE를 통한 8.5W, 외부 전원 공급시 8W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,47 μs to 10 s (Normal) / 2 μs to 32 μs (Short Mode),1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,ATL314S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M12
Lucid Vision,Y,ATL314S-CNL,,"6464 x 4852 px, 31.4 MP",17.9 FPS @ 31.4 MP (8 Bit ADC mode)14.4 FPS @ 31.4 MP (10 Bit ADC mode)12.1 FPS @ 31.4 MP (12 Bit ADC mode),Sony IMX342 CMOS,27.9mm (Type APS-C),3.45 µm (H) x 3.45 µm (V),Global Shutter,No lens mount,Color,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,TFL-Mount: 55 x 55 x 70 mmNo Lens Mount: 55 x 55 x 65 mm,240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 VDC ±5% external","PoE를 통한 8.5W, 외부 전원 공급시 8W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,47 μs to 10 s (Normal) / 2 μs to 32 μs (Short Mode),1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,ATL314S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M12
Lucid Vision,Y,ATL314S-MNL,,"6464 x 4852 px, 31.4 MP",17.9 FPS @ 31.4 MP (8 Bit ADC mode)14.4 FPS @ 31.4 MP (10 Bit ADC mode)12.1 FPS @ 31.4 MP (12 Bit ADC mode),Sony IMX342 CMOS,27.9mm (Type APS-C),3.45 µm (H) x 3.45 µm (V),Global Shutter,No lens mount,Mono,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,TFL-Mount: 55 x 55 x 70 mmNo Lens Mount: 55 x 55 x 65 mm,240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 VDC ±5% external","PoE를 통한 8.5W, 외부 전원 공급시 8W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,47 μs to 10 s (Normal) / 2 μs to 32 μs (Short Mode),1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,ATL314S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M12
Lucid Vision,N,ATL196S,19.6 MP,"4416 x 4428 px, 19.6 MP",27.9 FPS @ 19.6 MP (8 Bit ADC mode)22.7 FPS @ 19.6 MP (10 Bit ADC mode)19.1 FPS @ 19.6 MP (12 Bit ADC mode),Sony IMX367 CMOS,21.7mm (Type 4/3),3.45 µm (H) x 3.45 µm (V),Global Shutter,C-Mount,Mono / Color,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,55 x 55 x 70 mm,240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 VDC ±5% external","PoE를 통한 8.5W, 외부 전원 공급시 8W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,30 μs to 10 s,1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucid Vision,Y,ATL196S-CT,,"4416 x 4428 px, 19.6 MP",27.9 FPS @ 19.6 MP (8 Bit ADC mode)22.7 FPS @ 19.6 MP (10 Bit ADC mode)19.1 FPS @ 19.6 MP (12 Bit ADC mode),Sony IMX367 CMOS,21.7mm (Type 4/3),3.45 µm (H) x 3.45 µm (V),Global Shutter,TFL-mount,Color,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,55 x 55 x 70 mm,240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 VDC ±5% external","PoE를 통한 8.5W, 외부 전원 공급시 8W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,30 μs to 10 s,1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,ATL196S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M12
Lucid Vision,Y,ATL196S-MT,,"4416 x 4428 px, 19.6 MP",27.9 FPS @ 19.6 MP (8 Bit ADC mode)22.7 FPS @ 19.6 MP (10 Bit ADC mode)19.1 FPS @ 19.6 MP (12 Bit ADC mode),Sony IMX367 CMOS,21.7mm (Type 4/3),3.45 µm (H) x 3.45 µm (V),Global Shutter,TFL-mount,Mono,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,55 x 55 x 70 mm,240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 VDC ±5% external","PoE를 통한 8.5W, 외부 전원 공급시 8W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,30 μs to 10 s,1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,ATL196S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M12
Lucid Vision,N,ATL168S,16.8 MP,"5456 x 3076 px, 16.8 MP",32.9 FPS @ 16.8 MP (8 Bit ADC mode)26.6 FPS @ 16.8 MP (10 Bit ADC mode)22.3 FPS @ 16.8 MP (12 Bit ADC mode),Sony IMX387 CMOS,21.6mm (Type 4/3),3.45 µm (H) x 3.45 µm (V),Global Shutter,C-Mount,Mono / Color,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,55 x 55 x 70 mm,240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 VDC ±5% external","PoE를 통한 8.5W, 외부 전원 공급시 8W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,30 μs to 10 s,1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucid Vision,Y,ATL168S-CT,,"5456 x 3076 px, 16.8 MP",32.9 FPS @ 16.8 MP (8 Bit ADC mode)26.6 FPS @ 16.8 MP (10 Bit ADC mode)22.3 FPS @ 16.8 MP (12 Bit ADC mode),Sony IMX387 CMOS,21.6mm (Type 4/3),3.45 µm (H) x 3.45 µm (V),Global Shutter,TFL-mount,Color,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,55 x 55 x 70 mm,240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 VDC ±5% external","PoE를 통한 8.5W, 외부 전원 공급시 8W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,30 μs to 10 s,1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,ATL168S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M12
Lucid Vision,Y,ATL168S-MT,,"5456 x 3076 px, 16.8 MP",32.9 FPS @ 16.8 MP (8 Bit ADC mode)26.6 FPS @ 16.8 MP (10 Bit ADC mode)22.3 FPS @ 16.8 MP (12 Bit ADC mode),Sony IMX387 CMOS,21.6mm (Type 4/3),3.45 µm (H) x 3.45 µm (V),Global Shutter,TFL-mount,Mono,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,55 x 55 x 70 mm,240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 VDC ±5% external","PoE를 통한 8.5W, 외부 전원 공급시 8W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,30 μs to 10 s,1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,ATL168S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M12
Lucid Vision,N,ATL120S,12.3 MP,"4096 x 3000 px, 12.3 MP",42.5 FPS @ 12.3 MP (8 Bit ADC mode)34.5 FPS @ 12.3 MP (10 Bit ADC mode)29.1 FPS @ 12.3 MP (12 Bit ADC mode),Sony IMX253 CMOS,17.6mm (Type 1.1″),3.45 µm (H) x 3.45 µm (V),Global Shutter,C-Mount / 렌즈 마운트 없음,Mono / Color,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,55 x 55 x 70 mm (C-Mount)55 x 55 x 65 mm (렌즈 마운트 없음),240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 ±5% VDC external","PoE를 통한 8W, 외부 전원 공급시 7W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,25.4 μs to 10 s (Normal) / 1 μs to 16 μs (Short Mode),1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucid Vision,Y,ATL120S-CC,,"4096 x 3000 px, 12.3 MP",42.5 FPS @ 12.3 MP (8 Bit ADC mode)34.5 FPS @ 12.3 MP (10 Bit ADC mode)29.1 FPS @ 12.3 MP (12 Bit ADC mode),Sony IMX253 CMOS,17.6mm (Type 1.1″),3.45 µm (H) x 3.45 µm (V),Global Shutter,C-mount,Color,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,55 x 55 x 70 mm (C-Mount)55 x 55 x 65 mm (렌즈 마운트 없음),240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 ±5% VDC external","PoE를 통한 8W, 외부 전원 공급시 7W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,25.4 μs to 10 s (Normal) / 1 μs to 16 μs (Short Mode),1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,ATL120S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M12
Lucid Vision,Y,ATL120S-MC,,"4096 x 3000 px, 12.3 MP",42.5 FPS @ 12.3 MP (8 Bit ADC mode)34.5 FPS @ 12.3 MP (10 Bit ADC mode)29.1 FPS @ 12.3 MP (12 Bit ADC mode),Sony IMX253 CMOS,17.6mm (Type 1.1″),3.45 µm (H) x 3.45 µm (V),Global Shutter,C-mount,Mono,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,55 x 55 x 70 mm (C-Mount)55 x 55 x 65 mm (렌즈 마운트 없음),240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 ±5% VDC external","PoE를 통한 8W, 외부 전원 공급시 7W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,25.4 μs to 10 s (Normal) / 1 μs to 16 μs (Short Mode),1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,ATL120S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M12
Lucid Vision,Y,ATL120S-CNL,,"4096 x 3000 px, 12.3 MP",42.5 FPS @ 12.3 MP (8 Bit ADC mode)34.5 FPS @ 12.3 MP (10 Bit ADC mode)29.1 FPS @ 12.3 MP (12 Bit ADC mode),Sony IMX253 CMOS,17.6mm (Type 1.1″),3.45 µm (H) x 3.45 µm (V),Global Shutter,렌즈 마운트 없음,Color,"5GBASE-T (5GigE), 2.5GBASE-T, 1000BASE-T, 100BASE-TXM12, PoE",,55 x 55 x 70 mm (C-Mount)55 x 55 x 65 mm (렌즈 마운트 없음),240 g,8 핀M8커넥터,"1 input, 1 output",2 bi-directional,"PoE (IEEE 802.3af), or 12-24 ±5% VDC external","PoE를 통한 8W, 외부 전원 공급시 7W",380 MB,"Gain, gamma, black level, white balance, LUT, CCM, pixel correction, color space conversion","Mono8/10/12/16, Bayer8/10/12/16, RGB8, BGR8, YCbCr8, YCbCr411, YUV422, YUV411",,"수평 및 수직 비닝, 서브 샘플링, ROI, 수평 및 수직 뒤집기","8, 10, 12 bit",0 dB ~ 48 dB 아날로그 및 디지털,25.4 μs to 10 s (Normal) / 1 μs to 16 μs (Short Mode),1 default and 2 custom user set,16 MB,"Frame counter, offset X/Y, width/height, 노출 시간, gain, black level, line status, sequencer set","Acquisition start/end, exposure start/end, line rise/fall, error",2 counters and 2 timers,"노출 시간, gain","Software trigger, hardware trigger, PTP (IEEE 1588)",GigE Vision v2.0,"CE, KC, FCC, RoHS, REACH, WEEE",-30 to 60°C,-20 to 55°C 주변,"동작: 20% ~ 80%, relative, 비 응축","DIN EN 60068-2-27, DIN EN 60068-2-64",3 year,ATL120S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M12
