brand,lens_type,model,raw_category,focal_length_mm,magnification,working_distance_mm,aperture,max_sensor_format_mm,image_circle_mm,fov_mm,numerical_aperture,resolution_um,mtf30_lpmm,dof_mm,distortion_pct,telecentricity_deg,mount,weight_g,coaxial,wavelength_range,_source_url,_raw_target
T-Optics,telecentric,OTC0.6X-130-12M18,Telecentric Lenses,,0.6X,130,10.3,18.1,,,0.0291,11.6,,1.25mm,0.09,0.03,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC0.6X-150-12M18,Telecentric Lenses,,0.6X,150,8,18.1,,,0.0375,9,,977,0.08,0.033,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC0.65X-122/C-12M18,Telecentric Lenses,,0.65X,122,9,18.1,,,0.036,9.3,,937,0.08,0.07,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC0.7X-65/C-12M18,Telecentric Lenses,,0.7X,65,8,18.1,,,0.0437,7.7,,718,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC0.7X-110/C-23,Telecentric Lenses,,0.7X,110,8,23,,,0.0437,7.7,,718,0.07,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC0.7X-145/C-12M18,Telecentric Lenses,,0.7X,145,9,18.1,,,0.0383,8.8,,808,0.05,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC0.75X-110/C-12M18,Telecentric Lenses,,0.75X,110,10,18.1,,,0.0375,8.9,,782,0.07,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC0.8X-150/C-12M18,Telecentric Lenses,,0.8X,150,7.5,18.1,,,0.0533,6.3,,515,0.05,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC0.85X-115/C-12M18,Telecentric Lenses,,0.85X,115,7,18.1,,,0.0607,5.5,,426,0.06,0.06,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC0.9X-123/C-12M18,Telecentric Lenses,,0.9X,123,7,18.1,,,0.0642,5.2,,380,0.04,0.06,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC0.95X-115/C-12M18,Telecentric Lenses,,0.95X,115,8,18.1,,,0.0593,5.7,,390,0.05,0.06,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC1.0X-65/C-12M18,Telecentric Lenses,,1.0X,65,8,18.1,,,0.062,5.4,,352,0.03,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC1.0X-110/C-12M18,Telecentric Lenses,,1.0X,110,8,18.1,,,0.062,5.4,,352,0.03,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC1.0X-150/C-12M18,Telecentric Lenses,,1.0X,150,7.5,18.1,,,0.066,5,,330,0.04,0.05,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC1.5X-65/C-12M18,Telecentric Lenses,,1.5X,65,8,18.1,,,0.094,3.6,,156,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC1.5X-114/C-23,Telecentric Lenses,,1.5X,114,10,23,,,0.075,4.5,,195,0.05,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC1.8X-108/C-12M18,Telecentric Lenses,,1.8X,108,10,18.1,,,0.09,3.7,,135,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC2.0X-110/C-12M18,Telecentric Lenses,,2.0X,110,10,18.1,,,0.1,3.4,,110,0.03,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC3.5X-108/C-12M18,Telecentric Lenses,,3.5X,108,18.4,18.1,,,0.09,3.72,,43,0.16,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC4.0X-107/C-12M18,Telecentric Lenses,,4.0X,107,20,18.1,,,0.1,3.36,,55,0.2,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC5.0X-107/C-12M18,Telecentric Lenses,,5.0X,107,25,18.1,,,0.1,3.36,,44,0.15,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC6.0X-107/C-12M18,Telecentric Lenses,,6.0X,107,30,18.1,,,0.1,3.36,,36,0.12,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_telecentric
T-Optics,telecentric,OTC0.155X-216-25M32,Telecentric Lenses,,0.155X,216,8,32,,,0.0096,35,,14.6mm,0.06,0.05,F,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC0.46X-150-25M32,Telecentric Lenses,,0.46X,150,6.5,32,,,0.0353,9.5,,1.35m,0.07,0.03,M48,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC0.5X-158-25M32,Telecentric Lenses,,0.5X,158,8,32,,,0.0312,10.8,,1.4mm,0.04,0.03,F,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC0.5X-238-25M32,Telecentric Lenses,,0.5X,235,6.25,32,,,0.04,8.4,,1.1mm,0.08,0.03,F,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC0.6X-135-25M32,Telecentric Lenses,,0.6X,135,6.2,32,,,0.048,8.3,,757,0.04,0.03,F,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC0.63X-130-25M32,Telecentric Lenses,,0.63X,130,7.5,32,,,0.042,8,,831,0.04,0.03,F,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC1.0X-114/C-25M32,Telecentric Lenses,,1.0X,114,10,32,,,0.05,6.7,,440,0.05,0.04,F,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC1.4X-118/C-25M32,Telecentric Lenses,,1.4X,118,10,32,,,0.07,4.8,,224,0.03,0.05,F,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC1.43X-110-25M32,Telecentric Lenses,,1.43X,110,10,32,,,0.0715,4.7,,215,0.03,0.03,F,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC1.5X-110/C-25M32,Telecentric Lenses,,1.5X,110,9,32,,,0.083,4,,176,0.03,0.04,F,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC1.75X-110-25M32,Telecentric Lenses,,1.75X,110,11,32,,,0.0795,4.2,,158,0.04,0.03,F,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC2.0X-80/C-25M32,Telecentric Lenses,,2.0X,80,8,32,,,0.125,2.7,,88,0.04,0.04,F,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC3.0X-78/C-25M32,Telecentric Lenses,,3.0X,78,15,32,,,0.1,3.4,,66,0.09,0.04,F,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC3.5X-78/C-25M32,Telecentric Lenses,,3.5X,78,15.9,32,,,0.11,3,,57,0.05,0.04,F,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC5.0X-78/C-25M32,Telecentric Lenses,,5.0X,78,19.3,32,,,0.13,2.6,,33,0.07,0.03,F,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC5.0X-78/C-50M46,Telecentric Lenses,,5.0X,78,19.3,46,,,0.13,2.6,,33,0.07,0.03,F,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_telecentric
T-Optics,telecentric,OTC0.64X-170-12K62,Telecentric Lenses,,0.64,170,8,62.37,,,0.04,8.4,,406,0.06,0.04,M72,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_telecentric
T-Optics,telecentric,OTC0.7X-143/C-12K62,Telecentric Lenses,,0.7X,143,10.7,62.37,,,0.0326,10.3,,454,0.04,0.04,M72,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_telecentric
T-Optics,telecentric,OTC2.0X-93/C-12K62,Telecentric Lenses,,2.0X,93,11.8,62.37,,,0.085,3.9,,61,0.03,0.03,M72,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_telecentric
T-Optics,telecentric,OTC2.0X-115IA-12K62,Telecentric Lenses,,2.0X,115,11.9,62.37,,,0.084,4,,61,0.04,0.04,M72,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_telecentric
T-Optics,telecentric,OTC3.5X-78/C-12K62,Telecentric Lenses,,3.5X,78,15.9,62.37,,,0.11,3,,25.9,0.04,0.04,M72,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_telecentric
T-Optics,telecentric,OTC5.0X-78/C-12K62,Telecentric Lenses,,5.0X,78,19.2,62.37,,,0.13,2.6,,15,0.03,0.04,M72,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_telecentric
T-Optics,telecentric,OTC1.0X-140IA-16K82,Telecentric Lenses,,1.0X,140,10,81.92,,,0.05,6.7,,200,0.04,0.04,M95,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_telecentric
T-Optics,telecentric,OTC7.5X-10/CIA-16K82,Telecentric Lenses,,7.5X,10.8,16.3,81.92,,,0.23,1.5,,5.7,0.04,0.03,M95,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_telecentric
T-Optics,telecentric,OTC10.0X-10/CIA-16K82,Telecentric Lenses,,10.0X,10.8,16.7,81.92,,,0.3,1.12,,3.3,0.03,0.04,M95,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_telecentric
T-Optics,telecentric,OTC0.63X-130-4K28,Telecentric Lenses,,0.63X,130,7.5,28.67,,,0.042,8,,529,0.04,0.03,F,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC1.0X-114/C-4K28,Telecentric Lenses,,1.0X,114,8,28.67,,,0.062,5.4,,224,0.03,0.04,M42,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC1.4X-110-4K28,Telecentric Lenses,,1.4X,110,11.5,28.67,,,0.061,5.5,,164,0.05,0.04,F,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC1.43X-110-4K28,Telecentric Lenses,,1.43X,110,10,28.67,,,0.0715,4.7,,136,0.03,0.03,F,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC1.75X-110-4K28,Telecentric Lenses,,1.75X,110,11,28.67,,,0.079,4.25,,100,0.04,0.03,F,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC0.26X-130-4K14,Telecentric Lenses,,0.26X,130,7,14.13,,,0.0185,18.1,,1.42mm,0.04,0.03,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC0.5X-65/C-4K14,Telecentric Lenses,,0.5X,65,8,14.13,,,0.031,10.7,,441,0.03,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC0.5X-130-4K14,Telecentric Lenses,,0.5X,130,7,14.13,,,0.0357,9.4,,386,0.03,0.04,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC0.6X-130-4K14,Telecentric Lenses,,0.6X,130,10.3,14.13,,,0.0291,11.6,,394,0.09,0.03,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC0.7X-65/C-4K14,Telecentric Lenses,,0.7X,65,8,14.13,,,0.0437,7.7,,225,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC0.7X-110/C-4K14,Telecentric Lenses,,0.7X,110,8,14.13,,,0.0437,7.7,,225,0.03,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC0.75X-110/C-4K14,Telecentric Lenses,,0.75X,110,10,14.13,,,0.0375,8.9,,245,0.07,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC1.0X-65/C4K14,Telecentric Lenses,,1.0X,65,8,14.13,,,0.062,5.4,,110,0.03,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC1.0X-110/C-4K14,Telecentric Lenses,,1.0X,110,8,14.13,,,0.062,5.4,,110,0.03,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC1.5X-65/C-4K14,Telecentric Lenses,,1.5X,65,8,14.13,,,0.094,3.6,,49,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OTC1.5X-114/C-4K14,Telecentric Lenses,,1.5X,114,10,14.13,,,0.075,4.5,,61,0.05,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
T-Optics,telecentric,OC2.0X-110/C-4K14,Telecentric Lenses,,2.0X,110,10,14.13,,,0.1,3.4,,34,0.03,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_telecentric
