brand,board_type,model,raw_category,camera_interface,interface_standard,num_ports,max_cameras,pcie_interface,max_bandwidth_gbps,delivery_bandwidth_MBps,onboard_memory,bit_depth,sensor_type,linescan_support,form_factor,dimensions,weight_g,power_w,operating_temp,os_support,fpga,sdk,_source_url,_raw_target
Basler,camera_link,microEnable 5 marathon VCLx,Frame Grabbers (imaFlex/imaWorx/microEnable 5 marathon),Camera Link,,2,2,PCIe x4 Gen2,6.8,1800,2 GByte DDR3-RAM,8-16-bit (grayscale) 24-48-bit (color),Both,,"PCIe Standard height, half length card","PCIe Standard height, half length card: 167.64 mm length x 111.15 mm height",165,,0–50°C,Windows / Linux,Vision Processor,.net interface,https://www.baslerweb.com/en-us/shop/microenable-5-marathon-vclx/,basler_fg_hub
Euresys,coaxpress,Coaxlink QSFP28,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0, 2.1, CoaXPress-over-Fiber Bridge Protocol 1.1",4,1,PCIe x8 Gen4,100,13500,8 GB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],210,30.64,0–55°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-qsfp28/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Octo CXP-12,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",8,8,PCIe x8 Gen4,100,13500,8 GB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],516,24.3,0–55°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-octo-cxp-12/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink QSFP+,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0, 2.1, CoaXPress-over-Fiber Bridge Protocol 1.1",4,4,PCIe x8 Gen3,,6700,4 GB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],178,16.5,0–55°C,Windows / Linux,Yes (with specific IP license obtainable from AMD/Xilinx),"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-qsfp/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Quad CXP-12 Value,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",4,4,PCIe x8 Gen3,50,6700,4 GB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],187,16.7,0–55°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-quad-cxp-12-value/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Quad CXP-12 DF,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",4,1,PCIe x8 Gen3,50,6700,4 GB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],188,17.6,0–55°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-quad-cxp-12-df/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Quad CXP-12 3D-LLE,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",4,1,PCIe x8 Gen3,50,6700,4 GB,Mono8,Grayscale,,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],187,16.7,0–55°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-quad-cxp-12-3d-lle/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink CXP-12 to QSFP+ Converter,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,CXP-over-Fiber Bridge Protocol 1.1,4,4,,50,,,,,Y,Stand-alone device,L x W x H: 208 mm x 113 mm x 56.5 mm [8.2 in x 4.45 in x 2.22 in],776,19.5,0–50°C,,,eGrabber,https://www.euresys.com/en/products/frame-grabber/coaxlink-cxp-12-to-qsfp-converter/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Quad CXP-12,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",4,4,PCIe x8 Gen3,50,6700,4 GB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],196,17.1,0–55°C,Windows / Linux,Yes,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-quad-cxp-12/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Duo CXP-12,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",2,2,PCIe x4 Gen3,25,3350,1 GB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 68.9 mm [6.6 in x 2.71 in],122,14.8,0–55°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-duo-cxp-12/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Mono CXP-12 LH,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",1,1,PCIe x4 Gen3,12.5,3350,512 MB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 68.9 mm [6.6 in x 2.71 in],159,11.5,0–55°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-mono-cxp-12-lh/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Octo,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",8,8,PCIe x8 Gen3,50,6700,2 GB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],185,16,0–55°C,Windows / Linux,Yes,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-octo/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Quad G3 DF,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",4,1,PCIe x4 Gen3,25,3350,1 GB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],168,16.8,0–55°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-quad-g3-df/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Quad G3,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",4,4,PCIe x4 Gen3,25,3350,1 GB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],173,16.8,0–55°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-quad-g3/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Quad G3 LH,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",4,4,PCIe x4 Gen3,25,3350,1 GB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],260,16.8,0–55°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-quad-g3-lh/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Quad 3D-LLE,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",4,1,PCIe x4 Gen2,25,1700,1 GB,Mono8,Grayscale,,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],173,16.8,0–55°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-quad-3d-lle/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Duo PCIe/104-EMB,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",2,2,PCIe x4 Gen2,12.5,1700,512 MB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCIe/104 card,PCB L x H: 96 mm x 90 mm [3.775 in x 3.555 in],62,8.4,-40–85°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-duo-pcie-104-emb/,euresys_frame_grabbers
Euresys,coaxpress,Coaxlink Quad CXP-12 JPEG,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),CoaXPress,"CoaXPress 1.0, 1.1, 1.1.1, 2.0 and 2.1",4,4,PCIe x8 Gen3,50,6700,4 GB,"BayerGR8, BayerRG8, BayerGB8, BayerBG8",Color,,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],196,18.1,0–55°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/coaxlink-quad-cxp-12-jpeg/,euresys_frame_grabbers
Euresys,camera_link,Grablink Duo,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),Camera Link,Camera Link 2.0,,2,PCIe x4 Gen2,6.8,1700,512 MB,"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX16 where XX = GR, RG, GB, or BG | RGB8 | ",Both,Y,PCI Express card,PCB L x H: 167.65 mm x 111.15 mm [6.6 in x 4.38 in],167,7.1,0–50°C,Windows / Linux,,"EGrabber class, with C++ and .NET APIs: .NET assembly designed to be used with development environments compatible with ",https://www.euresys.com/en/products/frame-grabber/grablink-duo/,euresys_frame_grabbers
Euresys,camera_link,Grablink Full XR,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),Camera Link,Camera Link 2.0,80,1,PCIe x4 Gen1,6.8,833,128 MB (64 MB for image data),"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,"PCB L X H: 167.65 mm x 111.15 mm, 6.6 in x 4.38 in",135,9.9,0–50°C,Windows / Linux,,"MultiCam 32- and 64-bit binary libraries (Windows and Linux), for ISO-compliant C/C++ compilers",https://www.euresys.com/en/products/frame-grabber/grablink-full-xr/,euresys_frame_grabbers
Euresys,camera_link,Grablink Value,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),Camera Link,Camera Link,24,1,"PCI 32-bit, 33 MHz, 3.3 V and 5 V signaling",1.44,90,8 MB (4 MB for image data),,Both,Y,PCI card,"PCB L x H: 130 mm x 104 mm, 5.12 in x 4.09 in",88,3.5,0–50°C,Windows / Linux,,"MultiCam 32- and 64-bit binary libraries (Windows and Linux), for ISO-compliant C/C++ compilers",https://www.euresys.com/en/products/frame-grabber/grablink-value/,euresys_frame_grabbers
Euresys,camera_link,Grablink Full,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),Camera Link,Camera Link 2.0,80,1,PCIe x4 Gen1,6.8,833,128 MB (64 MB for image data),"Mono8, Mono10, Mono12, Mono14, Mono16 | BayerXX8, BayerXX10, BayerXX12, BayerXX14, BayerXX16 where XX = GR, RG, GB, or B",Both,Y,PCI Express card,"PCB L X H: 167.65 mm x 111.15 mm, 6.6 in x 4.38 in",133,6.9,0–50°C,Windows / Linux,,"MultiCam 32- and 64-bit binary libraries (Windows and Linux), for ISO-compliant C/C++ compilers",https://www.euresys.com/en/products/frame-grabber/grablink-full/,euresys_frame_grabbers
Euresys,camera_link,Grablink DualBase,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),Camera Link,Camera Link 2.0,24,2,PCIe x4 Gen1,4.08,833,128 MB (64 MB for image data),,Both,Y,PCI Express card,"PCB L X H: 167.65 mm x 111.15 mm, 6.6 in x 4.38 in",142,7.2,0–50°C,Windows / Linux,,"MultiCam 32- and 64-bit binary libraries (Windows and Linux), for ISO-compliant C/C++ compilers",https://www.euresys.com/en/products/frame-grabber/grablink-dualbase/,euresys_frame_grabbers
Euresys,camera_link,Grablink Base,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),Camera Link,Camera Link 2.0,24,1,PCIe x1 Gen1,2.04,200,64 MB (32 MB for image data),,Both,Y,PCI Express card,"PCB L x H: 167.65 mm x 68.90 mm, 6.6 in x 2.71 in",93,4.5,0–50°C,Windows / Linux,,"MultiCam 32- and 64-bit binary libraries (Windows and Linux), for ISO-compliant C/C++ compilers",https://www.euresys.com/en/products/frame-grabber/grablink-base/,euresys_frame_grabbers
Euresys,analog,Domino Melody,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),Non-standard analog,Non-standard Analog,,1,"PCI 32-bit, 33 MHz, 3.3 V and 5 V signaling",,90,16 MB (8 MB for image data),,,,PCI card,L 168 mm x H 64 mm | L 6.6 in x H 2.21 in,82,6.8,0–50°C,Windows / Linux,,"MultiCam 32- and 64-bit binary libraries (Windows and Linux), for ISO-compliant C/C++ compilers",https://www.euresys.com/en/products/frame-grabber/domino-melody/,euresys_frame_grabbers
Euresys,analog,Domino Symphony PCIe,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),Non-standard analog,Non-standard Analog,,4,PCIe x1 Gen1,,180,64 MB (32 MB for image data),,,,PCI Express card,"PCB L X H: 167.65 mm x 111.15 mm, 6.6 in x 4.38 in",168,8.3,0–50°C,Windows / Linux,,"MultiCam 32- and 64-bit binary libraries (Windows and Linux), for ISO-compliant C/C++ compilers",https://www.euresys.com/en/products/frame-grabber/domino-symphony-pcie/,euresys_frame_grabbers
Euresys,analog_video,Picolo HD 3G DVI,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),"DVI-I, Analog",DVI-D for HD digital video | DVI-A and Y/Pb/Pr for HD analog video | S-Video for SD analog Y/C video | CVBS for SD analo,1,1,PCIe x1 Gen2,,512,Minimum: 2GB DDR3 | Recommended: 4GB DDR3 (dual channel) or better,,,,PCI Express card,L 135 mm x H 68 mm | L 5.31 in x H 2.68 in,290,4.1,0–60°C,Windows,Minimum: Core 2 Duo or better | Recommended: Intel 2nd/ 3rd Generation Core i3/i5/i7,MultiCam for Picolo HD 32- and 64-bit binary libraries for ISO-compliant C/C++ compilers | DirectShow filters for Micros,https://www.euresys.com/en/products/frame-grabber/picolo-hd-3g-dvi/,euresys_frame_grabbers
Euresys,analog_video,Picolo Alert PCIe,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),"NTSC, PAL, RS-170, CCIR","NTSC-M, PAL-B/G, RS-170, CCIR",16,16,PCIe x1 Gen1,,180,,,,,PCI Express card,L 167.65 mm x H 106.65 mm | L 6.6 in x H 4.38 in,157,9.5,0–50°C,Windows / Linux,,"MultiCam 32- and 64-bit binary libraries (Windows and Linux), for ISO-compliant C/C++ compilers | DirectShow 32- and 64-",https://www.euresys.com/en/products/frame-grabber/picolo-alert-pcie/,euresys_frame_grabbers
Euresys,analog_video,Picolo Pro 2,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),"NTSC, PAL, RS-170, CCIR","NTSC-M, PAL-B/G, RS-170, CCIR",4,4,"PCI 32-bit, 33 MHz",,,,,,,PCI card,L 119.91 mm x H 84.83 mm,121,1.7,0–50°C,Windows / Linux,,"MultiCam 32- and 64-bit binary libraries (Windows and Linux), for ISO-compliant C/C++ compilers | DirectShow 32- and 64-",https://www.euresys.com/en/products/frame-grabber/picolo-pro-2/,euresys_frame_grabbers
Euresys,analog_video,Picolo Junior 4,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),"NTSC, PAL, RS-170, CCIR","NTSC-M, PAL-B/G, RS-170, CCIR",4,4,"PCI 32-bit, 33 MHz, 5 V signaling",,,,,,,PCI card,L 120 mm x H 90 mm | L 4.72 in x H 3.55 in,102,1.4,0–50°C,Windows / Linux,,"MultiCam 32- and 64-bit binary libraries (Windows and Linux), for ISO-compliant C/C++ compilers | DirectShow 32- and 64-",https://www.euresys.com/en/products/frame-grabber/picolo-junior-4/,euresys_frame_grabbers
Euresys,analog_video,Picolo PCIe,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),"NTSC, PAL, RS-170, CCIR","NTSC-M, PAL-B/G, RS-170, CCIR",3,1,PCIe x1 Gen1,,256,,,,,PCI Express card,L 115.00 mm x H 64.40 mm,75,2.6,0–50°C,Windows / Linux,,"MultiCam 32- and 64-bit binary libraries (Windows and Linux), for ISO-compliant C/C++ compilers | DirectShow 32- and 64-",https://www.euresys.com/en/products/frame-grabber/picolo-pcie/,euresys_frame_grabbers
Euresys,analog_video,Picolo,Frame Grabbers (Coaxlink/Grablink/Domino/Picolo - all),"NTSC, PAL, RS-170, CCIR","NTSC-M, PAL-B/G, RS-170, CCIR",3,1,"PCI 32-bit, 33 MHz, 5 V signaling",,,,,,,PCI card,L 120.90 mm x H 69.83 mm,80,1,0–50°C,Windows / Linux,,"MultiCam 32- and 64-bit binary libraries (Windows and Linux), for ISO-compliant C/C++ compilers | DirectShow 32- and 64-",https://www.euresys.com/en/products/frame-grabber/picolo/,euresys_frame_grabbers
