brand,model_name,camera_type,output_type,sensor_name,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Allied Vision,EoSens2.0MCX12-FM,area,,Lux19HS,Luxima,,22.03,"4/3""",2.0,1920.0,1080.0,10.0,10.0,global,2247.0,,Visible,400.0,1000.0,,F-mount,CoaXPress,,"mono8, mono10",CMOS,550,80,80,84
Allied Vision,EoSens21CCX12-FF,area,,GSPRINT4521,Gpixel,,29.51,,21.0,5120.0,4096.0,4.5,4.5,global,230.0,,Visible,350.0,1000.0,,Flat Front,CoaXPress,,"bayer8, bayer10, bayer12",CMOS,630,80,80,47
Allied Vision,EoSens21CCX12-FM,area,,GSPRINT4521,Gpixel,,29.51,,21.0,5120.0,4096.0,4.5,4.5,global,230.0,,Visible,350.0,1000.0,,F-mount,CoaXPress,,"bayer8, bayer10, bayer12",CMOS,630,80,80,93
Allied Vision,EoSens21CCX12-M58,area,,GSPRINT4521,Gpixel,,29.51,,21.0,5120.0,4096.0,4.5,4.5,global,230.0,,Visible,350.0,1000.0,,M58x0.75,CoaXPress,,"bayer8, bayer10, bayer12",CMOS,630,80,80,55
Allied Vision,EoSens21MCX12-FF,area,,GSPRINT4521,Gpixel,,29.51,,21.0,5120.0,4096.0,4.5,4.5,global,230.0,,Visible,350.0,1000.0,,Flat Front,CoaXPress,,"mono8, mono10, mono12",CMOS,630,80,80,47
Allied Vision,EoSens21MCX12-FM,area,,GSPRINT4521,Gpixel,,29.51,,21.0,5120.0,4096.0,4.5,4.5,global,230.0,,Visible,350.0,1000.0,,F-mount,CoaXPress,,"mono8, mono10, mono12",CMOS,630,80,80,93
Allied Vision,EoSens21MCX12-M58,area,,GSPRINT4521,Gpixel,,29.51,,21.0,5120.0,4096.0,4.5,4.5,global,230.0,,Visible,350.0,1000.0,,M58x0.75,CoaXPress,,"mono8, mono10, mono12",CMOS,630,80,80,55
Allied Vision,EoSens9.5CCX12-FF,area,,LUX9506,Luxima,,30.55,"2""",9.5,4096.0,2304.0,6.5,6.5,global,503.0,,Visible,380.0,1000.0,,Flat Front,CoaXPress,,"bayer8, bayer10, bayer12",CMOS,630,80,80,49
Allied Vision,EoSens9.5CCX12-M58,area,,LUX9506,Luxima,,30.55,"2""",9.5,4096.0,2304.0,6.5,6.5,global,503.0,,Visible,380.0,1000.0,,M58x0.75,CoaXPress,,"bayer8, bayer10, bayer12",CMOS,630,80,80,57
Allied Vision,EoSens9.5MCX12-FF,area,,LUX9506,Luxima,,30.55,"2""",9.5,4096.0,2304.0,6.5,6.5,global,503.0,,Visible,380.0,1000.0,,Flat Front,CoaXPress,,"mono8, mono10, mono12",CMOS,630,80,80,49
Allied Vision,EoSens9.5MCX12-M58,area,,LUX9506,Luxima,,30.55,"2""",9.5,4096.0,2304.0,6.5,6.5,global,503.0,,Visible,380.0,1000.0,,M58x0.75,CoaXPress,,"mono8, mono10, mono12",CMOS,630,80,80,57
Allied Vision,Cube2CGE-CM4,area,,MV-13,Micron,,19.67,"1""",1.3,1280.0,1024.0,12.0,12.0,global,502.0,,Visible,400.0,1000.0,,C-mount,GigE,,bayer8,CMOS,1030,69,93,111
Allied Vision,Cube6MGE-CM8,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,C-mount,GigE,,mono8,CMOS,910,69,93,91
Allied Vision,Cube6MGE-CM8HG,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,C-mount,GigE,,mono8,CMOS,910,69,93,91
Allied Vision,Cube6MGE-FGM8,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,FG-mount,GigE,,mono8,CMOS,960,69,93,119
Allied Vision,Cube6MGE-FGM8HG,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,FG-mount,GigE,,mono8,CMOS,960,69,93,119
Allied Vision,mini1MGE-CM2,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,C-mount,GigE,,mono8,CMOS,280,63,63,65
Allied Vision,mini1MGE-CM2HG,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,C-mount,GigE,,mono8,CMOS,280,63,63,65
Allied Vision,mini1MGE-CM4,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,C-mount,GigE,,mono8,CMOS,280,63,63,70
Allied Vision,mini1MGE-CM4HG,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,C-mount,GigE,,mono8,CMOS,280,63,63,70
Allied Vision,mini1MGE-FGM2,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,FG-mount,GigE,,mono8,CMOS,330,63,63,92
Allied Vision,mini1MGE-FGM2HG,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,FG-mount,GigE,,mono8,CMOS,330,63,63,92
Allied Vision,mini1MGE-FGM4,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,FG-mount,GigE,,mono8,CMOS,330,63,63,99
Allied Vision,mini1MGE-FGM4HG,area,,LUPA1300-2,onsemi,,22.95,"4/3""",1.3,1280.0,1024.0,14.0,14.0,global,506.0,,Visible,400.0,1000.0,,FG-mount,GigE,,mono8,CMOS,330,63,63,99
Allied Vision,mini2MGE-CM2,area,,LUPA3000,onsemi,,19.27,"1""",3.0,1696.0,1710.0,8.0,8.0,global,525.0,,Visible,400.0,1000.0,,C-mount,GigE,,mono8,CMOS,280,63,63,65
Allied Vision,mini2MGE-CM2HG,area,,LUPA3000,onsemi,,19.27,"1""",3.0,1696.0,1710.0,8.0,8.0,global,525.0,,Visible,400.0,1000.0,,C-mount,GigE,,mono8,CMOS,280,63,63,65
Allied Vision,mini2MGE-CM4,area,,LUPA3000,onsemi,,19.27,"1""",3.0,1696.0,1710.0,8.0,8.0,global,525.0,,Visible,400.0,1000.0,,C-mount,GigE,,mono8,CMOS,280,63,63,72
Allied Vision,mini2MGE-CM4HG,area,,LUPA3000,onsemi,,19.27,"1""",3.0,1696.0,1710.0,8.0,8.0,global,525.0,,Visible,400.0,1000.0,,C-mount,GigE,,mono8,CMOS,280,63,63,72
Allied Vision,mini2MGE-FGM2,area,,LUPA3000,onsemi,,19.27,"1""",3.0,1696.0,1710.0,8.0,8.0,global,525.0,,Visible,400.0,1000.0,,FG-mount,GigE,,mono8,CMOS,330,63,63,94
Allied Vision,mini2MGE-FGM2HG,area,,LUPA3000,onsemi,,19.27,"1""",3.0,1696.0,1710.0,8.0,8.0,global,525.0,,Visible,400.0,1000.0,,FG-mount,GigE,,mono8,CMOS,330,63,63,94
Allied Vision,mini2MGE-FGM4,area,,LUPA3000,onsemi,,19.27,"1""",3.0,1696.0,1710.0,8.0,8.0,global,525.0,,Visible,400.0,1000.0,,FG-mount,GigE,,mono8,CMOS,330,63,63,100
Allied Vision,mini2MGE-FGM4HG,area,,LUPA3000,onsemi,,19.27,"1""",3.0,1696.0,1710.0,8.0,8.0,global,525.0,,Visible,400.0,1000.0,,FG-mount,GigE,,mono8,CMOS,330,63,63,100
Allied Vision,QUAD1.1SCGE-CM16,area,,LUX13HS,Luxima,,21.16,"4/3""",1.1,1280.0,864.0,13.7,13.7,global,2500.0,,Visible,400.0,1000.0,,C-mount,GigE,,bayer8,CMOS,500,65,65,120
Allied Vision,QUAD1.1SCGE-CM8,area,,LUX13HS,Luxima,,21.16,"4/3""",1.1,1280.0,864.0,13.7,13.7,global,2500.0,,Visible,400.0,1000.0,,C-mount,GigE,,bayer8,CMOS,500,65,65,120
Allied Vision,QUAD1.1SCGE-FGM16,area,,LUX13HS,Luxima,,21.16,"4/3""",1.1,1280.0,864.0,13.7,13.7,global,2500.0,,Visible,400.0,1000.0,,FG-mount,GigE,,bayer8,CMOS,550,65,65,120
Allied Vision,QUAD1.1SCGE-FGM8,area,,LUX13HS,Luxima,,21.16,"4/3""",1.1,1280.0,864.0,13.7,13.7,global,2500.0,,Visible,400.0,1000.0,,FG-mount,GigE,,bayer8,CMOS,550,65,65,120
Allied Vision,QUAD1.1SMGE-CM16,area,,LUX13HS,Luxima,,21.16,"4/3""",1.1,1280.0,864.0,13.7,13.7,global,2500.0,,Visible,400.0,1000.0,,C-mount,GigE,,mono8,CMOS,500,65,65,120
Allied Vision,QUAD1.1SMGE-CM8,area,,LUX13HS,Luxima,,21.16,"4/3""",1.1,1280.0,864.0,13.7,13.7,global,2500.0,,Visible,400.0,1000.0,,C-mount,GigE,,mono8,CMOS,500,65,65,120
Allied Vision,QUAD1.1SMGE-FGM16,area,,LUX13HS,Luxima,,21.16,"4/3""",1.1,1280.0,864.0,13.7,13.7,global,2500.0,,Visible,400.0,1000.0,,FG-mount,GigE,,mono8,CMOS,550,65,65,120
Allied Vision,QUAD1.1SMGE-FGM8,area,,LUX13HS,Luxima,,21.16,"4/3""",1.1,1280.0,864.0,13.7,13.7,global,2500.0,,Visible,400.0,1000.0,,FG-mount,GigE,,mono8,CMOS,550,65,65,120
Allied Vision,SMR2.0SCXGE-CM32,area,,Lux19HS,Luxima,,22.03,"4/3""",2.0,1920.0,1080.0,10.0,10.0,global,2517.0,,Visible,400.0,1000.0,,C-mount,10GigE,,"bayer8, bayer10",CMOS,1190,95,95,98
Allied Vision,SMR2.0SCXGE-FGM32,area,,Lux19HS,Luxima,,22.03,"4/3""",2.0,1920.0,1080.0,10.0,10.0,global,2517.0,,Visible,400.0,1000.0,,FG-mount,10GigE,,"bayer8, bayer10",CMOS,1190,95,95,98
Allied Vision,SMR2.0SMXGE-CM32,area,,Lux19HS,Luxima,,22.03,"4/3""",2.0,1920.0,1080.0,10.0,10.0,global,2517.0,,Visible,400.0,1000.0,,C-mount,10GigE,,"mono8, mono10",CMOS,1190,95,95,98
Allied Vision,SMR2.0SMXGE-FGM32,area,,Lux19HS,Luxima,,22.03,"4/3""",2.0,1920.0,1080.0,10.0,10.0,global,2517.0,,Visible,400.0,1000.0,,FG-mount,10GigE,,"mono8, mono10",CMOS,1190,95,95,98
Allied Vision,Alecs G1-1242 NA8,area,,IMX545,Sony,,14.0,"1/1.1""",12.4,4128.0,3008.0,2.74,2.74,global,40.0,,Visible,300.0,1100.0,,"C-mount, CS-mount",GigE,,"Mono8, Mono10, Mono10p, Mono12, Mono12p, RAW8, RAW10, RAW12, GREY, Y10, Y12 | BayerRG8, BayerRG10, BayerRG10p, BayerRG12, BayerRG12p | RGB8 (default), BGR8, RGB888 (default), RGB3 | YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit, UYVY",CMOS,810,72,112,102
Allied Vision,Alecs G1-1242 NX16,area,,IMX545,Sony,,14.0,"1/1.1""",12.4,4128.0,3008.0,2.74,2.74,global,40.0,,Visible,300.0,1100.0,,"C-mount, CS-mount",GigE,,"Mono8, Mono10, Mono10p, Mono12, Mono12p, RAW8, RAW10, RAW12, GREY, Y10, Y12 | BayerRG8, BayerRG10, BayerRG10p, BayerRG12, BayerRG12p | RGB8 (default), BGR8, RGB888 (default), RGB3 | YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit, UYVY",CMOS,810,72,112,102
Allied Vision,Alecs G1-510 NA8,area,,IMX548,Sony,,9.0,"1/1.8""",5.1,2464.0,2064.0,2.74,2.74,global,81.0,,Visible,300.0,1100.0,,"C-mount, CS-mount, S-mount",GigE,,"Mono8, Mono10, Mono10p, Mono12, Mono12p, RAW8, RAW10, RAW12, GREY, Y10, Y12 | BayerRG8, BayerRG10, BayerRG10p, BayerRG12, BayerRG12p | RGB8 (default), BGR8, RGB888 (default), RGB3 | YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit, UYVY",CMOS,810,72,112,102
Allied Vision,Alecs G1-510 NX16,area,,IMX548,Sony,,9.0,"1/1.8""",5.1,2464.0,2064.0,2.74,2.74,global,81.0,,Visible,300.0,1100.0,,"C-mount, CS-mount, S-mount",GigE,,"Mono8, Mono10, Mono10p, Mono12, Mono12p, RAW8, RAW10, RAW12, GREY, Y10, Y12 | BayerRG8, BayerRG10, BayerRG10p, BayerRG12, BayerRG12p | RGB8 (default), BGR8, RGB888 (default), RGB3 | YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit, UYVY",CMOS,810,72,112,102
Allied Vision,Alvium 1500 C-050,area,,PYTHON 480,onsemi,,4.9,"1/3.6""",0.5,800.0,600.0,4.8,4.8,global,117.0,,Visible,300.0,1100.0,,"C-mount, CS-mount, S-mount",MIPI CSI-2,,"GREY, RAW10, RAW12, RAW8, Y10, Y12 | RGB3, RGB888 (default) | UYVY, YUV422 8-bit",,40,29,29,26
Allied Vision,Alvium 1500 C-120,area,,AR0135CS,onsemi,,6.09,"1/3""",1.2,1280.0,960.0,3.75,3.75,global,52.0,,Visible,300.0,1100.0,,"C-mount, CS-mount, S-mount",MIPI CSI-2,,"GREY, RAW10, RAW12, RAW8, Y10, Y12 | RGB3, RGB888 (default) | UYVY, YUV422 8-bit",,40,29,29,26
Allied Vision,Alvium 1500 C-210,area,,AR0521SR (HD mode),onsemi,,4.9,"1/3.6""",2.1,1928.0,1088.0,2.2,2.2,rolling,119.0,,Visible,300.0,1100.0,,"C-mount, CS-mount, S-mount",MIPI CSI-2,,"GREY, RAW10, RAW12, RAW8, Y10, Y12 | RGB3, RGB888 (default) | UYVY, YUV422 8-bit",,40,29,29,26
Allied Vision,Alvium 1500 C-500,area,,AR0521SR,onsemi,,7.13,"1/2.5""",5.0,2592.0,1944.0,2.2,2.2,rolling,68.0,,Visible,300.0,1100.0,,"C-mount, CS-mount, S-mount",MIPI CSI-2,,"GREY, RAW10, RAW12, RAW8, Y10, Y12 | RGB3, RGB888 (default) | UYVY, YUV422 8-bit",,40,29,29,26
Allied Vision,Alvium 1500 C-501 NIR,area,,AR0522,onsemi,,7.13,"1/2.5""",5.0,2592.0,1944.0,2.2,2.2,rolling,68.0,,"Visible, NIR",300.0,1100.0,,"C-mount, CS-mount, S-mount",MIPI CSI-2,,"GREY, RAW10, RAW12, RAW8, Y10, Y12 | RGB3, RGB888 (default) | UYVY, YUV422 8-bit",,40,29,29,26
Allied Vision,exo183CGETR,area,,IMX183,Sony,,15.86,"1""",20.2,5496.0,3672.0,2.4,2.4,rolling,6.0,,Visible,400.0,1000.0,,MFT,GigE,,"bayer8, bayer12packed",CMOS,320,58,58,45
Allied Vision,exo183MGETR,area,,IMX183,Sony,,15.86,"1""",20.2,5496.0,3672.0,2.4,2.4,rolling,6.0,,Visible,400.0,1000.0,,MFT,GigE,,"mono8, mono12packed",CMOS,320,58,58,45
Allied Vision,exo250ZGE,area,,IMX250 Polarizer,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,24.5,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo250ZU3,area,,IMX250 Polarizer,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,75.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo253ZGE,area,,IMX253 Polarizer,Sony,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,10.0,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo253ZU3,area,,IMX253 Polarizer,Sony,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,30.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo264ZGE,area,,IMX264 Polarizer,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,24.5,,Visible,400.0,1000.0,,C-mount,GigE,,"mono8, mono12packed",CMOS,140,50,50,43
Allied Vision,exo264ZU3,area,,IMX264 Polarizer,Sony,,11.01,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,35.0,,Visible,400.0,1000.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo304CGETR,area,,IMX304,Sony,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,10.0,,Visible,400.0,1000.0,,MFT,GigE,,"bayer8, bayer12packed",CMOS,320,58,58,45
Allied Vision,exo304MGETR,area,,IMX304,Sony,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,10.0,,Visible,400.0,1000.0,,MFT,GigE,,"mono8, mono12packed",CMOS,320,58,58,45
Allied Vision,exo367CGETR,area,,IMX367,Sony,,21.58,,19.6,4416.0,4428.0,3.45,3.45,global,6.2,,Visible,400.0,1000.0,,MFT,GigE,,"bayer8, bayer12packed",CMOS,320,58,58,54
Allied Vision,exo367CU3TR,area,,IMX367,Sony,,21.58,,19.6,4416.0,4428.0,3.45,3.45,global,19.0,,Visible,400.0,1000.0,,MFT,USB3,,"bayer8, bayer12packed",CMOS,320,58,58,54
Allied Vision,exo367MGETR,area,,IMX367,Sony,,21.58,,19.6,4416.0,4428.0,3.45,3.45,global,6.2,,Visible,400.0,1000.0,,MFT,GigE,,"mono8, mono12packed",CMOS,320,58,58,54
Allied Vision,exo367MU3TR,area,,IMX367,Sony,,21.58,,19.6,4416.0,4428.0,3.45,3.45,global,19.0,,Visible,400.0,1000.0,,MFT,USB3,,"mono8, mono12packed",CMOS,320,58,58,54
Allied Vision,exo387CGETR,area,,IMX387,Sony,,21.61,,16.8,5456.0,3076.0,3.45,3.45,global,7.4,,Visible,400.0,1000.0,,MFT,GigE,,"bayer8, bayer12packed",CMOS,320,58,58,54
Allied Vision,exo387CU3TR,area,,IMX387,Sony,,21.61,,16.8,5456.0,3076.0,3.45,3.45,global,22.0,,Visible,400.0,1000.0,,MFT,USB3,,"bayer8, bayer12packed",CMOS,320,58,58,54
Allied Vision,exo387MGETR,area,,IMX387,Sony,,21.61,,16.8,5456.0,3076.0,3.45,3.45,global,7.4,,Visible,400.0,1000.0,,MFT,GigE,,"mono8, mono12packed",CMOS,320,58,58,54
Allied Vision,exo387MU3TR,area,,IMX387,Sony,,21.61,,16.8,5456.0,3076.0,3.45,3.45,global,22.0,,Visible,400.0,1000.0,,MFT,USB3,,"mono8, mono12packed",CMOS,320,58,58,54
Allied Vision,exo990MGE,area,,IMX990,Sony,InGaAs,8.2,"1/2""",1.3,1280.0,1024.0,5.0,5.0,global,94.4,,SWIR,400.0,1700.0,,C-mount,GigE,,"mono8, mono12",CMOS,138,50,50,43
Allied Vision,exo990MU3,area,,IMX990,Sony,InGaAs,8.2,"1/2""",1.3,1280.0,1024.0,5.0,5.0,global,125.4,,SWIR,400.0,1700.0,,C-mount,USB3,,"mono8, mono12packed",CMOS,138,50,50,43
Allied Vision,exo991MGE,area,,IMX991,Sony,InGaAs,4.1,"1/4""",0.3,640.0,512.0,5.0,5.0,global,260.0,,SWIR,400.0,1700.0,,C-mount,GigE,,"mono8, mono12",CMOS,138,50,50,43
Allied Vision,fxo487MCX,area,,IMX487,Sony,,10.99,"2/3""",8.0,2832.0,2840.0,2.74,2.74,global,87.0,,UV,200.0,400.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,70
Allied Vision,fxo487MCX12-2C,area,,IMX487,Sony,,11.04,"2/3""",8.1,2848.0,2848.0,2.74,2.74,global,195.0,,UV,200.0,400.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,73
Allied Vision,fxo487MXGE,area,,IMX487,Sony,,11.0,"2/3""",8.1,2840.0,2840.0,2.74,2.74,global,87.0,,UV,200.0,400.0,,C-mount,10GigE,,"mono8, mono12",CMOS,240,50,50,76
Allied Vision,fxo990MCX,area,,IMX990,Sony,InGaAs,8.2,"1/2""",1.3,1280.0,1024.0,5.0,5.0,global,134.0,,SWIR,400.0,1700.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,70
Allied Vision,fxo992MCX,area,,IMX992,Sony,InGaAs,11.31,"1/1.4""",5.2,2560.0,2048.0,3.45,3.45,global,132.6,,SWIR,400.0,1700.0,,C-mount,CoaXPress,,"mono8, mono10, mono12",CMOS,240,50,50,70
Allied Vision,fxo992MCX-T,area,,IMX992,Sony,InGaAs | TEC,11.31,"1/1.4""",5.2,2560.0,2048.0,3.45,3.45,global,132.6,,SWIR,400.0,1700.0,,C-mount,CoaXPress,,"mono8, mono10, mono12",CMOS,240,50,50,76
Allied Vision,fxo992MXGE,area,,IMX992,Sony,InGaAs,11.31,"1/1.4""",5.2,2560.0,2048.0,3.45,3.45,global,132.6,,SWIR,400.0,1700.0,,C-mount,10GigE,,"mono8, mono10, mono12",CMOS,240,50,50,76
Allied Vision,fxo992MXGE-T,area,,IMX992,Sony,InGaAs | TEC,11.31,"1/1.4""",5.2,2560.0,2048.0,3.45,3.45,global,132.6,,SWIR,400.0,1700.0,,C-mount,10GigE,,"mono8, mono10, mono12",CMOS,240,50,50,82
Allied Vision,fxo993MCX,area,,IMX993,Sony,InGaAs,8.83,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,173.4,,SWIR,400.0,1700.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,70
Allied Vision,fxo993MCX-T,area,,IMX993,Sony,InGaAs | TEC,8.83,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,173.4,,SWIR,400.0,1700.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,76
Allied Vision,fxo993MXGE,area,,IMX993,Sony,InGaAs,8.83,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,173.4,,SWIR,400.0,1700.0,,C-mount,10GigE,,"mono8, mono12",CMOS,240,50,50,76
Allied Vision,fxo993MXGE-T,area,,IMX993,Sony,InGaAs | TEC,8.83,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,173.4,,SWIR,400.0,1700.0,,C-mount,10GigE,,"mono8, mono12",CMOS,240,50,50,82
Allied Vision,Mako G-040,area,,IMX287,Sony,,6.3,"1/2.9""",0.4,728.0,544.0,6.9,6.9,global,286.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,80,29,29,61
Allied Vision,Mako G-1242,area,,IMX545,Sony,,14.0,"1/1.1""",12.4,4128.0,3008.0,2.74,2.74,global,9.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,80,29,29,61
Allied Vision,Mako G-131,area,,EV76C560,Teledyne e2v,,9.0,"1/1.8""",1.3,1280.0,1024.0,5.3,5.3,"global reset, rolling",62.0,,Visible,,,,,GigE,PoE,"Mono8, Mono10 | BayerBG8, BayerBG10 | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,80,29,29,61
Allied Vision,Mako G-158,area,,IMX273,Sony,,6.3,"1/2.9""",1.6,1456.0,1088.0,3.45,3.45,global,75.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,80,29,29,61
Allied Vision,Mako G-192,area,,EV76C570,Teledyne e2v,,9.0,"1/1.8""",1.9,1600.0,1200.0,4.5,4.5,"global reset, rolling",60.0,,Visible,,,,,GigE,PoE,"Mono8, Mono10 | BayerGB8, BayerGB10 | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,80,29,29,61
Allied Vision,Mako G-223,area,,CMV2000,ams OSRAM,,12.75,"2/3""",2.2,2048.0,1088.0,5.5,5.5,global,49.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerGB8, BayerGB12, BayerGB12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,80,29,29,61
Allied Vision,Mako G-234,area,,IMX249,Sony,,13.4,"1/1.2""",2.4,1936.0,1216.0,5.86,5.86,global,41.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,80,29,29,61
Allied Vision,Mako G-319,area,,IMX265,Sony,,9.0,"1/1.8""",3.2,2064.0,1544.0,3.45,3.45,global,37.0,,Visible,300.0,1100.0,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,80,29,29,61
Allied Vision,Mako G-419,area,,CMV4000,ams OSRAM,,16.3,"1""",4.2,2048.0,2048.0,5.5,5.5,global,26.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerGB8, BayerGB12, BayerGB12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,80,29,29,61
Allied Vision,Mako G-419 NIR,area,,CMV4000,ams OSRAM,NIR,16.3,"1""",4.2,2048.0,2048.0,5.5,5.5,global,26.0,,"Visible, NIR",,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed",CMOS,80,29,29,61
Allied Vision,Mako G-419B NIR,area,,CMV4000,ams OSRAM,NIR,16.3,"1""",4.2,2048.0,2048.0,5.5,5.5,global,26.0,,"Visible, NIR",,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed",CMOS,80,29,29,61
Allied Vision,Mako G-507,area,,IMX264,Sony,,12.75,"2/3""",5.1,2464.0,2056.0,3.45,3.45,global,23.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,80,29,29,61
Allied Vision,Mako G-508B POL,area,,IMX250 Polarizer,Sony,,12.75,"2/3""",5.1,2464.0,2056.0,3.45,3.45,global,23.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed",CMOS,80,29,29,61
Allied Vision,Mako G-511,area,,IMX547,Sony,,9.0,"1/1.8""",5.1,2472.0,2064.0,2.74,2.74,global,23.0,,Visible,,,,,GigE,PoE,"Mono8, Mono12, Mono12Packed | BayerRG8, BayerRG12, BayerRG12Packed | RGB8Packed, BGR8Packed | YUV411Packed, YUV422Packed, YUV444Packed",CMOS,80,29,29,61
