brand,model_name,camera_type,output_type,sensor_name,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Allied Vision,fxo541CXGE,area,,IMX541,Sony,,17.45,"1.1""",20.3,4504.0,4504.0,2.74,2.74,global,35.7,,Visible,400.0,1000.0,,C-mount,10GigE,,"bayer8, bayer12",CMOS,240,50,50,76
Allied Vision,fxo541MXGE,area,,IMX541,Sony,,17.45,"1.1""",20.3,4504.0,4504.0,2.74,2.74,global,35.7,,Visible,400.0,1000.0,,C-mount,10GigE,,"mono8, mono12",CMOS,240,50,50,76
Allied Vision,fxo542CXGE,area,,IMX542,Sony,,16.78,"1.1""",16.1,5320.0,3032.0,2.74,2.74,global,45.6,,Visible,400.0,1000.0,,C-mount,10GigE,,"bayer8, bayer12",CMOS,240,50,50,76
Allied Vision,fxo542MXGE,area,,IMX542,Sony,,16.78,"1.1""",16.1,5320.0,3032.0,2.74,2.74,global,45.6,,Visible,400.0,1000.0,,C-mount,10GigE,,"mono8, mono12",CMOS,240,50,50,76
Allied Vision,fxo545CXGE,area,,IMX545,Sony,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,61.0,,Visible,400.0,1000.0,,C-mount,10GigE,,"bayer8, bayer12",CMOS,240,50,50,76
Allied Vision,fxo545MXGE,area,,IMX545,Sony,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,61.0,,Visible,400.0,1000.0,,C-mount,10GigE,,"mono8, mono12",CMOS,240,50,50,76
Allied Vision,fxo546CXGE,area,,IMX546,Sony,,11.0,"2/3""",8.1,2840.0,2840.0,2.74,2.74,global,88.0,,Visible,400.0,1000.0,,C-mount,10GigE,,"bayer8, bayer12",CMOS,240,50,50,76
Allied Vision,fxo546MXGE,area,,IMX546,Sony,,11.0,"2/3""",8.1,2840.0,2840.0,2.74,2.74,global,88.0,,Visible,400.0,1000.0,,C-mount,10GigE,,"mono8, mono12",CMOS,240,50,50,76
Allied Vision,fxo547CXGE,area,,IMX547,Sony,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,124.0,,Visible,400.0,1000.0,,C-mount,10GigE,,"bayer8, bayer12",CMOS,240,50,50,76
Allied Vision,fxo547MXGE,area,,IMX547,Sony,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,124.0,,Visible,400.0,1000.0,,C-mount,10GigE,,"mono8, mono12",CMOS,240,50,50,76
Allied Vision,fxo901CXGE,area,,IMX901,Sony,,22.67,"1.4""",16.4,8016.0,2048.0,2.74,2.74,global,74.0,,Visible,400.0,1000.0,,C-mount,10GigE,,"bayer8, bayer12",CMOS,240,50,50,76
Allied Vision,fxo901MXGE,area,,IMX901,Sony,,22.67,"1.4""",16.4,8016.0,2048.0,2.74,2.74,global,74.0,,Visible,400.0,1000.0,,C-mount,10GigE,,"mono8, mono12",CMOS,240,50,50,76
Allied Vision,fxo902CXGE,area,,IMX902,Sony,,17.5,"1.1""",12.4,6048.0,2048.0,2.74,2.74,global,98.1,,Visible,400.0,1000.0,,C-mount,10GigE,,"bayer8, bayer12",CMOS,240,50,50,76
Allied Vision,fxo902MXGE,area,,IMX902,Sony,,17.5,"1.1""",12.4,6048.0,2048.0,2.74,2.74,global,98.1,,Visible,400.0,1000.0,,C-mount,10GigE,,"mono8, mono12",CMOS,240,50,50,76
Allied Vision,fxo425C25GE,area,,IMX425,Sony,,17.5,"1.1""",1.8,1600.0,1104.0,9.0,9.0,global,671.0,,Visible,400.0,1000.0,,C-mount,25GigE,,"bayer8, bayer12",CMOS,320,50,50,100
Allied Vision,fxo425M25GE,area,,IMX425,Sony,,17.5,"1.1""",1.8,1600.0,1104.0,9.0,9.0,global,671.0,,Visible,400.0,1000.0,,C-mount,25GigE,,"mono8, mono12",CMOS,320,50,50,100
Allied Vision,fxo530C25GE,area,,IMX530,Sony,,19.3,"1.2""",24.6,5328.0,4608.0,2.74,2.74,global,96.0,,Visible,400.0,1000.0,,C-mount,25GigE,,"bayer8, bayer12",CMOS,320,50,50,100
Allied Vision,fxo530M25GE,area,,IMX530,Sony,,19.3,"1.2""",24.6,5328.0,4608.0,2.74,2.74,global,96.0,,Visible,400.0,1000.0,,C-mount,25GigE,,"mono8, mono12",CMOS,320,50,50,100
Allied Vision,fxo531C25GE,area,,IMX531,Sony,,17.48,"1.1""",20.4,4512.0,4512.0,2.74,2.74,global,109.5,,Visible,400.0,1000.0,,C-mount,25GigE,,"bayer8, bayer12",CMOS,320,50,50,100
Allied Vision,fxo531M25GE,area,,IMX531,Sony,,17.48,"1.1""",20.4,4512.0,4512.0,2.74,2.74,global,109.5,,Visible,400.0,1000.0,,C-mount,25GigE,,"mono8, mono12",CMOS,320,50,50,100
Allied Vision,fxo532C25GE,area,,IMX532,Sony,,16.81,"1.1""",16.2,5328.0,3040.0,2.74,2.74,global,144.0,,Visible,400.0,1000.0,,C-mount,25GigE,,"bayer8, bayer12",CMOS,320,50,50,100
Allied Vision,fxo532M25GE,area,,IMX532,Sony,,16.81,"1.1""",16.2,5328.0,3040.0,2.74,2.74,global,144.0,,Visible,400.0,1000.0,,C-mount,25GigE,,"mono8, mono12",CMOS,320,50,50,100
Allied Vision,fxo535C25GE,area,,IMX535,Sony,,13.92,"1/1.1""",12.3,4096.0,3008.0,2.74,2.74,global,182.5,,Visible,400.0,1000.0,,C-mount,25GigE,,"bayer8, bayer12",CMOS,320,50,50,100
Allied Vision,fxo535M25GE,area,,IMX535,Sony,,13.92,"1/1.1""",12.3,4096.0,3008.0,2.74,2.74,global,182.5,,Visible,400.0,1000.0,,C-mount,25GigE,,"mono8, mono12",CMOS,320,50,50,100
Allied Vision,fxo536C25GE,area,,IMX536,Sony,,11.04,"2/3""",8.1,2848.0,2848.0,2.74,2.74,global,195.0,,Visible,400.0,1000.0,,C-mount,25GigE,,"bayer8, bayer12",CMOS,320,50,50,100
Allied Vision,fxo536M25GE,area,,IMX536,Sony,,11.04,"2/3""",8.1,2848.0,2848.0,2.74,2.74,global,195.0,,Visible,400.0,1000.0,,C-mount,25GigE,,"mono8, mono12",CMOS,320,50,50,100
Allied Vision,fxo537C25GE,area,,IMX537,Sony,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,262.0,,Visible,400.0,1000.0,,C-mount,25GigE,,"bayer8, bayer12",CMOS,320,50,50,100
Allied Vision,fxo537M25GE,area,,IMX537,Sony,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,262.0,,Visible,400.0,1000.0,,C-mount,25GigE,,"mono8, mono12",CMOS,320,50,50,100
Allied Vision,fxo925C100GE,area,,IMX925,Sony,,19.27,"1.2""",24.5,5312.0,4608.0,2.74,2.74,global,442.7,,Visible,350.0,1000.0,,C-mount,100GigE,,"bayer8, bayer12, bayer12packed",CMOS,450,58,58,101
Allied Vision,fxo925M100GE,area,,IMX925,Sony,,19.27,"1.2""",24.5,5312.0,4608.0,2.74,2.74,global,442.7,,Visible,350.0,1000.0,,C-mount,100GigE,,"mono8, mono12, mono12packed",CMOS,450,58,58,101
Allied Vision,fxo926C100GE,area,,IMX926,Sony,,13.92,"1/1.1""",12.3,4096.0,3008.0,2.74,2.74,global,660.8,,Visible,350.0,1000.0,,C-mount,100GigE,,"bayer8, bayer12, bayer12packed",CMOS,450,58,58,101
Allied Vision,fxo926M100GE,area,,IMX926,Sony,,13.92,"1/1.1""",12.3,4096.0,3008.0,2.74,2.74,global,660.8,,Visible,350.0,1000.0,,C-mount,100GigE,,"mono8, mono12, mono12packed",CMOS,450,58,58,101
Allied Vision,fxo420CCX12-2C,area,,IMX420,Sony,,17.55,"1.1""",7.1,3216.0,2208.0,4.5,4.5,global,207.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,73
Allied Vision,fxo420MCX12-2C,area,,IMX420,Sony,,17.55,"1.1""",7.1,3216.0,2208.0,4.5,4.5,global,207.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,73
Allied Vision,fxo421CCX12-2C,area,,IMX421,Sony,,10.92,"2/3""",2.8,1936.0,1464.0,4.5,4.5,global,413.5,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,73
Allied Vision,fxo421MCX12-2C,area,,IMX421,Sony,,10.92,"2/3""",2.8,1936.0,1464.0,4.5,4.5,global,413.5,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,73
Allied Vision,fxo425CCX12-2C,area,,IMX425,Sony,,17.5,"1.1""",1.8,1600.0,1104.0,9.0,9.0,global,671.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,73
Allied Vision,fxo425MCX12-2C,area,,IMX425,Sony,,17.5,"1.1""",1.8,1600.0,1104.0,9.0,9.0,global,671.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,73
Allied Vision,fxo530CCX12-2C,area,,IMX530,Sony,,19.3,"1.2""",24.6,5328.0,4608.0,2.74,2.74,global,97.6,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,73
Allied Vision,fxo530MCX12-2C,area,,IMX530,Sony,,19.3,"1.2""",24.6,5328.0,4608.0,2.74,2.74,global,97.6,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,73
Allied Vision,fxo531CCX12-2C,area,,IMX531,Sony,,17.48,"1.1""",20.4,4512.0,4512.0,2.74,2.74,global,109.5,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,73
Allied Vision,fxo531MCX12-2C,area,,IMX531,Sony,,17.48,"1.1""",20.4,4512.0,4512.0,2.74,2.74,global,109.5,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,73
Allied Vision,fxo532CCX12-2C,area,,IMX532,Sony,,16.81,"1.1""",16.2,5328.0,3040.0,2.74,2.74,global,144.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,73
Allied Vision,fxo532MCX12-2C,area,,IMX532,Sony,,16.81,"1.1""",16.2,5328.0,3040.0,2.74,2.74,global,144.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,73
Allied Vision,fxo535CCX12-2C,area,,IMX535,Sony,,13.92,"1/1.1""",12.3,4096.0,3008.0,2.74,2.74,global,182.5,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,73
Allied Vision,fxo535MCX12-2C,area,,IMX535,Sony,,13.92,"1/1.1""",12.3,4096.0,3008.0,2.74,2.74,global,182.5,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,73
Allied Vision,fxo536CCX12-2C,area,,IMX536,Sony,,11.04,"2/3""",8.1,2848.0,2848.0,2.74,2.74,global,195.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,73
Allied Vision,fxo536MCX12-2C,area,,IMX536,Sony,,11.04,"2/3""",8.1,2848.0,2848.0,2.74,2.74,global,195.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,73
Allied Vision,fxo537CCX12-2C,area,,IMX537,Sony,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,262.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,73
Allied Vision,fxo537MCX12-2C,area,,IMX537,Sony,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,262.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,73
Allied Vision,fxo540CCX,area,,IMX540,Sony,,19.25,"1.2""",24.4,5312.0,4600.0,2.74,2.74,global,30.4,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,70
Allied Vision,fxo540MCX,area,,IMX540,Sony,,19.25,"1.2""",24.4,5312.0,4600.0,2.74,2.74,global,30.4,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,70
Allied Vision,fxo541CCX,area,,IMX541,Sony,,17.41,"1.1""",20.2,4480.0,4504.0,2.74,2.74,global,35.7,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,70
Allied Vision,fxo541MCX,area,,IMX541,Sony,,17.41,"1.1""",20.2,4480.0,4504.0,2.74,2.74,global,35.7,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,70
Allied Vision,fxo542CCX,area,,IMX542,Sony,,16.76,"1.1""",16.1,5312.0,3032.0,2.74,2.74,global,45.6,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,70
Allied Vision,fxo542MCX,area,,IMX542,Sony,,16.76,"1.1""",16.1,5312.0,3032.0,2.74,2.74,global,45.6,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,70
Allied Vision,fxo545CCX,area,,IMX545,Sony,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,61.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,70
Allied Vision,fxo545MCX,area,,IMX545,Sony,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,61.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,70
Allied Vision,fxo546CCX,area,,IMX546,Sony,,10.99,"2/3""",8.0,2832.0,2840.0,2.74,2.74,global,88.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,70
Allied Vision,fxo546MCX,area,,IMX546,Sony,,10.99,"2/3""",8.0,2832.0,2840.0,2.74,2.74,global,88.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,70
Allied Vision,fxo547CCX,area,,IMX547,Sony,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,124.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,70
Allied Vision,fxo547MCX,area,,IMX547,Sony,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,124.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,70
Allied Vision,fxo901CCX12-2C,area,,IMX901,Sony,,22.67,"1.4""",16.4,8016.0,2048.0,2.74,2.74,global,135.4,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,72
Allied Vision,fxo901MCX12-2C,area,,IMX901,Sony,,22.67,"1.4""",16.4,8016.0,2048.0,2.74,2.74,global,135.4,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,72
Allied Vision,fxo902CCX12-2C,area,,IMX902,Sony,,17.5,"1.1""",12.4,6048.0,2048.0,2.74,2.74,global,135.4,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,240,50,50,72
Allied Vision,fxo902MCX12-2C,area,,IMX902,Sony,,17.5,"1.1""",12.4,6048.0,2048.0,2.74,2.74,global,135.4,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,240,50,50,72
Allied Vision,fxo935CCX12-4C,area,,IMX935,Sony,,19.3,"1.2""",24.6,5328.0,4608.0,2.74,2.74,global,192.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,130,50,50,34
Allied Vision,fxo935CCX12-4C-FF,area,,IMX935,Sony,,19.3,"1.2""",24.6,5328.0,4608.0,2.74,2.74,global,192.0,,Visible,400.0,1000.0,,Flat Front,CoaXPress,,"bayer8, bayer12",CMOS,120,50,50,19
Allied Vision,fxo935MCX12-4C,area,,IMX935,Sony,,19.3,"1.2""",24.6,5328.0,4608.0,2.74,2.74,global,192.0,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,130,50,50,34
Allied Vision,fxo935MCX12-4C-FF,area,,IMX935,Sony,,19.3,"1.2""",24.6,5328.0,4608.0,2.74,2.74,global,192.0,,Visible,400.0,1000.0,,Flat Front,CoaXPress,,"mono8, mono12",CMOS,120,50,50,19
Allied Vision,fxo936CCX12-4C,area,,IMX936,Sony,,14.0,"1/1.1""",12.4,4128.0,3008.0,2.74,2.74,global,339.6,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"bayer8, bayer12",CMOS,130,50,50,34
Allied Vision,fxo936CCX12-4C-FF,area,,IMX936,Sony,,14.0,"1/1.1""",12.4,4128.0,3008.0,2.74,2.74,global,339.6,,Visible,400.0,1000.0,,Flat Front,CoaXPress,,"bayer8, bayer12",CMOS,120,50,50,19
Allied Vision,fxo936MCX12-4C,area,,IMX936,Sony,,14.0,"1/1.1""",12.4,4128.0,3008.0,2.74,2.74,global,339.6,,Visible,400.0,1000.0,,C-mount,CoaXPress,,"mono8, mono12",CMOS,130,50,50,34
Allied Vision,fxo936MCX12-4C-FF,area,,IMX936,Sony,,14.0,"1/1.1""",12.4,4128.0,3008.0,2.74,2.74,global,339.6,,Visible,400.0,1000.0,,Flat Front,CoaXPress,,"mono8, mono12",CMOS,120,50,50,19
Allied Vision,hr342CXGE,area,,IMX342,Sony,,27.88,,31.4,6464.0,4852.0,3.45,3.45,global,35.4,,Visible,400.0,1000.0,,M58x0.75,10GigE,,"bayer8, bayer12",CMOS,400,70,70,80
Allied Vision,hr342MXGE,area,,IMX342,Sony,,27.88,,31.4,6464.0,4852.0,3.45,3.45,global,35.4,,Visible,400.0,1000.0,,M58x0.75,10GigE,,"mono8, mono12",CMOS,400,70,70,80
Allied Vision,hr387CXGE,area,,IMX387,Sony,,21.56,,16.7,5440.0,3076.0,3.45,3.45,global,56.4,,Visible,400.0,1000.0,,M58x0.75,10GigE,,"bayer8, bayer12",CMOS,400,70,70,80
Allied Vision,hr387MXGE,area,,IMX387,Sony,,21.56,,16.7,5440.0,3076.0,3.45,3.45,global,56.4,,Visible,400.0,1000.0,,M58x0.75,10GigE,,"mono8, mono12",CMOS,400,70,70,80
Allied Vision,hr455CXGE,area,,IMX455,Sony,,43.24,"2.7""",61.0,9568.0,6380.0,3.76,3.76,rolling,18.0,,Visible,400.0,1000.0,,M58x0.75,10GigE,,"bayer8, bayer12, bayer16",CMOS,420,70,70,78
Allied Vision,hr455CXGE-T,area,,IMX455,Sony,,43.24,"2.7""",61.0,9568.0,6380.0,3.76,3.76,rolling,18.0,,Visible,400.0,1000.0,,M58x0.75,10GigE,,"bayer8, bayer12, bayer16",CMOS,590,70,70,94
Allied Vision,hr455MXGE,area,,IMX455,Sony,,43.24,"2.7""",61.0,9568.0,6380.0,3.76,3.76,rolling,18.0,,Visible,400.0,1000.0,,M58x0.75,10GigE,,"mono8, mono12, mono16",CMOS,420,70,70,78
Allied Vision,hr455MXGE-T,area,,IMX455,Sony,,43.24,"2.7""",61.0,9568.0,6380.0,3.76,3.76,rolling,18.0,,Visible,400.0,1000.0,,M58x0.75,10GigE,,"mono8, mono12, mono16",CMOS,590,70,70,94
Allied Vision,hr51CXGE,area,,GMAX4651,Gpixel,,47.66,,51.0,8424.0,6032.0,4.6,4.6,global,23.7,,Visible,400.0,1000.0,,M58x0.75,10GigE,,"bayer8, bayer12",CMOS,380,70,70,77
Allied Vision,hr51MXGE,area,,GMAX4651,Gpixel,,47.66,,51.0,8424.0,6032.0,4.6,4.6,global,23.7,,Visible,400.0,1000.0,,M58x0.75,10GigE,,"mono8, mono12",CMOS,380,70,70,77
Allied Vision,hr65CXGE,area,,GMAX3265,Gpixel,,37.36,,65.0,9344.0,7000.0,3.2,3.2,global,17.4,,Visible,400.0,1000.0,,M58x0.75,10GigE,,"bayer8, bayer12",CMOS,420,70,70,76
Allied Vision,hr65MXGE,area,,GMAX3265,Gpixel,,37.36,,65.0,9344.0,7000.0,3.2,3.2,global,17.4,,Visible,400.0,1000.0,,M58x0.75,10GigE,,"mono8, mono12",CMOS,420,70,70,76
Allied Vision,hr927C100GE,area,,IMX927,Sony,,39.71,"2.5""",105.0,10248.0,10248.0,2.74,2.74,global,112.0,,Visible,400.0,1000.0,,M58x0.75,100GigE,,"bayer8, bayer10, bayer12",CMOS,550,70,70,101
Allied Vision,hr927M100GE,area,,IMX927,Sony,,39.71,"2.5""",105.0,10248.0,10248.0,2.74,2.74,global,112.0,,Visible,400.0,1000.0,,M58x0.75,100GigE,,"mono8, mono10, mono12",CMOS,550,70,70,101
Allied Vision,hr928C100GE,area,,IMX928,Sony,,31.99,"2.0""",68.2,8256.0,8256.0,2.74,2.74,global,138.0,,Visible,400.0,1000.0,,M58x0.75,100GigE,,"bayer8, bayer10, bayer12",CMOS,550,70,70,101
Allied Vision,hr928M100GE,area,,IMX928,Sony,,31.99,"2.0""",68.2,8256.0,8256.0,2.74,2.74,global,138.0,,Visible,400.0,1000.0,,M58x0.75,100GigE,,"mono8, mono10, mono12",CMOS,550,70,70,101
Allied Vision,hr929C100GE,area,,IMX929,Sony,,28.09,"1.8""",50.4,8200.0,6152.0,2.74,2.74,global,225.0,,Visible,400.0,1000.0,,M58x0.75,100GigE,,"bayer8, bayer10, bayer12",CMOS,550,70,70,101
Allied Vision,hr929M100GE,area,,IMX929,Sony,,28.09,"1.8""",50.4,8200.0,6152.0,2.74,2.74,global,225.0,,Visible,400.0,1000.0,,M58x0.75,100GigE,,"mono8, mono10, mono12",CMOS,550,70,70,101
Allied Vision,hr25CCL,area,,PYTHON 25K,onsemi,,32.58,,25.0,5120.0,5120.0,4.5,4.5,global,31.8,,Visible,400.0,1000.0,,M58x0.75,Camera Link,,"bayer8, bayer10",CMOS,420,70,70,56
Allied Vision,hr25MCL,area,,PYTHON 25K,onsemi,,32.58,,25.0,5120.0,5120.0,4.5,4.5,global,31.8,,Visible,400.0,1000.0,,M58x0.75,Camera Link,,"bayer8, bayer10",CMOS,420,70,70,56
Allied Vision,hr49CCL,area,,GMAX3265-49,Gpixel,,31.7,"2.3""",49.0,7008.0,7000.0,3.2,3.2,global,17.0,,Visible,400.0,1000.0,,M58x0.75,Camera Link,,"bayer8, bayer10",CMOS,420,70,70,76
Allied Vision,hr49MCL,area,,GMAX3265-49,Gpixel,,31.7,"2.3""",49.0,7008.0,7000.0,3.2,3.2,global,17.0,,Visible,400.0,1000.0,,M58x0.75,Camera Link,,"mono8, mono10",CMOS,420,70,70,76
Allied Vision,hr65CCL,area,,GMAX3265,Gpixel,,37.36,,65.0,9344.0,7000.0,3.2,3.2,global,13.0,,Visible,400.0,1000.0,,M58x0.75,Camera Link,,"bayer8, bayer10",CMOS,420,70,70,76
Allied Vision,hr65MCL,area,,GMAX3265,Gpixel,,37.36,,65.0,9344.0,7000.0,3.2,3.2,global,13.0,,Visible,400.0,1000.0,,M58x0.75,Camera Link,,"mono8, mono10",CMOS,420,70,70,76
Allied Vision,hr25CCX,area,,PYTHON 25K,onsemi,,32.58,,25.0,5120.0,5120.0,4.5,4.5,global,81.0,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"bayer8, bayer10",CMOS,420,70,70,56
Allied Vision,hr25MCX,area,,PYTHON 25K,onsemi,,32.58,,25.0,5120.0,5120.0,4.5,4.5,global,81.0,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"mono8, mono10",CMOS,420,70,70,56
Allied Vision,hr342CCX,area,,IMX342,Sony,,27.88,,31.4,6464.0,4852.0,3.45,3.45,global,35.7,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"bayer8, bayer12",CMOS,400,70,70,78
Allied Vision,hr342MCX,area,,IMX342,Sony,,27.88,,31.4,6464.0,4852.0,3.45,3.45,global,35.7,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"mono8, mono12",CMOS,400,70,70,78
Allied Vision,hr455CCX,area,,IMX455,Sony,,43.24,"2.7""",61.0,9568.0,6380.0,3.76,3.76,rolling,18.0,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"bayer8, bayer10, bayer12, bayer16",CMOS,420,70,70,78
Allied Vision,hr455MCX,area,,IMX455,Sony,,43.24,"2.7""",61.0,9568.0,6380.0,3.76,3.76,rolling,18.0,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"mono8, mono10, mono12, mono16",CMOS,420,70,70,78
Allied Vision,hr49CCX12,area,,GMAX3265-49,Gpixel,,31.7,"2.3""",49.0,7008.0,7000.0,3.2,3.2,global,71.0,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"bayer8, bayer10",CMOS,420,70,70,76
Allied Vision,hr49MCX12,area,,GMAX3265-49,Gpixel,,31.7,"2.3""",49.0,7008.0,7000.0,3.2,3.2,global,71.0,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"mono8, mono10",CMOS,420,70,70,76
Allied Vision,hr51CCX,area,,GMAX4651,Gpixel,,47.63,,51.0,8416.0,6032.0,4.6,4.6,global,30.0,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"bayer8, bayer12",CMOS,380,70,70,76
Allied Vision,hr51MCX,area,,GMAX4651,Gpixel,,47.63,,51.0,8416.0,6032.0,4.6,4.6,global,30.0,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"mono8, mono12",CMOS,380,70,70,76
Allied Vision,hr65CCX,area,,GMAX3265,Gpixel,,37.36,,65.0,9344.0,7000.0,3.2,3.2,global,35.5,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"bayer8, bayer10",CMOS,420,70,70,76
Allied Vision,hr65CCX-12,area,,GMAX3265,Gpixel,,37.36,,65.0,9344.0,7000.0,3.2,3.2,global,31.5,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"bayer8, bayer12",CMOS,420,70,70,76
Allied Vision,hr65CCX12,area,,GMAX3265,Gpixel,,37.36,,65.0,9344.0,7000.0,3.2,3.2,global,71.0,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"bayer8, bayer10",CMOS,420,70,70,76
Allied Vision,hr65MCX,area,,GMAX3265,Gpixel,,37.36,,65.0,9344.0,7000.0,3.2,3.2,global,35.5,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"mono8, mono10",CMOS,420,70,70,76
Allied Vision,hr65MCX-12,area,,GMAX3265,Gpixel,,37.36,,65.0,9344.0,7000.0,3.2,3.2,global,31.5,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"mono8, mono12",CMOS,420,70,70,76
Allied Vision,hr65MCX12,area,,GMAX3265,Gpixel,,37.36,,65.0,9344.0,7000.0,3.2,3.2,global,71.0,,Visible,400.0,1000.0,,M58x0.75,CoaXPress,,"mono8, mono10",CMOS,420,70,70,76
Allied Vision,shr411CXGE,area,,IMX411,Sony,,66.69,"4.2""",151.0,14192.0,10640.0,3.76,3.76,rolling,6.2,,Visible,400.0,1000.0,,M72x0.75,10GigE,,"bayer8, bayer12, bayer16",CMOS,580,80,80,83
