brand	model_name,camera_type,sensor_name,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Hikrobot	MV-CH1510-10XM-M72-TF V2,area,IMX411,Sony,,66.7,,151.0,14192.0,10640.0,3.76,3.76,rolling,6.2,,Mono,,,Mono,M72x0.75,CoaXPress,,Mono 8/10/12/16,CMOS,1200,100,100,82
Hikrobot	MV-CH1510-10XC-M72-TF V2,area,IMX411,Sony,,66.7,,151.0,14192.0,10640.0,3.76,3.76,rolling,6.2,,Color,,,Color,M72x0.75,CoaXPress,,"Mono 8/10/12/16, Bayer RG 8/10/12/16, RGB 8",CMOS,1200,100,100,82
Hikrobot	MV-CH6040-10XM-M72-NF,area,IMX411,Sony,,66.7,,604.69,28416.0,21280.0,3.76,3.76,rolling,1.45,,Mono,,,Mono,M72x0.75,CoaXPress,,Mono 8/10/12/16,CMOS,1400,100,100,128.5
Hikrobot	MV-CH120-10UM(TK),area,IMX304,Sony,,,"1.1”""",12.29,4096.0,3000.0,3.45,3.45,global,23.1,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,100,44,29,59
Hikrobot	MV-CH2450-10YC-M72-TF,area,IMX811,Sony,,64.84,,245.76,19200.0,12800.0,2.81,2.81,rolling,12.4,,Color,,,Color,M72x0.75,CoaXPress,,"Mono 8/10/12/16, Bayer RG 8/10/12/16, RGB 8",CMOS,1216,100,100,82
Hikrobot	MV-CH2450-10YM-M72-TF,area,IMX811,Sony,,64.84,,245.76,19200.0,12800.0,2.81,2.81,rolling,12.4,,Mono,,,Mono,M72x0.75,CoaXPress,,Mono 8/10/12/16,CMOS,1216,100,100,82
Hikrobot	MV-CH250-90Y2M-C-NF,area,GMAX0505,Gpixel,,,"1.1""",26.21,5120.0,5120.0,2.5,2.5,global,85.0,,Mono,,,Mono,C-mount,CoaXPress,,Mono 8/10/12,CMOS,134,40,40,66.5
Hikrobot	MV-CH500-90TM-M58S-NF V2,area,GMAX,Gpixel,,31.68,,49.06,7008.0,7000.0,3.2,3.2,global,23.3,,Mono,,,Mono,M58x0.75,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,550,58,74,74
Hikrobot	MV-CH500-90TC-M58S-NF V2,area,GMAX,Gpixel,,31.68,,49.06,7008.0,7000.0,3.2,3.2,global,23.3,,Color,,,Color,M58x0.75,"10GigE, GigE",,"Mono 8/10/12,, Bayer BG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,550,58,74,74
Hikrobot	MV-CH500-90TM-F-NF V2,area,GMAX,Gpixel,,31.68,,49.06,7008.0,7000.0,3.2,3.2,global,23.3,,Mono,,,Mono,F-mount,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,600,74,74,84.8
Hikrobot	MV-CH650-90TC-F-NF V2,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,17.4,,Color,,,Color,F-mount,"10GigE, GigE",,"Mono 8/10/12, Bayer BG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,600,74,74,84.8
Hikrobot	MV-CH650-90TM-M58S-NF V2,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,17.4,,Mono,,,Mono,M58x0.75,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,550,58,74,74
Hikrobot	MV-CH650-90TC-M58S-NF V2,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,17.4,,Color,,,Color,M58x0.75,"10GigE, GigE",,"Mono 8/10/12, Bayer BG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,550,58,74,74
Hikrobot	MV-CH650-90TM-F-NF V2,area,GMAX3265,Gpixel,,37.36,,65.41,9344.0,7000.0,3.2,3.2,global,17.4,,Mono,,,Mono,F-mount,"10GigE, GigE",,Mono 8/10/10Packed/12/12Packed,CMOS,600,74,74,84.8
Hikrobot	MV-CB004-10GM-S,area,IMX297,Sony,,,"1/2.9""",0.39,720.0,540.0,6.9,6.9,global,125.2,,Mono,,,Mono,M12-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,45,29,29,30.2
Hikrobot	MV-CB004-10GC-S,area,IMX297,Sony,,,"1/2.9""",0.39,720.0,540.0,6.9,6.9,global,125.2,,Color,,,Color,M12-mount,GigE,,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p,, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,45,29,29,30.2
Hikrobot	MV-CB013-A0UM-B,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,201.0,,Mono,,,Mono,,USB3,,Mono 8/10/10p/12/12p,CMOS,10,32.5,32.5,1.6
Hikrobot	MV-CB013-A0UM-C,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,201.0,,Mono,,,Mono,C-mount,USB3,,Mono 8/10/10p/12/12p,CMOS,30,35,35,8.6
Hikrobot	MV-CB013-A0UM-S,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,201.0,,Mono,,,Mono,M12-mount,USB3,,Mono 8/10/10p/12/12p,CMOS,30,35,35,8.6
Hikrobot	MV-CB013-A0UC-C,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,201.0,,Color,,,Color,C-mount,USB3,,"Mono 8/10/12, Bayer GB 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,30,35,35,8.6
Hikrobot	MV-CB013-A0UC-S,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,201.0,,Color,,,Color,M12-mount,USB3,,"Mono 8/10/12, Bayer GB 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,30,35,35,8.6
Hikrobot	MV-CB016-10GM-S,area,IMX296,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,65.2,,Mono,,,Mono,M12-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,45,29,29,30.2
Hikrobot	MV-CB016-10GC-C,area,IMX296,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,65.2,,Color,,,Color,C-mount,GigE,,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p,, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,45,29,29,30.2
Hikrobot	MV-CB016-10UM-B,area,IMX273,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,165.4,,,,,,,USB3,,Mono 8/10/10Packed/12/12Packed,CMOS,10,,,
Hikrobot	MV-CB016-10UM-C,area,IMX273,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,165.4,,,,,,C-mount,USB3,,Mono 8/10/10Packed/12/12Packed,CMOS,30,,,
Hikrobot	MV-CB016-10UM-S,area,IMX273,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,165.4,,,,,,M12-mount,USB3,,Mono 8/10/10Packed/12/12Packed,CMOS,43,,,
Hikrobot	MV-CB016-10UC-B,area,IMX273,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,165.4,,,,,,,USB3,,"Mono 8/10/12, Bayer RG 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,10,,,
Hikrobot	MV-CB016-10UC-C,area,IMX273,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,165.4,,,,,,C-mount,USB3,,"Mono 8/10/12, Bayer RG 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,30,,,
Hikrobot	MV-CB016-10UC-S,area,IMX273,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,165.4,,,,,,M12-mount,USB3,,"Mono 8/10/12, Bayer RG 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,43,,,
Hikrobot	MV-CB020-61UM-B-F,area,,,,,"1/1.7""",2.01,1624.0,1240.0,4.5,4.5,global,99.0,,Mono,,,Mono,,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,37,29,29,27.6
Hikrobot	MV-CB020-61UM-C-F,area,,,,,"1/1.7""",2.01,1624.0,1240.0,4.5,4.5,global,99.0,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,37,29,29,31.3
Hikrobot	MV-CB020-61UM-S-F,area,,,,,"1/1.7""",2.01,1624.0,1240.0,4.5,4.5,global,99.0,,Mono,,,Mono,M12-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,37,29,29,31.3
Hikrobot	MV-CB050-11UC-C,area,IMX264,Sony,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,60.0,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, , Bayer RG 8/10/10Packed/12/12Packed, , YUV422Packed, YUV422_YUYV_Packed, , RGB 8, BGR 8",CMOS,37,29,29,31.3
Hikrobot	MV-CB050-60UM-C-F,area,,,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,80.0,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,37,29,29,31.3
Hikrobot	MV-CB050-60UC-C-F,area,,,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,80.0,,Color,,,Color,C-mount,"USB3, USB2",,"Mono8, Bayer GR 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed, RGB8, BGR8",CMOS,37,29,29,31.3
Hikrobot	MV-CB060-10GM-S,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,19.1,,Mono,,,Mono,M12-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,45,29,29,30.2
Hikrobot	MV-CB060-10GC-S,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,19.1,,Color,,,Color,M12-mount,GigE,,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p,, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,45,29,29,30.2
Hikrobot	MV-CB060-10UM-B,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,60.9,,Mono,,,Mono,,USB3,,Mono 8/10/10Packed/12/12Packed,CMOS,10,32.5,32.5,1.6
Hikrobot	MV-CB060-10UM-C,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,60.9,,Mono,,,Mono,C-mount,USB3,,Mono 8/10/10Packed/12/12Packed,CMOS,30,35,35,8.6
Hikrobot	MV-CB060-10UM-S,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,60.9,,Mono,,,Mono,M12-mount,USB3,,Mono 8/10/10Packed/12/12Packed,CMOS,43,35,35,8.6
Hikrobot	MV-CB060-10UC-B,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,60.9,,Color,,,Color,,USB3,,"Mono 8/10/12, , Bayer RG 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,10,32.5,32.5,1.6
Hikrobot	MV-CB060-10UC-C,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,60.9,,Color,,,Color,C-mount,USB3,,"Mono 8/10/12, , Bayer RG 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,30,35,35,8.6
Hikrobot	MV-CB060-10UC-S,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,60.9,,Color,,,Color,M12-mount,USB3,,"Mono 8/10/12, , Bayer RG 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,43,35,35,8.6
Hikrobot	MV-CB120-10GM-C,area,IMX226,Sony,,,"1/1.7""",12.22,4024.0,3036.0,1.85,1.85,rolling,9.7,,Mono,,,Mono,"C-mount, M12-mount",GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,45,29,29,30.2
Hikrobot	MV-CB120-10GM-S,area,IMX226,Sony,,,"1/1.7""",12.22,4024.0,3036.0,1.85,1.85,rolling,9.7,,Mono,,,Mono,"C-mount, M12-mount",GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,45,29,29,30.2
Hikrobot	MV-CB120-10UM-B V4,area,IMX226,Sony,,,"1/1.7""",12.24,4032.0,3036.0,1.85,1.85,rolling,30.0,,Mono,,,Mono,,USB3,,Mono 8/10/10Packed/12/12Packed,CMOS,10,32.5,32.5,1.6
Hikrobot	MV-CB120-10UM-C V4,area,IMX226,Sony,,,"1/1.7""",12.24,4032.0,3036.0,1.85,1.85,rolling,30.0,,Mono,,,Mono,C-mount,USB3,,Mono 8/10/10Packed/12/12Packed,CMOS,30,35,35,8.6
Hikrobot	MV-CB120-10UM-S V4,area,IMX226,Sony,,,"1/1.7""",12.24,4032.0,3036.0,1.85,1.85,rolling,30.0,,Mono,,,Mono,M12-mount,USB3,,Mono 8/10/10Packed/12/12Packed,CMOS,30,35,35,8.6
Hikrobot	MV-CB120-10UC-B V4,area,IMX226,Sony,,,"1/1.7""",12.24,4032.0,3036.0,1.85,1.85,rolling,30.0,,Color,,,Color,,USB3,,"Mono8/10/12, Bayer RG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed, RGB8, BGR8",CMOS,10,32.5,32.5,1.6
Hikrobot	MV-CB120-10UC-C V4,area,IMX226,Sony,,,"1/1.7""",12.24,4032.0,3036.0,1.85,1.85,rolling,30.0,,Color,,,Color,C-mount,USB3,,"Mono8/10/12, Bayer RG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed, RGB8, BGR8",CMOS,30,35,35,8.6
Hikrobot	MV-CB120-10UC-S V4,area,IMX226,Sony,,,"1/1.7""",12.24,4032.0,3036.0,1.85,1.85,rolling,30.0,,Color,,,Color,M12-mount,USB3,,"Mono8/10/12, Bayer RG 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed, RGB8, BGR8",CMOS,30,35,35,8.6
Hikrobot	MV-CB020-60UM-B,area,,,,,"1/2.53""",2.01,1624.0,1240.0,3.45,3.45,global,179.9,,Mono,,,Mono,,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,10,,,
Hikrobot	MV-CB020-60UC-S,area,,,,,"1/2.53""",2.01,1624.0,1240.0,3.45,3.45,global,179.9,,Color,,,Color,M12-mount,"USB3, USB2",,"Mono 8, Bayer GB 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,30,,,
Hikrobot	MV-CB020-60UM-S,area,,,,,"1/2.53""",2.01,1624.0,1240.0,3.45,3.45,global,179.9,,Mono,,,Mono,M12-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,30,,,
Hikrobot	MV-CB020-60UC-B,area,,,,,"1/2.53""",2.01,1624.0,1240.0,3.45,3.45,global,179.9,,Color,,,Color,,"USB3, USB2",,"Mono 8, Bayer GB 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,10,,,
Hikrobot	MV-CB020-60UM-C,area,,,,,"1/2.53""",2.01,1624.0,1240.0,3.45,3.45,global,179.9,,Mono,,,Mono,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,30,,,
Hikrobot	MV-CB020-60UC-C,area,,,,,"1/2.53""",2.01,1624.0,1240.0,3.45,3.45,global,179.9,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8, Bayer GB 8/10/10Packed/12/12Packed,, YUV422Packed, YUV422_YUYV_Packed,, RGB 8, BGR 8",CMOS,30,,,
Hikrobot	MV-CI003-GL-N6,area,,,,,,0.33,640.0,512.0,17.0,,,50.0,,,,,,M34x0.75,GigE,,"Mono 8/12/14, YUV422_YUYV_Packed",,275,58,58,115.5
Hikrobot	MV-CI003-GL-N15,area,,,,,,0.33,640.0,512.0,17.0,,,50.0,,,,,,M34x0.75,GigE,,"Mono 8/12/14, YUV422_YUYV_Packed",,275,58,58,102.5
Hikrobot	MV-CI003-GL-N25,area,,,,,,0.33,640.0,512.0,17.0,,,50.0,,,,,,M34x0.75,GigE,,"Mono 8/12/14, YUV422_YUYV_Packed",,275,58,58,96.9
Hikrobot	MV-CI003-GL-N35,area,,,,,,0.33,640.0,512.0,17.0,,,50.0,,,,,,M34x0.75,GigE,,"Mono 8/12/14, YUV422_YUYV_Packed",,275,58,58,115.5
Hikrobot	MV-CI003-GL-T6,area,,,,,,0.33,640.0,512.0,17.0,,,50.0,,,,,,,GigE,,"Mono 16, Float 32, YUV422(YUYV)Packed, YUV 422 Packed",,370,48,48,117.9
Hikrobot	MV-CI013-GS-TF,area,IMX990,Sony,,,"1/2""",1.31,1280.0,1024.0,5.0,5.0,,91.0,,,,,,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,InGaAs,470,58,58,82
Hikrobot	MV-CI013-GS-TH,area,IMX990,Sony,,,"1/2""",1.31,1280.0,1024.0,5.0,5.0,,91.0,,,,,,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,InGaAs,750,58,94,82
Hikrobot	MV-CI013-GS-NN,area,IMX990,Sony,,,"1/2""",1.31,1280.0,1024.0,5.0,5.0,,91.0,,,,,,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,InGaAs,100,29,29,42
Hikrobot	MV-CI050-Y1S-NN,area,IMX992,Sony,,,"1/1.4""",5.33,2592.0,2056.0,3.45,3.45,global,120.0,,Mono,,,Mono,C-mount,CoaXPress,,Mono 8/10/12,InGaAs,90,29,29,42
Hikrobot	MV-CE013-80GM,area,,,,,"1/2.7""",1.31,1280.0,1024.0,4.0,4.0,global,89.9,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,96,29,29,42
Hikrobot	MV-CE013-80GC,area,,,,,"1/2.7""",1.31,1280.0,1024.0,4.0,4.0,global,89.9,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer BG 8/10/10p/12/12p, YUV422_YUYV_Packed, YUV422 Packed, RGB 8, BGR 8",CMOS,96,29,29,42
Hikrobot	MV-CE013-80UM,area,,,,,"1/2.7""",1.31,1280.0,1024.0,4.0,4.0,global,148.0,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,56,29,29,30
Hikrobot	MV-CE020-10GC,area,IMX290,Sony,,,"1/2.8""",2.07,1920.0,1080.0,2.9,2.9,rolling,58.0,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,68,29,29,42
Hikrobot	MV-CE050-30UC,area,AR0521,onsemi,,,"1/2.5""",5.04,2592.0,1944.0,2.2,2.2,rolling,44.7,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, , Bayer GR 8/10/10p/12/12p,, YUV422_YUYV_Packed, YUV 422 Packed, RGB 8, BGR 8",CMOS,56,29,29,30
Hikrobot	MV-CE050-31GC,area,AR0521,onsemi,,,"1/2.5""",5.04,2592.0,1944.0,2.2,2.2,rolling,24.0,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer GB 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, BGR 8, RGB 8",CMOS,68,29,29,42
Hikrobot	MV-CE060-10UM,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,42.7,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,56,29,29,30
Hikrobot	MV-CE060-10UC,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,42.7,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p,, YUV422_YUYV_Packed, YUV 422 Packed, RGB8, BGR8",CMOS,56,29,29,30
Hikrobot	MV-CE100-30GC,area,MT9J003,,,,"1/2.3""",10.55,3840.0,2748.0,1.67,1.67,rolling,7.0,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer GR 8/10/10p/12/12p, YUV422Packed,YUV422_YUYV_Packed, RGB 8",CMOS,68,29,29,42
Hikrobot	MV-CE120-10GM,area,IMX226,Sony,,,"1/1.7""",12.22,4024.0,3036.0,1.85,1.85,rolling,9.6,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,68,29,29,42
Hikrobot	MV-CE120-10GC,area,IMX226,Sony,,,"1/1.7""",12.22,4024.0,3036.0,1.85,1.85,rolling,9.6,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer GB 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,68,29,29,42
Hikrobot	MV-CE120-10UM,area,IMX226,Sony,,,"1/1.7""",12.14,4000.0,3036.0,1.85,1.85,rolling,31.9,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,80,29,29,30
Hikrobot	MV-CE120-10UC,area,IMX226,Sony,,,"1/1.7""",12.14,4000.0,3036.0,1.85,1.85,rolling,31.9,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CE200-10UM,area,IMX183,Sony,,,"1""",19.96,5472.0,3648.0,2.4,2.4,rolling,19.2,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,100,44,29,59
Hikrobot	MV-CE200-10GM,area,IMX183,Sony,,,"1""",19.96,5472.0,3648.0,2.4,2.4,rolling,5.9,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,100,44,29,59
Hikrobot	MV-CS060-RC,area,IMX178,,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,42.7,,Color,,,Color,C-mount,USB3,,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p,<br/>YUV422_YUYV_Packed, YUV 422 Packed, RGB8, BGR8",CMOS,56,29,29,30
Hikrobot	MV-CA003-20GC,area,PYTHON300,,,,"1/4""",0.34,672.0,512.0,4.8,4.8,global,336.0,,,,,,C-mount,GigE,,"Mono8/10/12, Bayer RG 8/10/10p/12/12p, , YUV 422 Packed, YUV422_YUYV_Packed, RGB 8",CMOS,68,29,29,42
Hikrobot	MV-CA003-21UC,area,PYTHON300,,,,"1/4""",0.31,640.0,480.0,4.8,4.8,global,814.5,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p,, YUV422_YUYV_Packed, YUV 422 Packed, RGB8, BGR8",CMOS,56,29,29,30
Hikrobot	MV-CA004-10GM,area,IMX287,Sony,,,"1/2.9""",0.39,720.0,540.0,6.9,6.9,global,312.9,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,68,29,29,42
Hikrobot	MV-CA004-10GC,area,IMX287,Sony,,,"1/2.9""",0.39,720.0,540.0,6.9,6.9,global,312.9,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer GR 8/10/10p/12/12p, YUV 422 Packed, YUV422_YUYV_Packed, RGB 8",CMOS,68,29,29,42
Hikrobot	MV-CA004-10UM,area,IMX287,Sony,,,"1/2.9""",0.39,720.0,540.0,6.9,6.9,global,526.5,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,80,29,29,30
Hikrobot	MV-CA004-10UC,area,IMX287,Sony,,,"1/2.9""",0.39,720.0,540.0,6.9,6.9,global,526.5,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, , YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CA013-20GM,area,PYTHON1300,onsemi,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,90.0,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,68,29,29,42
Hikrobot	MV-CA013-20GC,area,PYTHON1300,onsemi,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,90.0,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed,, RGB 8",CMOS,68,29,29,42
Hikrobot	MV-CA013-21UM,area,PYTHON1300,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,210.0,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,56,29,29,30
Hikrobot	MV-CA013-A0GM,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,,global,92.8,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,100,29,29,42
Hikrobot	MV-CA013-A0GC,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,,global,92.8,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV 422 (YUYV) Packed, YUV 422 Packed, RGB 8, BGR 8",CMOS,100,29,29,42
Hikrobot	MV-CA013-A0UM,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,201.0,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10Packed/12/12Packed,CMOS,80,29,29,30
Hikrobot	MV-CA013-A0UC,area,,,,,"1/2""",1.31,1280.0,1024.0,4.8,4.8,global,201.0,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, , Bayer GB 8/10/10Packed /12/1210Packed, YUV422Packed, YUV422_YUYV_Packed, , RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CA016-10GM,area,IMX273,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,78.2,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,68,29,29,42
Hikrobot	MV-CA016-10GC,area,IMX273,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,78.2,,,,,,C-mount,GigE,,"Mono8/10/12, Bayer RG 8/10/10p/12/12p, YUV 422 Packed, YUV422_YUYV_Packed, RGB8",CMOS,68,29,29,42
Hikrobot	MV-CA016-10UM,area,IMX273,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,249.1,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,56,29,29,30
Hikrobot	MV-CA016-10UC,area,IMX273,Sony,,,"1/2.9""",1.56,1440.0,1080.0,3.45,3.45,global,249.1,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422_YUYV_Packed, YUV 422 Packed, RGB 8, BGR 8",CMOS,56,29,29,30
Hikrobot	MV-CA017-10GM,area,IMX432,Sony,,,"1.1""",1.78,1608.0,1104.0,9.0,9.0,global,68.5,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,100,29,44,59
