brand,model_name,slug,제조 업체,주문 번호,카메라 카테고리,카메라 시리즈,보증 (Warranty),센서 공급업체,센서,셔터,센서 타입,해상도 (HxV),픽셀 사이즈 HxV,라인 속도,모노크롬/컬러,빛스펙트럼,인터페이스,픽셀 비트 깊이,동기화,카메라 I/O 커넥터,전원 공급,하우징 종류,보호 등급,하우징 ‍사이즈 (L x W x H),무게 (Weight),렌즈 마운트,작동 온도,Basler,Conformity,제품군,제품 라인,센서 포맷,센서 대각선 길이,센서 크기,프레임 속도,카메라 데이터 커넥터,이미지 데이터 인터페이스,노출 제어,디지털 입력,범용 I/O,전원 요구사항 (일반적),측정된,양자 효율 (일반/최소),다크 노이즈 (일반/최대),포화 용량 (일반/최소),"다이나믹 레인지 (Dinamic Range, 일반/최소)",신호 대 노이즈비 (Signal to Noise Ratio)(일반/최소),기준,FOV (Field of View),심도(Depth) 이미지 해상도 및 FPS,측정 방식,"에고 모션(Ego-motion, IMU)",작업 범위,운영 체제,양산,소모 전력 PoE,해상도,디지털 출력,작동 중 주변 온도,Compression Beyond 사용시 프레임 속도,비디오 출력 유형,Camera Link ‍Clock,파장 (Wavelength),스트리밍 형식,정확도( Accuracy),템포럴 노이즈,지연 (Latency),조명 (Illumination),햇빛에서의 내구성,데이터 커넥터,전원 공급 장치,구성 요소,표준,프로그래밍 언어,타사 지원,마운팅 포인트,하우징 대체품,‍이미지 처리,양자 효율 - 녹색 (일반/최소),양자 효율 - 파란색 (일반/최소),양자 효율 - 빨간색 (일반/최소),납품 범위,심도(Depth) 해상도,작업 공간,초점 거리,프로세서 제조업체,수평 해상도(X축),높이 해상도 (Z축),배율,광원,이격 거리 (Clearance Distance),Heliotis,반복정밀도 (Z축),레이저 등급,Z축 선형성(+/- % of MR),스캔 속도,데이터포인트/프로파일,측정 거리,LMI,JAI
Basler,LMILMI Sensor Gocator 2440,lmi-sensor-gocator-2440,LMI,1425,3D 카메라,LMI Gocator 2400,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,44 mm x 90 mm x 190 mm,1200 g,,,,,,,,,,,,,,,,,,,,,,,,96 - 194 mm,,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 - 130 μm,,,Blue laser (405 nm) / Red laser (660 nm),183 mm,,1.2 μm,2 / 3B / 3R,0.01 %,approx. 200 Hz - 5 kHz,1500.0,210 mm,,
Basler,LMILMI Sensor Gocator 2140,lmi-sensor-gocator-2140,LMI,1410,3D 카메라,LMI Gocator 2100,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,49 mm x 75 mm x 197 mm,940 g,,,,,,,,,,,,,,,,,,,,,,,,96 - 194 mm,,,,,,,,VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190 - 340 μm,13 - 37 μm,,Red laser (660 nm),190 mm,,1.2 μm,2 / 3B / 3R,0.01 %,approx. 170 Hz - 5 kHz,640.0,210 mm,,
Basler,LMILMI Sensor Gocator 1320,lmi-sensor-gocator-1320,LMI,1401,3D 카메라,LMI Gocator 1300,,,,,Point Sensor,,,,Mono,,GigE,,,,,,,30 mm x 120 mm x 149 mm,800 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4 μm,,Red laser,40 mm,,,3R,0.05 %,32 kHz,,20 mm,,
Basler,LMILMI Sensor Gocator 2120,lmi-sensor-gocator-2120,LMI,1408,3D 카메라,LMI Gocator 2100,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,35 mm x 120 mm x 149.5 mm,800 g,,,,,,,,,,,,,,,,,,,,,,,,18 - 26 mm,,,,,,,,VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 - 42 μm,1.8 - 3 μm,,Red laser (660 nm),40 mm,,0.4 μm,2 / 3R,0.01 %,approx. 170 Hz - 5 kHz,640.0,25 mm,,
Basler,LMILMI Sensor Gocator 1380,lmi-sensor-gocator-1380,LMI,1406,3D 카메라,LMI Gocator 1300,,,,,Point Sensor,,,,Mono,,GigE,,,,,,,30 mm x 120 mm x 149 mm,800 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - 45 μm,,Red laser,127 mm,,,3B,0.18 %,32 kHz,,1651 mm,,
Basler,HeliotisHeliotis Sensor H8 8x,heliotis-sensor-h8-8x,Heliotis,1448,3D 카메라,Heliotis heliInspect H8,,Heliotis proprietary,heliSens S4,,Area Sensor,512 px × 542 px,,,Mono,,GigE,,,,,,,254 mm x 58 mm x 100 mm,2500 g,,,,,,,,,,,,,,,,,,,,,,,,1.6 x 1.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 μm,20 nm,8x,Blue LED / Red LED,12.8 mm,,15 nm,,,,,40 mm,,
Basler,LMILMI Sensor Gocator 3210,lmi-sensor-gocator-3210,LMI,1434,3D 카메라,LMI Gocator 3200,,,,,Area Sensor,,,,Mono,,GigE,,,,,,,49 mm x 146 mm x 190 mm,1700 g,,,,,,,,,,,,,,,,,,,,,,,,71 x 98 mm - 100 x 154 mm,,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 - 90 μm,,,Blue LED (465 nm),164 mm,,4.7 μm,,,4 Hz,,110 mm,,
Basler,LMILMI Sensor Gocator 2490,lmi-sensor-gocator-2490,LMI,1427,3D 카메라,LMI Gocator 2400,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,49 mm x 85 mm x 272 mm,1500 g,,,,,,,,,,,,,,,,,,,,,,,,390 - 2000 mm,,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 - 1100 μm,,,Red laser (660 nm),350 mm,,12 μm,2 / 3R,0.04 %,approx. 200 Hz - 5 kHz,1920.0,1525 mm,,
Basler,LMILMI Sensor Gocator 2350,lmi-sensor-gocator-2350,LMI,1418,3D 카메라,LMI Gocator 2300,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,49 mm x 75 mm x 272 mm,1300 g,,,,,,,,,,,,,,,,,,,,,,,,158 - 365 mm,,,,,,,,1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 - 300 μm,19 - 60 μm,,Red laser (660 nm),300 mm,,2 μm,2 / 3B / 3R,0.01 %,approx. 170 Hz - 5 kHz,1280.0,400 mm,,
Basler,LMILMI Sensor Gocator 1390,lmi-sensor-gocator-1390,LMI,1407,3D 카메라,LMI Gocator 1300,,,,,Point Sensor,,,,Mono,,GigE,,,,,,,30 mm x 120 mm x 277 mm,1400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 - 60 μm,,Red laser,500 mm,,,3B,0.1 %,32 kHz,,2000 mm,,
Basler,LMILMI Sensor Gocator 2430,lmi-sensor-gocator-2430,LMI,1424,3D 카메라,LMI Gocator 2400,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,44 mm x 90 mm x 155 mm,1000 g,,,,,,,,,,,,,,,,,,,,,,,,47 - 85 mm,,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 - 57  μm,,,Blue laser (405 nm) / Red laser (660 nm),75 mm,,0.8 μm,2 / 3B / 3R,0.01 %,approx. 200 Hz - 5 kHz,1500.0,80 mm,,
Basler,LMILMI Sensor Gocator 2170,lmi-sensor-gocator-2170,LMI,1412,3D 카메라,LMI Gocator 2100,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,49 mm x 75 mm x 272 mm,1300 g,,,,,,,,,,,,,,,,,,,,,,,,308 - 687 mm,,,,,,,,VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550 - 1100 μm,55 - 200 μm,,Red laser (660 nm),400 mm,,8 μm,2 / 3R,0.04 %,approx. 170 Hz - 5 kHz,640.0,500 mm,,
Basler,LMILMI Sensor Gocator 2150,lmi-sensor-gocator-2150,LMI,1411,3D 카메라,LMI Gocator 2100,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,49 mm x 75 mm x 272 mm,1300 g,,,,,,,,,,,,,,,,,,,,,,,,158 - 365 mm,,,,,,,,VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 - 600 μm,19 - 60 μm,,Red laser (660 nm),300 mm,,2 μm,2 / 3R,0.01 %,approx. 170 Hz - 5 kHz,640.0,400 mm,,
Basler,LMILMI Sensor Gocator 1365,lmi-sensor-gocator-1365,LMI,1404,3D 카메라,LMI Gocator 1300,,,,,Point Sensor,,,,Mono,,GigE,,,,,,,30 mm x 120 mm x 220 mm,1100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 - 4.0 μm,,Red laser,562 mm,,,3B,0.11 %,32 kHz,,375 mm,,
Basler,LMILMI Sensor Gocator 1370,lmi-sensor-gocator-1370,LMI,1405,3D 카메라,LMI Gocator 1300,,,,,Point Sensor,,,,Mono,,GigE,,,,,,,30 mm x 120 mm x 149 mm,800 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 - 7.0 μm,,Red laser,237.5 mm,,,3B,0.07 %,32 kHz,,412.5 mm,,
Basler,LMILMI Sensor Gocator 1340,lmi-sensor-gocator-1340,LMI,1402,3D 카메라,LMI Gocator 1300,,,,,Point Sensor,,,,Mono,,GigE,,,,,,,30 mm x 120 mm x 149 mm,800 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 - 1.0 μm,,Red laser,162.5 mm,,,3B,0.05 %,32 kHz,,95 mm,,
Basler,LMILMI Sensor Gocator 2530,lmi-sensor-gocator-2530,LMI,1432,3D 카메라,LMI Gocator 2500,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,46 mm x 80 mm x 110 mm,650 g,,,,,,,,,,,,,,,,,,,,,,,,48 - 100 mm (diffuse),,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 - 54 μm,,,Blue laser (405 nm),40 mm,,0.5 μm,2,0.01 %,2.0 kHz,1920.0,80 mm,,
Basler,LMILMI Sensor Gocator 2380,lmi-sensor-gocator-2380,LMI,1421,3D 카메라,LMI Gocator 2300,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,49 mm x 75 mm x 272 mm,1300 g,,,,,,,,,,,,,,,,,,,,,,,,390 - 1260 mm,,,,,,,,1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375 - 1100 μm,92 - 488 μm,,Red laser (660 nm),350 mm,,12 μm,2 / 3R,0.04 %,approx. 170 Hz - 5 kHz,1280.0,800 mm,,
Basler,LMILMI Sensor Gocator 2450,lmi-sensor-gocator-2450,LMI,1426,3D 카메라,LMI Gocator 2400,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,44 mm x 90 mm x 240 mm,1200 g,,,,,,,,,,,,,,,,,,,,,,,,145 - 425 mm,,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 - 255 μm,,,Blue laser (405 nm),270 mm,,2 μm,2 / 3B / 3R,0.01 %,approx. 200 Hz - 5 kHz,1800.0,550 mm,,
Basler,LMILMI Sensor Gocator 2175,lmi-sensor-gocator-2175,LMI,1413,3D 카메라,LMI Gocator 2100,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,49 mm x 75 mm x 272 mm,1300 g,,,,,,,,,,,,,,,,,,,,,,,,324 - 1010 mm,,,,,,,,VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510 - 1580 μm,175 - 925 μm,,Red laser (660 nm),650 mm,,12 μm,2 / 3R,0.03 %,approx. 170 Hz - 5 kHz,640.0,1350 mm,,
Basler,LMILMI Sensor Gocator 2180,lmi-sensor-gocator-2180,LMI,1414,3D 카메라,LMI Gocator 2100,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,49 mm x 75 mm x 272 mm,1300 g,,,,,,,,,,,,,,,,,,,,,,,,390 - 1260 mm,,,,,,,,VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 - 2200 μm,92 - 488 μm,,Red laser (660 nm),350 mm,,12 μm,2 / 3R,0.04 %,approx. 170 Hz - 5 kHz,640.0,800 mm,,
Basler,HeliotisHeliotis Sensor H8 10x,heliotis-sensor-h8-10x,Heliotis,1447,3D 카메라,Heliotis heliInspect H8,,Heliotis proprietary,heliSens S4,,Area Sensor,512 px × 542 px,,,Mono,,GigE,,,,,,,254 mm x 58 mm x 100 mm,2500 g,,,,,,,,,,,,,,,,,,,,,,,,1.3 x 1.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4 μm,20 nm,10x,Blue LED / Red LED,7.4 mm (Nikon Mirau) / 3.6 mm (Leica Mirau),,15 nm,,,,,40 mm,,
Basler,LMILMI Sensor Gocator 2370,lmi-sensor-gocator-2370,LMI,1419,3D 카메라,LMI Gocator 2300,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,49 mm x 75 mm x 272 mm,1300 g,,,,,,,,,,,,,,,,,,,,,,,,308 - 687 mm,,,,,,,,1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275 - 550 μm,55 - 200 μm,,Red laser (660 nm),400 mm,,8 μm,2 / 3R,0.04 %,approx. 170 Hz - 5 kHz,1280.0,500 mm,,
Basler,LMILMI Sensor Gocator 2520,lmi-sensor-gocator-2520,LMI,1430,3D 카메라,LMI Gocator 2500,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,46 mm x 80 mm x 110 mm,650 g,,,,,,,,,,,,,,,,,,,,,,,,"25 - 32.5 mm (diffuse), 25 mm (specular)",,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 - 17 μm,,,Blue laser (405 nm),47.5 mm,,0.4 μm,2,0.006 %,1.6 kHz,1920.0,25 mm,,
Basler,LMILMI Sensor Gocator 2320,lmi-sensor-gocator-2320,LMI,1415,3D 카메라,LMI Gocator 2300,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,35 mm x 120 mm x 149.5 mm,800 g,,,,,,,,,,,,,,,,,,,,,,,,18 - 26 mm,,,,,,,,1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 - 21 μm,1.8 - 3 μm,,Red laser (660 nm),40 mm,,0.4 μm,2 / 3R,0.01 %,approx. 170 Hz - 5 kHz,1280.0,25 mm,,
Basler,LMILMI Sensor Gocator 3506,lmi-sensor-gocator-3506,LMI,1436,3D 카메라,LMI Gocator 3500,,,,,Area Sensor,,,,Mono,,GigE,,,,,,,49 mm x 136 mm x 170 mm,1520 g,,,,,,,,,,,,,,,,,,,,,,,,27 x 45 mm - 30 x 45 mm,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 - 25 μm,,,Blue LED (465 nm),87 mm,,2 μm,,,3 Hz,,25 mm,,
Basler,LMILMI Sensor Gocator 3520,lmi-sensor-gocator-3520,LMI,1437,3D 카메라,LMI Gocator 3500,,,,,Area Sensor,,,,Mono,,GigE,,,,,,,55 mm x 167 mm x 260 mm,2600 g,,,,,,,,,,,,,,,,,,,,,,,,179 x 115 mm - 282 x 175 mm,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74 - 121 μm,,,Blue LED (465 nm),203 mm,,4.6 μm,,,3 Hz,,150 mm,,
Basler,LMILMI Sensor Gocator 1350,lmi-sensor-gocator-1350,LMI,1403,3D 카메라,LMI Gocator 1300,,,,,Point Sensor,,,,Mono,,GigE,,,,,,,30 mm x 120 mm x 149 mm,800 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 -3.5 μm,,Red laser,200 mm,,,3B,0.05 %,32 kHz,,200 mm,,
Basler,LMILMI Sensor Gocator 2512,lmi-sensor-gocator-2512,LMI,1429,3D 카메라,LMI Gocator 2500,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,46 mm x 80 mm x 110 mm,650 g,,,,,,,,,,,,,,,,,,,,,,,,13 - 14.5 mm (diffuse & specular),,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 μm,,,Blue laser (405 nm),17 mm,,0.2 μm,2,0.015 %,2.4 kHz,1920.0,6 mm,,
Basler,LMILMI Sensor Gocator 2340,lmi-sensor-gocator-2340,LMI,1417,3D 카메라,LMI Gocator 2300,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,49 mm x 75 mm x 197 mm,940 g,,,,,,,,,,,,,,,,,,,,,,,,96 - 194 mm,,,,,,,,1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95 - 170 μm,13 - 37 μm,,Red laser (660 nm),190 mm,,1.2 μm,2 / 3B / 3R,0.01 %,approx. 170 Hz - 5 kHz,1280.0,210 mm,,
Basler,LMILMI Sensor Gocator 2522,lmi-sensor-gocator-2522,LMI,1431,3D 카메라,LMI Gocator 2500,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,46 mm x 110 mm x 110 mm,650 g,,,,,,,,,,,,,,,,,,,,,,,,"25 - 32.5 mm (diffuse), 25 mm (specular)",,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 - 17 μm,,,Blue laser (405 nm),17.75 mm,,0.4 μm,2,0.006 %,1.6 kHz,1920.0,25 mm,,
Basler,HeliotisHeliotis Sensor H8 4x,heliotis-sensor-h8-4x,Heliotis,1449,3D 카메라,Heliotis heliInspect H8,,Heliotis proprietary,heliSens S4,,Area Sensor,512 px × 542 px,,,Mono,,GigE,,,,,,,254 mm x 58 mm x 100 mm,2500 g,,,,,,,,,,,,,,,,,,,,,,,,3.3 x 3.1 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 μm,20 nm,4x,Blue LED / Red LED,42.9 mm,,15 nm,,,,,40 mm,,
Basler,HeliotisHeliotis Sensor H8 50x,heliotis-sensor-h8-50x,Heliotis,1445,3D 카메라,Heliotis heliInspect H8,,Heliotis proprietary,heliSens S4,,Area Sensor,512 px × 542 px,,,Mono,,GigE,,,,,,,254 mm x 58 mm x 100 mm,2500 g,,,,,,,,,,,,,,,,,,,,,,,,260 x 250 μm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48 μm,20 nm,50x,Blue LED / Red LED,3.4 mm (Nikon Mirau) / 2.5 mm (Leica Mirau),,15 nm,,,,,40 mm,,
Basler,LMILMI Sensor Gocator 2330,lmi-sensor-gocator-2330,LMI,1416,3D 카메라,LMI Gocator 2300,,,,,Line Sensor,,,,Mono,,GigE,,,,,,,49 mm x 75 mm x 142 mm,740 g,,,,,,,,,,,,,,,,,,,,,,,,47 - 85 mm,,,,,,,,1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44 - 75 μm,6 - 14 μm,,Red laser (660 nm),90 mm,,0.8 μm,2 / 3B / 3R,0.01 %,approx. 170 Hz - 5 kHz,1280.0,80 mm,,
Basler,HeliotisHeliotis Sensor H8 100x,heliotis-sensor-h8-100x,Heliotis,1444,3D 카메라,Heliotis heliInspect H8,,Heliotis proprietary,heliSens S4,,Area Sensor,512 px × 542 px,,,Mono,,GigE,,,,,,,254 mm x 58 mm x 100 mm,2500 g,,,,,,,,,,,,,,,,,,,,,,,,130 x 120 μm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24 μm,20 nm,100x,Blue LED / Red LED,2.0 mm (Nikon Mirau),,15 nm,,,,,40 mm,,
