brand,model_name,subcategory,Product Model,Camera Type,Resolutions,Color / Monochrome,Effective Pixels,Frame Rate,Interface,Protocol,Power Supply,Power Consumptions,Operational Temperature,Storage Temperature,Image Sensor,Shutter Type,Optical Size,Cell Size,Dimensions,Weight,Lens Mount,Optical Filter,Interface Connector,Power / Signal Connector,Scanning Mode,Operational Mode,Image Pixel Format,Exposure Time,Analog Gain,Digital Gain,Gamma,Binning,Decimation,Image Flip,Defective Pixel Correction,Save User Settings,White Balance,FFC (Flat Filed Correction) Function,Auto Control Function,Chunk Function,Event Function,PTP Function (IEEE1588),Line Rate
Sentech,stc-sbs322cxp121-swir,SWIR Cameras,STC-SBS322CXP121-SWIR,Area Camera,3.2MP,SWIR,"2,048 (H) x 1,536 (V)",173.4 fps,"CoaXPress (CXP-12, 1 lane)",CoaXPress Standard Version 2.0,PoCXP External power (+10.8 to +26 Vdc),Less than 7.5 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +35 deg. C (Environmental temperature),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX993 (TEC),Global Shutter,"1/1.8""",3.45 (H) x 3.45 (V) µm,42 (W) x 42 (H) x 69 (D) mm,Approximately 210 g,C Mount,No optical filter,Micro BNC (75 ohm) x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP_Packet trigger / Burst trigger / Free-run,Mono8 / Mono10 / Mono12,"30.0 µseconds to 16,7 seconds",0 to 18 dB,x1 to x7,0.10 to 4.00,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Dynami defective pixel correction Static defective pixel correction (Up to 8,192 pixels)",Support (Eight settings),,,,,,,
Sentech,stc-sbs532cxp121-swir,SWIR Cameras,STC-SBS532CXP121-SWIR,Area Camera,5.3MP,SWIR,"2,560 (H) x 2,048 (V)",131.9 fps,"CoaXPress (CXP-12, 1 lane)",CoaXPress Standard Version 2.0,PoCXP External power (+18.5 to +26 Vdc),Less than 7.6 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +35 deg. C (Environmental temperature),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX992 (TEC),Global Shutter,"1/1.4""",3.45 (H) x 3.45 (V) µm,42 (W) x 42 (H) x 69 (D) mm,Approximately 210 g,C Mount,No optical filter,Micro BNC (75 ohm) x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP trigger packet / Burst trigger / Free-run,Mono8 / Mono10 / Mono12,30.0 µseconds to 16.77 seconds,0 to 18 dB,x1 to x7,0.10 to 4.00,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Dynami defective pixel correction Static defective pixel correction (Up to 8,192 pixels)",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,,
Sentech,stc-sbs34cxp121-swiru,SWIR Cameras,STC-SBS34CXP121-SWIRU,Area Camera,0.3MP,SWIR,640 (H) x 512 (V),258.8 fps,"CoaXPress (CXP-12, 1 lane)",CoaXPress Standard Version 2.0,PoCXP External power (+18.5 to +26 Vdc),Less than 2.2 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +56 deg. C (Environmental temperature),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX991,Global Shutter,"1/4""",5.0 (H) x 5.0 (V) µm,35 (W) x 35 (H) x 40 (D) mm,Approximately 77 g,C Mount,No optical filter,Micro BNC (75 ohm) x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP Packet trigger / Burst trigger / Free-run,Mono8 / Mono10 / Mono12,8 µseconds to 50 mseconds,0 to 18 dB,x1 to x7,,,,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support (Eight settings),,,,,,,
Sentech,stc-sbs132cxp121-swiru,SWIR Cameras,STC-SBS132CXP121-SWIRU,Area Camera,1.3MP,SWIR,"1,280 (H) x 1,024 (V)",134.7 fps,"CoaXPress (CXP-12, 1 lane)",CoaXPress Standard Version 2.0,PoCXP External power (+18.5 to +26 Vdc),Less than 2.2 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +56 deg. C (Environmental temperature),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX990,Global Shutter,"1/2""",5.0 (H) x 5.0 (V) µm,35 (W) x 35 (H) x 40 (D) mm,Approximately 77 g,C Mount,No optical filter,Micro BNC (75 ohm) x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP Packet trigger / Burst trigger / Free-run,Mono8 / Mono10 / Mono12,8 µseconds to 50 mseconds,0 to 18 dB,x1 to x7,,,,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support (Eight settings),,,,,,,
Sentech,stc-sbs322cxp121-swiru,SWIR Cameras,STC-SBS322CXP121-SWIRU,Area Camera,3.2MP,SWIR,"2,048 (H) x 1,536 (V)",173.4 fps,"CoaXPress (CXP-12, 1 lane)",CoaXPress Standard Version 2.0,PoCXP External power (+18.5 to +26 Vdc),Less than 3.8 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +51 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX993,Global Shutter,"1/1.8""",3.45 (H) x 3.45 (V) µm,35 (W) x 35 (H) x 40 (D) mm,Approximately 76 g,C Mount,No optical filter,Micro BNC (75 ohm) x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP_Packet trigger / Burst trigger / Free-run,Mono8 / Mono10 / Mono12,30.0 µseconds to 50 mseconds,0 to 18 dB,x1 to x7,,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Dynami defective pixel correction Static defective pixel correction (Up to 8,192 pixels)",Support (Eight settings),,,,,,,
Sentech,stc-sbs532cxp121-swiru,SWIR Cameras,STC-SBS532CXP121-SWIRU,Area Camera,5.3MP,SWIR,"2,560 (H) x 2,048 (V)",131.9 fps,"CoaXPress (CXP-12, 1 lane)",CoaXPress Standard Version 2.0,PoCXP External power (+18.5 to +26 Vdc),Less than 3.8 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +51 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX992,Global Shutter,"1/1.4""",3.45 (H) x 3.45 (V) µm,35 (W) x 35 (H) x 40 (D) mm,Approximately 76 g,C Mount,No optical filter,Micro BNC (75 ohm) x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP Packet trigger / Burst trigger / Free-run,Mono8 / Mono10 / Mono12,30.0 µseconds to 50 mseconds,0 to 18 dB,x1 to x7,,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Dynami defective pixel correction Static defective pixel correction (Up to 8,192 pixels)",Support (Eight settings),,,,,,,
Sentech,stc-sbs132poe-swiru,SWIR Cameras,STC-SBS132POE-SWIRU,Area Camera,1.3MP,SWIR,"1,280 (H) x 1,024 (V)",83.9 fps,PoE: IEEE802.3af CLASS3 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af) External power (+10.8 to +26.4Vdc),PoE: Less than 4.1 W External power: Less than 3.2 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +46 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX990,Global Shutter,"1/2""",5.0 (H) x 5.0 (V) µm,35 (W) x 35 (H) x 53 (D) mm,Approximately 98 g,C Mount,No optical filter,RJ45 connector x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,8 µseconds to 50 mseconds,0 to 14.8 dB,x1 to x3,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-sbs34poe-swiru,SWIR Cameras,STC-SBS34POE-SWIRU,Area Camera,0.3MP,SWIR,656 (H) x 520 (V),258.8 fps,PoE: IEEE802.3af CLASS3 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af) External power (+10.8 to +26.4Vdc),PoE: Less than 4.1 W External power: Less than 3.2 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +46 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX991,Global Shutter,"1/4""",5.0 (H) x 5.0 (V) µm,35 (W) x 35 (H) x 53 (D) mm,Approximately 98 g,C Mount,No optical filter,RJ45 connector x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,8 µseconds to 50 mseconds,0 to 14.8 dB,x1 to x3,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-lbs132poe-swir,SWIR Cameras,STC-LBS132POE-SWIR,Area Camera,1.3MP,SWIR,"1,280 (H) x 1,024 (V)",84.0 fps,PoE: IEEE802.3af CLASS3 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af) External power (+10.8 to +26.4Vdc),PoE: Less than 10.2 W External power: Less than 10.1 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +56 deg. C (Environmental temperature),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX990 (TEC),Global Shutter,"1/2""",5.0 (H) x 5.0 (V) µm,58 (W) x 58 (H) x 85 (D) mm,Approximately 465 g,C Mount,No optical filter,RJ45 connector x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,8 µseconds to 16.777 seconds,0 to 14.8 dB,x1 to x3,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support (Eight settings),,Support,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-lbs34poe-swir,SWIR Cameras,STC-LBS34POE-SWIR,Area Camera,0.3MP,SWIR,640 (H) x 512 (V),242.2 fps,PoE: IEEE802.3af CLASS3 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af) External power (+10.8 to +26.4Vdc),PoE: Less than 10 W External power: Less than 10 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +56 deg. C (Environmental temperature),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX991 (TEC),Global Shutter,"1/4""",5.0 (H) x 5.0 (V) µm,58 (W) x 58 (H) x 85 (D) mm,Approximately 465 g,C Mount,No optical filter,RJ45 connector x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,8 µseconds to 16.777 seconds,0 to 14.8 dB,x1 to x3,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support (Eight settings),,Support,Auto exposure / Auto gain,Support,Support,Support,
Sentech,stc-sbs532u3v-swiru,SWIR Cameras,STC-SBS532U3V-SWIRU,Area Camera,5.3MP,SWIR,"2,560 (H) x 2,048 (V)",71.5 fps,USB3.0,USB3 Vision 1.0.1,USB bus power (+5 V) External power (+8.0 to +24 Vdc),Less than 4.3 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +45 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX992,Global Shutter,"1/1.4""",3.45 (H) x 3.45 (V) µm,35 (W) x 35 (H) x 41.5 (D) mm,Approximately 76 g,C Mount,No optical filter,USB3.0 micro B x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Start stop trigger/ Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,30 µseconds to 50 mseconds,0 to 25.5 dB,x1 to x2,0.1 to 4.0,x2 horizontal and vertical individually / Off,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Dynamic defective pixel correction Static defective pixel correction (Up to 4,096 pixels)",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,,
Sentech,stc-sbs34u3v-swiru,SWIR Cameras,STC-SBS34U3V-SWIRU,Area Camera,0.3MP,SWIR,640 (H) x 512 (V),260.6 fps,USB3.0,USB3 Vision 1.0.1,USB bus power (+5 V) External power (+8.0 to +24 Vdc),Less than 3.0 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +45 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX991,Global Shutter,"1/4""",5.0 (H) x 5.0 (V) µm,35 (W) x 35 (H) x 41.5 (D) mm,Approximately 76 g,C Mount,No optical filter,USB3.0 micro B x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Start stop trigger/ Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,8 µseconds to 50 mseconds,0 to 25.5 dB,x1 to x2,0.1 to 4.0,x2 horizontal and vertical individually / Off,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,,
Sentech,stc-sbs132u3v-swiru,SWIR Cameras,STC-SBS132U3V-SWIRU,Area Camera,1.3MP,SWIR,"1,280 (H) x 1,024 (V)",134.7 fps,USB3.0,USB3 Vision 1.0.1,USB bus power (+5 V) External power (+8.0 to +24 Vdc),Less than 3.0 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +45 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX990,Global Shutter,"1/2""",5.0 (H) x 5.0 (V) µm,35 (W) x 35 (H) x 41.5 (D) mm,Approximately 76 g,C Mount,No optical filter,USB3.0 micro B x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Start stop trigger/ Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,8 µseconds to 50 mseconds,0 to 25.5 dB,x1 to x2,0.1 to 4.0,x2 horizontal and vertical individually / Off,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,,
Sentech,stc-lbs34u3v-swir,SWIR Cameras,STC-LBS34U3V-SWIR,Area Camera,0.3MP,SWIR,640 (H) x 512 (V),260.6 fps,USB3.0,USB3 Vision 1.0.1,USB bus power (+5 V) External power (+8.0 to +24 Vdc),Less than 8.0 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +59 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX991 (TEC),Global Shutter,"1/4""",5.0 (H) x 5.0 (V) µm,58 (W) x 58 (H) x 85 (D) mm,Approximately 425 g,C Mount,No optical filter,USB3.0 micro B x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Start stop trigger/ Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,8 µseconds to 16.777 seconds,0 to 25.5 dB,x1 to x2,0.1 to 4.0,x2 horizontal and vertical individually / Off,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,,
Sentech,stc-lbs132u3v-swir,SWIR Cameras,STC-LBS132U3V-SWIR,Area Camera,1.3MP,SWIR,"1,280 (H) x 1,024 (V)",134.7 fps,USB3.0,USB3 Vision 1.0.1,USB bus power (+5 V) External power (+8.0 to +24 Vdc),Less than 8.0 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +59 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX990 (TEC),Global Shutter,"1/2""",5.0 (H) x 5.0 (V) µm,58 (W) x 58 (H) x 85 (D) mm,Approximately 425 g,C Mount,No optical filter,USB3.0 micro B x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Start stop trigger/ Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,8 µseconds to 16.777 seconds,0 to 25.5 dB,x1 to x2,0.1 to 4.0,x2 horizontal and vertical individually / Off,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,,
Sentech,stc-sbs532pcl-swiru,SWIR Cameras,STC-SBS532PCL-SWIRU,Area Camera,5.3MP,SWIR,"2,560 (H) x 2,048 (V)",89.0 fps,Camera Link 80bit / Full / Medium / Base,Camera Link 2.1,PoCL External power (+12 Vdc),Less than 3.8 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +49 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX992,Global Shutter,"1/1.4""",3.45 (H) x 3.45 (V) µm,35 (W) x 35 (H) x 40.7 (D) mm,Approximately 70 g,C Mount,No optical filter,SDR x 2,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12,30 µseconds to 50 mseconds,0 to 25.5 dB,,0.4 to 1.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Dynami defective pixel correction Static defective pixel correction (Up to 8,192 pixels)",Support,,,,,,,
Sentech,stc-sbs34pcl-swiru,SWIR Cameras,STC-SBS34PCL-SWIRU,Area Camera,0.3MP,SWIR,640 (H) x 512 (V),258.0 fps,Camera Link Base,Camera Link 2.1,PoCL External power (+12 Vdc),Less than 2.3 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +52 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX991,Global Shutter,"1/4""",5.0 (H) x 5.0 (V) µm,35 (W) x 35 (H) x 40.7 (D) mm,Approximately 70 g,C Mount,No optical filter,SDR x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12,8 µseconds to 50 mseconds,0 to 25.5 dB,,0.4 to 1.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support,,,,,,,
Sentech,stc-sbs132pcl-swiru,SWIR Cameras,STC-SBS132PCL-SWIRU,Area Camera,1.3MP,SWIR,"1,280 (H) x 1,024 (V)",134.0 fps,Camera Link Base,Camera Link 2.1,PoCL External power (+12 Vdc),Less than 2.3 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +52 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX990,Global Shutter,"1/2""",5.0 (H) x 5.0 (V) µm,35 (W) x 35 (H) x 40.7 (D) mm,Approximately 70 g,C Mount,No optical filter,SDR x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12,8 µseconds to 50 mseconds,0 to 25.5 dB,,0.4 to 1.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support,,,,,,,
Sentech,stc-lbs132cl-swir,SWIR Cameras,STC-LBS132CL-SWIR,Area Camera,1.3MP,SWIR,"1,280 (H) x 1,024 (V)",134.0 fps,Camera Link Base,Camera Link 2.1,External power (+12 Vdc),Less than 8.0 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +60 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX990 (TEC),Global Shutter,"1/2""",5.0 (H) x 5.0 (V) µm,58 (W) x 58 (H) x 85 (D) mm,Approximately 425 g,C Mount,No optical filter,SDR x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12,8 µseconds to 16.777 seconds,0 to 25.5 dB,,0.4 to 1.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support,,Support,,,,,
Sentech,stc-lbs34cl-swir,SWIR Cameras,STC-LBS34CL-SWIR,Area Camera,0.3MP,SWIR,640 (H) x 512 (V),258.0 fps,Camera Link Base,Camera Link 2.1,External power (+12 Vdc),Less than 8.0 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +60 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX991 (TEC),Global Shutter,"1/4""",5.0 (H) x 5.0 (V) µm,58 (W) x 58 (H) x 85 (D) mm,Approximately 425 g,C Mount,No optical filter,SDR x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12,8 µseconds to 16.777 seconds,0 to 25.5 dB,,0.4 to 1.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 8,192 pixels",Support,,Support,,,,,
Sentech,stc-sts502cxp122,3CMOS Sensor Camera,STC-STS502CXP122,Area Camera (3CMOS),5MP,Color,"2,448 (H) x 2,048 (V) x 3 (R, G, B)",108.9 fps,"CoaXPress (CXP-12, 2 lane)",CoaXPress Standard Version 2.0,PoCXP External power (+18.5 to +26 Vdc),Less than 6.7 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +42 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +75 deg. C (Environmental temperature),SONY IMX548 (x3),Global Shutter,"1/1.8""",2.74 (H) x 2.74 (V) µm,42 (W) x 42 (H) x 60 (D) mm,Approximately 168 g,C Mount,RGB spectroscopic prism on it IR cut filter on it,Micro BNC (75 ohm) x 2,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP_Packet trigger / Burst trigger / Free-run,RGB8 / RGB10 / RGB12,1 µsecond to 16.777 seconds,0 to 39.4 dB,x1 to x7,0.10 to 4.00,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 1,024 pixels (each R, G and B image sensor)",Support (Eight settings),Auto / Manual / Push to set / Push to set (Exposure time) white balance,Support,Auto exposure / Auto gain / Auto white balance / Auto white balance (Exposure time),,,,
Sentech,stc-lts502poe10,3CMOS Sensor Camera,STC-LTS502POE10,Area Camera (3CMOS),5MP,Color,"2,448 (H) x 2,048 (V) x 3 (R, G, B)",82.1 fps,10GigE,GigE Vision 2.1,,TBD,TBD,TBD,SONY IMX548 (x3),Global Shutter,"1/1.8""",2.74 (H) x 2.74 (V) µm,55 (W) x 55 (H) x 86 (D) mm,Approximately 380 g,C Mount,RGB spectroscopic prism on it IR cut filter on it,RJ45 connector x 1,HR10A-7R-6PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,RGB8 / RGB10 / RGB12,1 µsecond to 16.777 seconds,,,,,,,,,,,,,,,
Sentech,stc-rbs502gv2ca,GVIF Cameras,STC-RBS502GV2CA,Area Camera,5MP,Monochrome,"2,448 (H) x 2,048 (V)",68.7 fps,GVIF2 (with USB3 Vision conversion control unit),GVIF2,Power over GVIF (+12V),Less than 3.5 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +50 deg. C (Housing temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),SONY IMX568,Global Shutter,"1/1.8""",2.74 (H) x 2.74 (V) µm,23 (W) x 23 (H) x 24.5 (D) mm,Approximately 25 g,S Mount,No optical filter,FAKRA x 1 (Shared power and signal connector),FAKRA x 1 (Shared interface connector),Full scanning / ROI,Edge preset trigger / Free-run,Mono8 / Mono10 / Mono12 Mono8 Packed / Mono12 Packed,20 µseconds to 2 seconds,0 to 42.0 dB,x1 to x7,0.10 to 4.00,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 1,024 pixels",Support (Eight settings),,Support,Auto exposure / Auto gain,,,,
