brand,model_name,subcategory,Product Model,Camera Type,Resolutions,Color / Monochrome,Effective Pixels,Frame Rate,Interface,Protocol,Power Supply,Power Consumptions,Operational Temperature,Storage Temperature,Image Sensor,Shutter Type,Optical Size,Cell Size,Dimensions,Weight,Lens Mount,Optical Filter,Interface Connector,Power / Signal Connector,Scanning Mode,Operational Mode,Image Pixel Format,Exposure Time,Analog Gain,Digital Gain,Gamma,Binning,Decimation,Image Flip,Defective Pixel Correction,Save User Settings,White Balance,FFC (Flat Filed Correction) Function,Auto Control Function,Chunk Function,Event Function,PTP Function (IEEE1588),Line Rate
Sentech,stc-bcs43u3v-vf096,Liquid lens integrated cameras,STC-BCS43U3V-VF096,Area Camera,0.4MP,Color,720 (H) x 540 (V),527.1 fps,USB3.0,USB3 Vision 1.0.1,USB bus power (+5 V),Less than 2.0 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +30 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),SONY IMX287,Global Shutter,"1/2.9""",6.9 (H) x 6.9 (V) µm,29 (W) x 29 (H) x 32.05 (D) mm,Approximately 29 g,Liquid lens integrated,IR cut filter on it,USB3.0 micro B x 1,BM04B (JST) x 1,Full scanning / ROI,Edge preset trigger / Free-run,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,1 µsecond to 16.777 seconds,0 to 43.2 dB,x1 to x2,0.1 to 4.0,,,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,Up to 640 pixels,Support (Eight settings),Auto exposure / Auto gain,,Auto exposure / Auto gain / Auto white balance,Support,Support,,
Sentech,stc-bbs163u3v-vf096,Liquid lens integrated cameras,STC-BBS163U3V-VF096,Area Camera,1.6MP,Monochrome,"1,440 (H) x 1,080 (V)",238.0 fps,USB3.0,USB3 Vision 1.0.1,USB bus power (+5 V),Less than 2.0 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +30 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),SONY IMX273,Global Shutter,"1/2.9""",3.45 (H) x 3.45 (V) µm,29 (W) x 29 (H) x 32.05 (D) mm,Approximately 29 g,Liquid lens integrated,No optical filter,USB3.0 micro B x 1,BM04B (JST) x 1,Full scanning / ROI,Edge preset trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,1 µsecond to 16.777 seconds,0 to 43.2 dB,x1 to x2,0.1 to 4.0,x2 horizontal and vertical simultaneously / Off,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,Up to 640 pixels,Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,,
Sentech,stc-bcs163u3v-vf096,Liquid lens integrated cameras,STC-BCS163U3V-VF096,Area Camera,1.6MP,Color,"1,440 (H) x 1,080 (V)",238.0 fps,USB3.0,USB3 Vision 1.0.1,USB bus power (+5 V),Less than 2.0 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +30 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),SONY IMX273,Global Shutter,"1/2.9""",3.45 (H) x 3.45 (V) µm,29 (W) x 29 (H) x 32.05 (D) mm,Approximately 29 g,Liquid lens integrated,IR cut filter on it,USB3.0 micro B x 1,BM04B (JST) x 1,Full scanning / ROI,Edge preset trigger / Free-run,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,1 µsecond to 16.777 seconds,0 to 43.2 dB,x1 to x2,0.1 to 4.0,,x2 horizontal and vertical simultaneously / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,Up to 640 pixels,Support (Eight settings),Auto exposure / Auto gain,,Auto exposure / Auto gain / Auto white balance,Support,Support,,
Sentech,stc-bbs502u3v-vf096,Liquid lens integrated cameras,STC-BBS502U3V-VF096,Area Camera,5MP,Monochrome,"2,448 (H) x 2,048 (V)",70.8 fps,USB3.0,USB3 Vision 1.0.1,USB bus power (+5 V),Less than 1.9 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +42 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),SONY IMX568,Global Shutter,"1/1.8""",2.74 (H) x 2.74 (V) µm,29 (W) x 29 (H) x 32.05 (D) mm,Approximately 29 g,Liquid lens integrated,No optical filter,USB3.0 micro B x 1,BM04B (JST) x 1,Full scanning / ROI,Edge preset trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,1 µsecond to 16.777 seconds,0 to 43.2 dB,x1 to x2,0.1 to 4.0,x2 horizontal and vertical individually / Off,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 1,024 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,,
Sentech,stc-bcs502u3v-vf096,Liquid lens integrated cameras,STC-BCS502U3V-VF096,Area Camera,5MP,Color,"2,448 (H) x 2,048 (V)",70.8 fps,USB3.0,USB3 Vision 1.0.1,USB bus power (+5 V),Less than 1.9 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +42 deg. C (Environmental temperature),Lower limit: -25 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),SONY IMX568,Global Shutter,"1/1.8""",2.74 (H) x 2.74 (V) µm,29 (W) x 29 (H) x 32.05 (D) mm,Approximately 29 g,Liquid lens integrated,IR cut filter on it,USB3.0 micro B x 1,BM04B (JST) x 1,Full scanning / ROI,Edge preset trigger / Free-run,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,1 µsecond to 16.777 seconds,0 to 43.2 dB,x1 to x2,0.1 to 4.0,,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip/ Off,"Up to 1,024 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto exposure / Auto gain / Auto white balance,Support,Support,,
Sentech,stc-sbs500u3v-lcnt,LensConnect Lens support Cameras,STC-SBS500U3V-LCNT,Area Camera,5MP,Monochrome,"2,448 (H) x 2,048 (V)",35.8 fps,USB3.0,USB3 Vision 1.0.1,External power (+8.0 to +24 Vdc),Less than 7.1 W (with LensConnect lesn),Lower limit: 0 deg. C (Environmental temperature) Upper limit: +71 deg. C (Temperature sensor on camera),Lower limit: -30 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX264,Global Shutter,"2/3""",3.45 (H) x 3.45 (V) µm,35 (W) x 35 (H) x 41.5 (D) mm,Approximately 80 g,C Mount,No optical filter,USB3.0 micro B x 1,Power/IO: HR10A-7R-6PB (Hirose) or equivalent x 1 Lens: HR10A-7R-6S (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Start stop trigger/ Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,27.2 µseconds to 56 seconds,0 to 19.2 dB,x1 to x2,0.1 to 4.0,x2 horizontal and vertical individually / Off,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 1,080 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,,
Sentech,stc-scs500u3v-lcnt,LensConnect Lens support Cameras,STC-SCS500U3V-LCNT,Area Camera,5MP,Color,"2,448 (H) x 2,048 (V)",35.8 fps,USB3.0,USB3 Vision 1.0.1,External power (+8.0 to +24 Vdc),Less than 7.1 W (with LensConnect lesn),Lower limit: 0 deg. C (Environmental temperature) Upper limit: +71 deg. C (Temperature sensor on camera),Lower limit: -30 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX264,Global Shutter,"2/3""",3.45 (H) x 3.45 (V) µm,35 (W) x 35 (H) x 41.5 (D) mm,35 (W) x 35 (H) x 41.5 (D) mm,C Mount,IR cut filter on it,USB3.0 micro B x 1,Power/IO: HR10A-7R-6PB (Hirose) or equivalent x 1 Lens: HR10A-7R-6S (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Start stop trigger/ Free-run,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,27.2 µseconds to 56 seconds,0 to 19.2 dB,x1 to x2,0.1 to 4.0,,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 1,080 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto / Manual / Push to set white balance,Support,Support,,
Sentech,stc-sbs881u3v-lcnt,LensConnect Lens support Cameras,STC-SBS881U3V-LCNT,Area Camera,8.9MP,Monochrome,"4,096 (H) x 2,160 (V)",32.5 fps,USB3.0,USB3 Vision 1.0.1,External power (+8.0 to +24 Vdc),Less than 7.6 W (with LensConnect lens),Lower limit: 0 deg. C (Environmental temperature) Upper limit: +71 deg. C (Temperature sensor on camera),Lower limit: -30 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX267,Global Shutter,"1""",3.45 (H) x 3.45 (V) µm,35 (W) x 35 (H) x 41.5 (D) mm,Approximately 80 g,C Mount,No optical filter,USB3.0 micro B x 1,Power/IO: HR10A-7R-6PB (Hirose) or equivalent x 1 Lens: HR10A-7R-6S (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Start stop trigger/ Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,"1.5 µseconds to 16,777 seconds",0 to 19.2 dB,x1 to x2,0.1 to 4.0,,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 1,080 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,,
Sentech,stc-scs881u3v-lcnt,LensConnect Lens support Cameras,STC-SCS881U3V-LCNT,Area Camera,8.9MP,Color,"4,096 (H) x 2,160 (V)",32.5 fps,USB3.0,USB3 Vision 1.0.1,External power (+8.0 to +24 Vdc),Less than 7.6 W (with LensConnect lens),Lower limit: 0 deg. C (Environmental temperature) Upper limit: +71 deg. C (Temperature sensor on camera),Lower limit: -30 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX267,Global Shutter,"1""",3.45 (H) x 3.45 (V) µm,35 (W) x 35 (H) x 41.5 (D) mm,Approximately 80 g,C Mount,IR cut filter on it,USB3.0 micro B x 1,Power/IO: HR10A-7R-6PB (Hirose) or equivalent x 1 Lens: HR10A-7R-6S (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Start stop trigger/ Free-run,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,"1.5 µseconds to 16,777 seconds",0 to 19.2 dB,x1 to x2,0.1 to 4.0,,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 1,080 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto / Manual / Push to set white balance,Support,Support,,
Sentech,stc-sbs122bu3v-lcnt,LensConnect Lens support Cameras,STC-SBS122BU3V-LCNT,Area Camera,12MP,Monochrome,"4,096 (H) x 3,000 (V)",23.5 fps,USB3.0,USB3 Vision 1.0.1,External power (+8.0 to +24 Vdc),Less than 7.6 W (with LensConnect lens),Lower limit: 0 deg. C (Environmental temperature) Upper limit: +71 deg. C (Temperature sensor on camera),Lower limit: -30 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX304,Global Shutter,"1.1""",3.45 (H) x 3.45 (V) µm,35 (W) x 35 (H) x 41.5 (D) mm,Approximately 80 g,C Mount,No optical filter,USB3.0 micro B x 1,Power/IO: HR10A-7R-6PB (Hirose) or equivalent x 1 Lens: HR10A-7R-6S (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Start stop trigger/ Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,"1.5 µseconds to 16,777 seconds",0 to 19.2 dB,x1 to x2,0.1 to 4.0,,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 1,080 pixels",Support (Eight settings),,,Auto exposure / Auto gain,Support,Support,,
Sentech,stc-scs122bu3v-lcnt,LensConnect Lens support Cameras,STC-SCS122BU3V-LCNT,Area Camera,12MP,Color,"4,096 (H) x 3,000 (V)",23.5 fps,USB3.0,USB3 Vision 1.0.1,External power (+8.0 to +24 Vdc),Less than 7.6 W (with LensConnect lens),Lower limit: 0 deg. C (Environmental temperature) Upper limit: +71 deg. C (Temperature sensor on camera),Lower limit: -30 deg. C (Environmental temperature) Upper limit: +70 deg. C (Environmental temperature),SONY IMX304,Global Shutter,"1.1""",3.45 (H) x 3.45 (V) µm,35 (W) x 35 (H) x 41.5 (D) mm,Approximately 80 g,C Mount,IR cut filter on it,USB3.0 micro B x 1,Power/IO: HR10A-7R-6PB (Hirose) or equivalent x 1 Lens: HR10A-7R-6S (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Start stop trigger/ Free-run,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,"1.5 µseconds to 16,777 seconds",0 to 19.2 dB,x1 to x2,0.1 to 4.0,,x2 horizontal and vertical individually / Off,Vertical flip / Horizontal flip / Vertical and horizontal flip / Off,"Up to 1,080 pixels",Support (Eight settings),Auto exposure / Auto gain,,Auto / Manual / Push to set white balance,Support,Support,,
Sentech,stc-glb8ku7cxp124-m72,CoaXPress Line Cameras,STC-GLB8KU7CXP124-M72,Line Camera,8k Single,Monochrome,"8,192 (H) x 1 (V)",,CoaXPress (CXP-12 4 lane),CoaXPress Standard Version 2.0,PoCXP / External power (+18.5 to +26 Vdc),Less than 13 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +43 deg. C (Environmental temperature),Lower limit: -10 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),Gpixel GL7008,Global Shutter,Others,7.0 (H) x 7.0 (V) μm,76 (W) x 92 (H) x 53 (D) mm,Approximately 575 g,M72 Mount,No optical filter,Micro BNC (75 ohm) x 4,Power connector: HR10A-7R-6PB (Hirose) or equivalent x 1 Signal connector: HR10A-10R-12PB (Hirose) equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP_Packet trigger / Burst trigger / Free-run,Mono8 / Mono10 / Mono12,3.05 µseconds to 13 mseconds,x1 to x2,x1 to x7,0.10 to 4.00,x2 horizontal and vertical individually / Off,,Horizontal flip / Off,Support,Support (Eight settings),,Support,,,,,240 kHz
Sentech,stc-glb16ku35dcxp124-m72,CoaXPress Line Cameras,STC-GLB16KU35DCXP124-M72,Line Camera,16k Single,Monochrome,"16,384 (H) x 2 (V)",,CoaXPress (CXP-12 4 lane),CoaXPress Standard Version 2.0,PoCXP External power (+18.5 to +26 Vdc),Less than 12 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +50 deg. C (Environmental temperature),Lower limit: -10 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),Gpixel GL3516,Global Shutter,Others,3.5 (H) x 3.5 (V) µm,76 (W) x 92 (H) x 53 (D) mm,Approximately 575 g,M72 Mount,No optical filter,Micro BNC (75 ohm) x 4,Power connector: HR10A-7R-6PB (Hirose) or equivalent x 1 Signal connector: HR10A-10R-12PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP_Packet trigger / Burst trigger / Free-run,Mono8 / Mono10,2.541667 µseconds to 13 mseconds,,x1 to x7,0.10 to 4.00,x2 horizontal and vertical individually / Off,x2 Horizontal / Off,Horizontal flip / Off,Support,Support (Eight settings),,Support,,,,,120 kHz
Sentech,stc-glb16ku5cxp124-m95,CoaXPress Line Cameras,STC-GLB16KU5CXP124-M95,Line Camera,16k Single,Monochrome,"16,384 (H) x 1 (V)",,CoaXPress (CXP-12 4 lane),CoaXPress Standard Version 2.0,PoCXP External power (+18.5 to +26 Vdc),Less than 17 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +40 deg. C (Environmental temperature),Lower limit: -10 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),Gpixel GL5016,Global Shutter,Others,5.0 (H) x 5.0 (V) µm,99 (W) x 110 (H) x 38 (D) mm,Approximately 820 g,M95 Mount,No optical filter,Micro BNC (75 ohm) x 4,Power connector: HR10A-7R-6PB (Hirose) or equivalent x 1 Signal connector: HR10A-10R-12PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP_Packet trigger / Burst trigger / Free-run,Mono8 / Mono10 / Mono12,2 µseconds to 13 mseconds,x1 to x2.49,x1 to x7,0.10 to 4.00,x2 Horizontal / Off,x2 Horizontal / Off,Horizontal flip / Off,Support,Support (Eight settings),,Support,,,,,266 kHz
Sentech,stc-glc8ku7cxp124-m72,CoaXPress Line Cameras,STC-GLC8KU7CXP124-M72,Line Camera,8k Tri-line,Color,"8,192 (H) x 3 (R, G, B)",,CoaXPress (CXP-12 4 lane),CoaXPress Standard Version 2.0,PoCXP External power (+18.5 to +26 Vdc),Less than 13 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +43 deg. C (Environmental temperature),Lower limit: -10 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),Gpixel GL7008,Global Shutter,Others,7.0 (H) x 7.0 (V) μm,76 (W) x 92 (H) x 53 (D) mm,Approximately 575 g,M72 Mount,No optical filter,Micro BNC (75 ohm) x 4,Power connector: HR10A-7R-6PB (Hirose) or equivalent x 1 Signal connector: HR10A-10R-12PB (Hirose) equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP_Packet trigger / Burst trigger / Free-run,RGB8 / RGB10 / RGB12,3.05 µseconds to 13 mseconds,x1 ～ x2,x1 to x7,0.10 to 4.00,x2 Horizontal / Off,,Horizontal flip / Off,Support,Support (Eight settings),,Support,,,,,80 kHz
Sentech,stc-glc16ku35dcxp124-m72,CoaXPress Line Cameras,STC-GLC16KU35DCXP124-M72,Line Camera,16k Dual,Color,"16,384 (H) x 2 (V)",,CoaXPress (CXP-12 4 lane),CoaXPress Standard Version 2.0,PoCXP External power (+18.5 to +26 Vdc),Less than 12 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +50 deg. C (Environmental temperature),Lower limit: -10 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),Gpixel GL3516,Global Shutter,Others,3.5 (H) x 3.5 (V) µm,76 (W) x 92 (H) x 53 (D) mm,Approximately 575 g,M72 Mount,No optical filter,Micro BNC (75 ohm) x 4,Power connector: HR10A-7R-6PB (Hirose) or equivalent x 1 Signal connector: HR10A-10R-12PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP_Packet trigger / Burst trigger / Free-run,RGB8 / RGB10,2.541667 µseconds to 13 mseconds,x1 to x2,x1 to x7,0.10 to 4.00,x2 horizontal and vertical individually / Off,x2 Horizontal / Off,Horizontal flip / Off,Support,Support (Eight settings),Support,Support,,,,,60 kHz
Sentech,stc-glc16ku5cxp124-m95,CoaXPress Line Cameras,STC-GLC16KU5CXP124-M95,Line Camera,16k Tri-line,Color,"16,384 (H) x 3 (V)",,CoaXPress (CXP-12 4 lane),CoaXPress Standard Version 2.0,PoCXP External power (+18.5 to +26 Vdc),Less than 17 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +40 deg. C (Environmental temperature),Lower limit: -10 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),Gpixel GL5016,Global Shutter,Others,5.0 (H) x 5.0 (V) µm,99 (W) x 110 (H) x 38 (D) mm,Approximately 820 g,M95 Mount,No optical filter,Micro BNC (75 ohm) x 4,Power connector: HR10A-7R-6PB (Hirose) or equivalent x 1 Signal connector: HR10A-10R-12PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / CXP_Packet trigger / Burst trigger / Free-run,RGB8 / RGB10 / RGB12,2 µseconds to 13 mseconds,x1 to x2.49,x1 to x7,0.10 to 4.00,,x2 Horizontal / Off,Horizontal flip / Off,Support,Support (Eight settings),Support,Support,,,,,91 kHz
Sentech,fs-b2ku7ges-c,GigE Vision Line Cameras,FS-B2KU7GES-C,Line Camera,2k Single,Monochrome,"2,048 (H) x 1 (V)",,PoE: IEEE802.3af CLASS1 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af) External power (+10.8 to +26.4 Vdc),PoE: Less than 4.7 W External power: Less than 4.3 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +40 deg. C (Environmental temperature),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),ams OSRAM DR-2K-7,Global Shutter,Others,7.0 (H) x 7.0 (V) µm,56 (W) x 58 (H) x 44.6 (D) mm,Approximately 240 g,C Mount,No optical filter,RJ45 connector x 1,Power: HR10A-7R-6PB (Hirose Electric) or equivalent x 1 Signal: HR10A-10R-12PB (Hirose Electric) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,2 µseconds to 13.143 mseconds,x1 / x4,x1 to x5,,x2 horizontal and vertical individually / Off,,Horizontal flip / Off,,Support (Eight settings),,Support,,Support,Support,Support,51 kHz
Sentech,fs-b2ku7ges-f,GigE Vision Line Cameras,FS-B2KU7GES-F,Line Camera,2k Single,Monochrome,"2,048 (H) x 1 (V)",,PoE: IEEE802.3af CLASS1 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af) External power (+10.8 to +26.4 Vdc),PoE: Less than 4.7 W External power: Less than 4.3 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +40 deg. C (Environmental temperature),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),ams OSRAM DR-2K-7,Global Shutter,Others,7.0 (H) x 7.0 (V) µm,56 (W) x 58 (H) x 73.6 (D) mm,Approximately 290 g,F Mount,No optical filter,RJ45 connector x 1,Power: HR10A-7R-6PB (Hirose Electric) or equivalent x 1 Signal: HR10A-10R-12PB (Hirose Electric) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,2 µseconds to 13.143 mseconds,x1 / x4,x1 to x5,,x2 horizontal and vertical individually / Off,,Horizontal flip / Off,,Support (Eight settings),,Support,,Support,Support,Support,51 kHz
Sentech,fs-b2ku7ges-m42,GigE Vision Line Cameras,FS-B2KU7GES-M42,Line Camera,2k Single,Monochrome,"2,048 (H) x 1 (V)",,PoE: IEEE802.3af CLASS1 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af) External power (+10.8 to +26.4 Vdc),PoE: Less than 4.7 W External power: Less than 4.3 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +40 deg. C (Environmental temperature),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),ams OSRAM DR-2K-7,Global Shutter,Others,7.0 (H) x 7.0 (V) µm,56 (W) x 58 (H) x 35.1 (D) mm,Approximately 210 g,M42 Mount,No optical filter,RJ45 connector x 1,Power: HR10A-7R-6PB (Hirose Electric) or equivalent x 1 Signal: HR10A-10R-12PB (Hirose Electric) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,2 µseconds to 13.143 mseconds,x1 / x4,x1 to x5,,x2 horizontal and vertical individually / Off,,Horizontal flip / Off,,Support (Eight settings),,Support,,Support,Support,Support,51 kHz
Sentech,fs-b4ku7ges-f,GigE Vision Line Cameras,FS-B4KU7GES-F,Line Camera,4k Single,Monochrome,"4,096 (H) x 1 (V)",,PoE: IEEE802.3af CLASS1 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af) External power (+10.8 to +26.4 Vdc),PoE: Less than 5.3 W External power: Less than 4.8 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +40 deg. C (Environmental temperature),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),ams OSRAM DR-4K-7,Global Shutter,Others,7.0 (H) x 7.0 (V) µm,56 (W) x 58 (H) x 73.6 (D) mm,Approximately 290 g,F Mount,No optical filter,RJ45 connector x 1,Power: HR10A-7R-6PB (Hirose Electric) or equivalent x 1 Signal: HR10A-10R-12PB (Hirose Electric) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,2 µseconds to 13.181 mseconds,x1 / x4,x1 to x5,,x2 horizontal and vertical individually / Off,,Horizontal flip / Off,,Support (Eight settings),,Support,,Support,Support,Support,26 kHz
Sentech,fs-b4ku7ges-m42,GigE Vision Line Cameras,FS-B4KU7GES-M42,Line Camera,4k Single,Monochrome,"4,096 (H) x 1 (V)",,PoE: IEEE802.3af CLASS1 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af) External power (+10.8 to +26.4 Vdc),PoE: Less than 5.3 W External power: Less than 4.8 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +40 deg. C (Environmental temperature),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),ams OSRAM DR-4K-7,Global Shutter,Others,7.0 (H) x 7.0 (V) µm,56 (W) x 58 (H) x 35.1 (D) mm,Approximately 210 g,M42 Mount,No optical filter,RJ45 connector x 1,Power: HR10A-7R-6PB (Hirose Electric) or equivalent x 1 Signal: HR10A-10R-12PB (Hirose Electric) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,2 µseconds to 13.181 mseconds,x1 / x4,x1 to x5,,x2 horizontal and vertical individually / Off,,Horizontal flip / Off,,Support (Eight settings),,Support,,Support,Support,Support,26 kHz
Sentech,fs-b8ku35ges-f,GigE Vision Line Cameras,FS-B8KU35GES-F,Line Camera,8k Single,Monochrome,"8,192 (H) x 1 (V)",,PoE: IEEE802.3af CLASS1 (1000BASE-T),GigE Vision 2.1,Power Over Ethernet (PoE) (IEEE802.3af) External power (+10.8 to +26.4 Vdc),PoE: Less than 6.5 W External power: Less than 5.9 W,Lower limit: 0 deg. C (Environmental temperature) Upper limit: +40 deg. C (Environmental temperature),Lower limit: -20 deg. C (Environmental temperature) Upper limit: +80 deg. C (Environmental temperature),ams OSRAM DR-8K-3.5,Global Shutter,Others,3.5 (H) x 3.5 (V) µm,56 (W) x 58 (H) x 73.6 (D) mm,Approximately 290 g,F Mount,No optical filter,RJ45 connector x 1,Power: HR10A-7R-6PB (Hirose) or equivalent x 1 Signal: HR10A-10R-12PB (Hirose) or equivalent x 1,Full scanning / ROI,Edge preset trigger / Pulse width trigger / Free-run,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,2 µseconds to 13.271 mseconds,x1 / x4,x1 to x5,,x2 horizontal and vertical individually / Off,,Horizontal flip / Off,,Support (Eight settings),,Support,,Support,Support,Support,13 kHz
