brand,model_name,camera_type,multi_cmos,sensor_name,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Sentech,stc-s133uvc-dbl,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,No Mount,USB3,,8bits,,8,23,20,15.1
Sentech,stc-s133uvc-dbll,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,S-mount,USB3,,8bits,,13,25,22,24.5
Sentech,stc-s133uvc-dblcs,area,,ISX017,Sony,,,"1/3.2""",0.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,CS-mount,USB3,,8bits,,12,,,
Sentech,stc-s133uvc-all,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,S-mount,USB3,,8bits,,23,25,25,18
Sentech,stc-s133uvc-alcs,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,CS-mount,USB3,,8bits,,24,25,25,25.6
Sentech,stc-s133uvc-dall,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,S-mount,USB3,,8bits,,23,25,25,18
Sentech,stc-s133uvc-dalcs,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,CS-mount,USB3,,8bits,,24,25,25,25.6
Sentech,stc-p213uvc-bll,area,,PV4209K,Pixelplus,,,"1/2.9""",2.0,1920.0,1080.0,2.8,2.8,rolling,30.0,,Color,,,Color,S-mount,USB3,,8bits,,14,,,
Sentech,stc-p213uvc-blcs,area,,PV4209K,Pixelplus,,,"1/2.9""",2.0,1920.0,1080.0,2.8,2.8,rolling,30.0,,Color,,,Color,CS-mount,USB3,,8bits,,12,,,
Sentech,stc-p213uvc-all,area,,PV4209K,Pixelplus,,,"1/2.9""",2.0,1920.0,1080.0,2.8,2.8,rolling,30.0,,Color,,,Color,S-mount,USB3,,8bits,,23,25,25,29.5
Sentech,stc-p213uvc-alcs,area,,PV4209K,Pixelplus,,,"1/2.9""",2.0,1920.0,1080.0,2.8,2.8,rolling,30.0,,Color,,,Color,CS-mount,USB3,,8bits,,24,,,
Sentech,stc-s133mip-nf,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,No Mount,MIPI CSI-2,,RGB8bits,,2,22.4,19,1.2
Sentech,stc-s133mip,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,No Mount,MIPI CSI-2,,RGB8bits,,6,23,20,8.2
Sentech,stc-s133mip-cs,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,CS-mount,MIPI CSI-2,,RGB8bits,,9,,,
Sentech,stc-s133mip-l,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,S-mount,MIPI CSI-2,,RGB8bits,,10,25,22,17.6
Sentech,stc-s133mip-d,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,No Mount,MIPI CSI-2,,RGB8bits,,6,23,20,8.2
Sentech,stc-s133mip-dcs,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,CS-mount,MIPI CSI-2,,RGB8bits,,9,,,
Sentech,stc-s133mip-dl,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,S-mount,MIPI CSI-2,,RGB8bits,,10,25,22,17.6
Sentech,stc-s133mip-alcs,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,CS-mount,MIPI CSI-2,,RGB8bits,,18,25,25,21.9
Sentech,stc-s133mip-all,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,S-mount,MIPI CSI-2,,RGB8bits,,17,25,25,24.8
Sentech,stc-s133mip-dalcs,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,CS-mount,MIPI CSI-2,,RGB8bits,,18,25,25,21.9
Sentech,stc-s133mip-dall,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,S-mount,MIPI CSI-2,,RGB8bits,,17,25,25,24.8
Sentech,stc-s133n-nf,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,No Mount,Analog,,NTSC (SMTPE170M),,6,23,20,8.2
Sentech,stc-s133n,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,No Mount,Analog,,NTSC (SMTPE170M),,6,23,20,8.2
Sentech,stc-s133n-cs,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,No Mount,Analog,,NTSC (SMTPE170M),,10,,,
Sentech,stc-s133n-l,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,S-mount,Analog,,NTSC (SMTPE170M),,11,25,22,17.6
Sentech,stc-s133n-ls,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,S-mount,Analog,,NTSC (SMTPE170M),,11,25,22,17.6
Sentech,stc-s133n-i,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,No Mount,Analog,,NTSC (SMTPE170M),,6,25,22,14.4
Sentech,stc-s133n-ics,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,CS-mount,Analog,,NTSC (SMTPE170M),,10,,,
Sentech,stc-s133n-il,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,S-mount,Analog,,NTSC (SMTPE170M),,11,25,22,17.6
Sentech,stc-s133n-ils,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,S-mount,Analog,,NTSC (SMTPE170M),,10,25,22,14.4
Sentech,stc-s133n-acs,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,CS-mount,Analog,,NTSC (SMTPE170M),,21,25,25,22
Sentech,stc-s133n-al,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,S-mount,Analog,,NTSC (SMTPE170M),,20,25,25,14.4
Sentech,stc-s133n-iacs,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,C-mount,Analog,,NTSC (SMTPE170M),,21,25,25,22
Sentech,stc-s133n-ial,area,,ISX017,Sony,,,"1/3.2""",,1280.0,486.0,3.5,3.5,rolling,59.94,,Color,,,Color,CS-mount,Analog,,NTSC (SMTPE170M),,20,25,25,14.4
Sentech,stc-s133p-nf,area,,ISX017,Sony,,,"1/3.2""",,1211.0,576.0,3.5,3.5,rolling,50.0,,Color,,,Color,No Mount,Analog,,PAL (ITU-R BT.1700),,2,22.4,19,2.72
Sentech,stc-s133p,area,,ISX017,Sony,,,"1/3.2""",,1211.0,576.0,3.5,3.5,rolling,50.0,,Color,,,Color,No Mount,Analog,,PAL (ITU-R BT.1700),,6,23,20,8.2
Sentech,stc-s133p-cs,area,,ISX017,Sony,,,"1/3.2""",,1211.0,576.0,3.5,3.5,rolling,50.0,,Color,,,Color,CS-mount,Analog,,PAL (ITU-R BT.1700),,10,,,
Sentech,stc-s133p-l,area,,ISX017,Sony,,,"1/3.2""",,1211.0,576.0,3.5,3.5,rolling,50.0,,Color,,,Color,S-mount,Analog,,PAL (ITU-R BT.1700),,11,25,22,17.6
Sentech,stc-s133p-ls,area,,ISX017,Sony,,,"1/3.2""",,1211.0,576.0,3.5,3.5,rolling,50.0,,Color,,,Color,S-mount,Analog,,PAL (ITU-R BT.1700),,10,25,22,14.4
Sentech,stc-s133p-i,area,,ISX017,Sony,,,"1/3.2""",,1211.0,576.0,3.5,3.5,rolling,50.0,,Color,,,Color,No Mount,Analog,,PAL (ITU-R BT.1700),,10,23,20,8.2
Sentech,stc-s133p-ics,area,,ISX017,Sony,,,"1/3.2""",,1211.0,576.0,3.5,3.5,rolling,50.0,,Color,,,Color,CS-mount,Analog,,PAL (ITU-R BT.1700),,10,,,
Sentech,stc-s133p-il,area,,ISX017,Sony,,,"1/3.2""",,,,3.5,3.5,rolling,,,Color,,,Color,S-mount,Analog,,PAL (ITU-R BT.1700),,11,25,22,17.6
Sentech,stc-s133p-ils,area,,ISX017,Sony,,,"1/3.2""",,1211.0,576.0,3.5,3.5,rolling,50.0,,Color,,,Color,S-mount,Analog,,PAL (ITU-R BT.1700),,10,25,22,14.4
Sentech,stc-s133p-acs,area,,ISX017,Sony,,,"1/3.2""",,1211.0,576.0,3.5,3.5,rolling,50.0,,Color,,,Color,CS-mount,Analog,,PAL (ITU-R BT.1700),,,36,36,37
Sentech,stc-s133p-al,area,,ISX017,Sony,,,"1/3.2""",,1211.0,576.0,3.5,3.5,rolling,50.0,,Color,,,Color,S-mount,Analog,,PAL (ITU-R BT.1700),,20,25,25,14.4
Sentech,stc-s133p-iacs,area,,ISX017,Sony,,,"1/3.2""",,1211.0,576.0,3.5,3.5,rolling,50.0,,Color,,,Color,CS-mount,Analog,,PAL (ITU-R BT.1700),,21,25,25,22
Sentech,stc-s133p-ial,area,,ISX017,Sony,,,"1/3.2""",,1211.0,576.0,3.5,3.5,rolling,50.0,,Color,,,Color,S-mount,Analog,,PAL (ITU-R BT.1700),,20,25,25,14.4
Sentech,stc-s133n-bj,area,,ISX017,Sony,,,"1/3.2""",,1280.0,960.0,3.5,3.5,rolling,59.94,,Color,,,Color,CS-mount,Analog,,NTSC (SMTPE170M),,68,36,36,37
Sentech,stc-s133n-bt,area,,ISX017,Sony,,,"1/3.2""",,1280.0,960.0,3.5,3.5,rolling,59.94,,Color,,,Color,CS-mount,Analog,,NTSC (SMTPE170M),,67,36,36,37
Sentech,stc-s133p-bj,area,,ISX017,Sony,,,"1/3.2""",,1280.0,924.0,3.5,3.5,rolling,50.0,,Color,,,Color,CS-mount,Analog,,PAL (ITU-R BT.1700),,68,36,36,37
Sentech,stc-s133p-bt,area,,ISX017,Sony,,,"1/3.2""",,1280.0,924.0,3.5,3.5,rolling,50.0,,Color,,,Color,CS-mount,Analog,,PAL (ITU-R BT.1700),,67,36,36,37
