brand,model_name,camera_type,multi_cmos,sensor_name,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Sentech,stc-bbs43u3v-bc,area,,IMX287,Sony,,,"1/2.9""",0.4,720.0,540.0,6.9,6.9,global,527.1,,Mono,,,Mono,C-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,15,27.5,27.5,23.13
Sentech,stc-bcs43u3v-bc,area,,IMX287,Sony,,,"1/2.9""",0.4,720.0,540.0,6.9,6.9,global,527.1,,Color,,,Color,C-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,16,27.5,27.5,23.33
Sentech,stc-bbs43u3v-bl,area,,IMX287,Sony,,,"1/2.9""",0.4,720.0,540.0,6.9,6.9,global,527.1,,Mono,,,Mono,S-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,17,27.5,27.5,17.68
Sentech,stc-bcs43u3v-bl,area,,IMX287,Sony,,,"1/2.9""",0.4,720.0,540.0,6.9,6.9,global,527.1,,Color,,,Color,S-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,18,27.5,27.5,17.68
Sentech,stc-bbs163u3v,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Mono,,,Mono,No Mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,5,26.8,26.8,6.49
Sentech,stc-bcs163u3v,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Color,,,Color,No Mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,5,26.8,26.8,6.49
Sentech,stc-bbs163u3v-bc,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Mono,,,Mono,C-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,15,27.5,27.5,23.13
Sentech,stc-bcs163u3v-bc,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Color,,,Color,C-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,16,27.5,27.5,23.33
Sentech,stc-bbs163u3v-bl,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Mono,,,Mono,S-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,17,27.5,27.5,17.68
Sentech,stc-bcs163u3v-bl,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Color,,,Color,S-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,18,27.5,27.5,17.68
Sentech,stc-bbs502u3v,area,,IMX568,Sony,,,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,70.8,,Mono,,,Mono,No Mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,5,26.8,26.8,6.49
Sentech,stc-bcs502u3v,area,,IMX568,Sony,,,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,70.8,,Color,,,Color,No Mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,5,26.8,26.8,6.49
Sentech,stc-bbs502u3v-bc,area,,IMX568,Sony,,,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,70.8,,Mono,,,Mono,C-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,15,27.5,27.5,23.13
Sentech,stc-bcs502u3v-bc,area,,IMX568,Sony,,,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,70.8,,Color,,,Color,C-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,16,27.5,27.5,23.33
Sentech,stc-bbs502u3v-bl,area,,IMX568,Sony,,,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,70.8,,Mono,,,Mono,S-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,17,27.5,27.5,17.68
Sentech,stc-bcs502u3v-bl,area,,IMX568,Sony,,,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,70.8,,Color,,,Color,S-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,18,27.5,27.5,17.68
Sentech,stc-bbs642u3v,area,,IMX178,Sony,,,"1/1.8""",6.4,3072.0,2048.0,2.4,2.4,"rolling, global reset",29.5,,Mono,,,Mono,No Mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,5,26.8,26.8,6.49
Sentech,stc-bcs642u3v,area,,IMX178,Sony,,,"1/1.8""",6.4,3072.0,2048.0,2.4,2.4,"rolling, global reset",29.5,,Color,,,Color,No Mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,5,26.8,26.8,6.49
Sentech,stc-bbs642u3v-bc,area,,IMX178,Sony,,,"1/1.8""",6.4,3072.0,2048.0,2.4,2.4,"rolling, global reset",29.5,,Mono,,,Mono,C-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,15,27.5,27.5,23.13
Sentech,stc-bcs642u3v-bc,area,,IMX178,Sony,,,"1/1.8""",6.4,3072.0,2048.0,2.4,2.4,"rolling, global reset",29.5,,Color,,,Color,C-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,16,27.5,27.5,23.38
Sentech,stc-bbs642u3v-bcs,area,,IMX178,Sony,,,"1/1.8""",6.4,3072.0,2048.0,2.4,2.4,"rolling, global reset",29.5,,Mono,,,Mono,CS-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,14,27.5,27.5,18.18
Sentech,stc-bcs642u3v-bcs,area,,IMX178,Sony,,,"1/1.8""",6.4,3072.0,2048.0,2.4,2.4,"rolling, global reset",29.5,,Color,,,Color,CS-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,14,27.5,27.5,18.43
Sentech,stc-bbs642u3v-bl,area,,IMX178,Sony,,,"1/1.8""",6.4,3072.0,2048.0,2.4,2.4,"rolling, global reset",29.5,,Mono,,,Mono,S-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,17,27.5,27.5,17.68
Sentech,stc-bcs642u3v-bl,area,,IMX178,Sony,,,"1/1.8""",6.4,3072.0,2048.0,2.4,2.4,"rolling, global reset",29.5,,Color,,,Color,S-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,18,27.5,27.5,17.68
Sentech,stc-bbs1242u3v,area,,IMX226,Sony,,,"1/1.7""",12.0,4000.0,3000.0,1.85,1.85,"rolling, global reset",25.8,,Mono,,,Mono,No Mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,5,26.8,26.8,6.49
Sentech,stc-bcs1242u3v,area,,IMX226,Sony,,,"1/1.7""",12.0,4000.0,3000.0,1.85,1.85,"rolling, global reset",25.8,,Color,,,Color,No Mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,5,26.8,26.8,6.49
Sentech,stc-bbs1242u3v-bc,area,,IMX226,Sony,,,"1/1.7""",12.0,4000.0,3000.0,1.85,1.85,"rolling, global reset",25.8,,Mono,,,Mono,C-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,15,27.5,27.5,23.13
Sentech,stc-bcs1242u3v-bc,area,,IMX226,Sony,,,"1/1.7""",12.0,4000.0,3000.0,1.85,1.85,"rolling, global reset",25.8,,Color,,,Color,C-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,16,27.5,27.5,23.38
Sentech,stc-rbs163u3v-sm121,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Mono,,,Mono,S-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,280,18,18,23.42
Sentech,stc-rcs163u3v-sm121,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Color,,,Color,S-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,280,18,18,23.62
Sentech,stc-rbs163u3v-sm12,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Mono,,,Mono,S-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,360,18,18,23.42
Sentech,stc-rcs163u3v-sm12,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Color,,,Color,S-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,360,18,18,23.62
Sentech,stc-rbs163u3v-um121,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Mono,,,Mono,S-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,280,18,18,21.42
Sentech,stc-rcs163u3v-um121,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Color,,,Color,S-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,280,18,18,21.66
Sentech,stc-rbs163u3v-um12,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Mono,,,Mono,S-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono10Packed / Mono12Packed,,360,18,18,21.42
Sentech,stc-rcs163u3v-um12,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,238.0,,Color,,,Color,S-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG10Packed / BayerRG12Packed,,360,18,18,21.66
Sentech,stc-mbv133u3v-sp,area,,IMX382,Sony,,,"1/3.2""",1.3,1296.0,976.0,3.5,3.5,rolling,500.0,,Mono,,,Mono,C-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono4Packed / Mono10Packed / Mono12Packed,,40,50,28,29
Sentech,stc-mcv133u3v-sp,area,,IMX382,Sony,,,"1/3.2""",1.3,1296.0,976.0,3.5,3.5,rolling,500.0,,Color,,,Color,C-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono4Packed / Mono10Packed / Mono12Packed,,40,50,28,29
Sentech,stc-mbv133u3v-tp,area,,IMX382,Sony,,,"1/3.2""",1.3,1296.0,976.0,3.5,3.5,rolling,500.0,,Mono,,,Mono,C-mount,USB3,,Mono8 / Mono10 / Mono12 / Mono4Packed / Mono10Packed / Mono12Packed,,40,28,50,29
Sentech,stc-mcv133u3v-tp,area,,IMX382,Sony,,,"1/3.2""",1.3,1296.0,976.0,3.5,3.5,rolling,500.0,,Color,,,Color,C-mount,USB3,,BayerRG8 / BayerRG10 / BayerRG12 / BayerRG4Packed / BayerRG10Packed / BayerRG12Packed,,40,28,50,29
Sentech,stc-cmb120aopq,area,,CMV12000,ams OSRAM,,,"1.76""",12.0,4096.0,3072.0,5.5,5.5,global,279.0,,Mono,,,Mono,M42x1,Opt-C:Link,,Mono8,,815,80,80,62.5
Sentech,stc-cmc120aopq,area,,CMV12000,ams OSRAM,,,"1.76""",12.0,4096.0,3072.0,5.5,5.5,global,279.0,,Color,,,Color,M42x1,Opt-C:Link,,BayerGR8,,815,80,80,62.5
Sentech,stc-cmb120aopq-f,area,,CMV12000,ams OSRAM,,,"1.76""",12.0,4096.0,3072.0,5.5,5.5,global,279.0,,Mono,,,Mono,F-mount,Opt-C:Link,,Mono8,,930,80,80,99
Sentech,stc-cmc120aopq-f,area,,CMV12000,ams OSRAM,,,"1.76""",12.0,4096.0,3072.0,5.5,5.5,global,279.0,,Color,,,Color,F-mount,Opt-C:Link,,BayerGR8,,930,80,80,99
Sentech,stc-cmb120aopt,area,,CMV12000,ams OSRAM,,,"1.76""",12.0,4096.0,3072.0,5.5,5.5,global,93.4,,Mono,,,Mono,M42x1,Opt-C:Link,,Mono8,,445,72,72,90
Sentech,stc-cmc120aopt,area,,CMV12000,ams OSRAM,,,"1.76""",12.0,4096.0,3072.0,5.5,5.5,global,93.4,,Color,,,Color,M42x1,Opt-C:Link,,BayerGR8,,445,72,72,90
Sentech,stc-cmb120aopt-f,area,,CMV12000,ams OSRAM,,,"1.76""",12.0,4096.0,3072.0,5.5,5.5,global,93.4,,Mono,,,Mono,F-mount,Opt-C:Link,,Mono8,,520,72,72,126.5
Sentech,stc-cmc120aopt-f,area,,CMV12000,ams OSRAM,,,"1.76""",12.0,4096.0,3072.0,5.5,5.5,global,93.4,,Color,,,Color,F-mount,Opt-C:Link,,BayerGR8,,520,72,72,126.5
Sentech,stc-spb43pcl,area,,IMX287,Sony,,,"1/2.9""",0.4,720.0,540.0,6.9,6.9,global,523.5,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,40,28,28,40
Sentech,stc-spc43pcl,area,,IMX287,Sony,,,"1/2.9""",0.4,720.0,540.0,6.9,6.9,global,523.5,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,40,28,28,40
Sentech,stc-spb52pcl,area,,IMX433,Sony,,,"1/1.7""",0.5,812.0,620.0,9.0,9.0,global,166.5,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,40,28,28,40
Sentech,stc-spc52pcl,area,,IMX433,Sony,,,"1/1.7""",0.5,812.0,620.0,9.0,9.0,global,166.5,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,40,28,28,40
Sentech,stc-spb163pcl,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,154.6,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,40,28,28,40
Sentech,stc-spc163pcl,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,154.6,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,40,28,28,40
Sentech,stc-spb202pcl,area,,IMX430,Sony,,,"1/1.7""",2.0,1624.0,1240.0,4.5,4.5,global,89.1,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,40,28,28,40
Sentech,stc-spc202pcl,area,,IMX430,Sony,,,"1/1.7""",2.0,1624.0,1240.0,4.5,4.5,global,89.1,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,40,28,28,40
Sentech,stc-cmb200pcl,area,,CMV2000,ams OSRAM,,,"2/3""",2.0,2048.0,1088.0,5.5,5.5,global,333.3,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10,,90,40,40,40.5
Sentech,stc-cmc200pcl,area,,CMV2000,ams OSRAM,,,"2/3""",2.0,2048.0,1088.0,5.5,5.5,global,333.3,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10,,90,40,40,40.5
Sentech,stc-cmb200pcl-nir,area,,CMV2000,ams OSRAM,,,"2/3""",2.0,2048.0,1088.0,5.5,5.5,global,333.3,,"Mono, NIR",,,Mono,C-mount,Camera Link,,Mono8 / Mono10,,90,40,40,40.5
Sentech,stc-spb312pcl,area,,IMX265,Sony,,,"1/1.8""",3.2,2048.0,1535.0,3.45,3.45,global,55.5,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,69,35,35,40.7
Sentech,stc-spc312pcl,area,,IMX265,Sony,,,"1/1.8""",3.2,2048.0,1535.0,3.45,3.45,global,55.5,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,69,35,35,40.7
Sentech,stc-spb322pcl,area,,IMX252,Sony,,,"1/1.8""",3.2,2048.0,1535.0,3.45,3.45,global,216.3,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,71,35,35,40.7
Sentech,stc-spc322pcl,area,,IMX252,Sony,,,"1/1.8""",3.2,2048.0,1535.0,3.45,3.45,global,216.3,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,71,35,35,40.7
Sentech,stc-cmb401pcl,area,,CMV4000,ams OSRAM,,,"1""",4.0,2048.0,2048.0,5.5,5.5,global,179.2,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10,,90,40,40,40.5
Sentech,stc-cmc401pcl,area,,CMV4000,ams OSRAM,,,"1""",4.0,2048.0,2048.0,5.5,5.5,global,179.2,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10,,90,40,40,40.5
Sentech,stc-cmb401pcl-nir,area,,CMV4000,ams OSRAM,,,"1""",4.0,2048.0,2048.0,5.5,5.5,global,179.2,,"Mono, NIR",,,Mono,C-mount,Camera Link,,Mono8 / Mono10,,90,40,40,40.5
Sentech,stc-spb500pcl,area,,IMX264,Sony,,,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,35.6,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,69,35,35,40.7
Sentech,stc-spc500pcl,area,,IMX264,Sony,,,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,35.6,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,69,35,35,40.7
Sentech,stc-spb510pcl,area,,IMX250,Sony,,,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,161.9,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,71,35,35,40.7
Sentech,stc-spc510pcl,area,,IMX250,Sony,,,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,161.9,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,71,35,35,40.7
Sentech,stc-spb881pcl,area,,IMX267,Sony,,,"1""",8.9,4096.0,2160.0,3.45,3.45,global,20.6,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,69,35,35,40.7
Sentech,stc-spc881pcl,area,,IMX267,Sony,,,"1""",8.9,4096.0,2160.0,3.45,3.45,global,20.6,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,69,35,35,40.7
Sentech,stc-spb891pcl,area,,IMX255,Sony,,,"1""",8.9,4096.0,2160.0,3.45,3.45,global,91.5,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,71,35,35,40.7
Sentech,stc-spc891pcl,area,,IMX255,Sony,,,"1""",8.9,4096.0,2160.0,3.45,3.45,global,91.5,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,71,35,35,40.7
Sentech,stc-spb122bpcl,area,,IMX304,Sony,,,"1.1""",12.0,4096.0,3000.0,3.45,3.45,global,15.0,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,69,35,35,40.7
Sentech,stc-spc122bpcl,area,,IMX304,Sony,,,"1.1""",12.0,4096.0,3000.0,3.45,3.45,global,15.0,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,69,35,35,40.7
Sentech,stc-spb123bpcl,area,,IMX253,Sony,,,"1.1""",12.0,4096.0,3000.0,3.45,3.45,global,66.6,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,71,35,35,40.7
Sentech,stc-spc123bpcl,area,,IMX253,Sony,,,"1.1""",12.0,4096.0,3000.0,3.45,3.45,global,66.6,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,71,35,35,40.7
Sentech,stc-spb161bpcl,area,,IMX542,Sony,,,"1.1""",16.0,5320.0,3032.0,2.74,2.74,global,33.0,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,70,35,35,40.7
Sentech,stc-spc161bpcl,area,,IMX542,Sony,,,"1.1""",16.0,5320.0,3032.0,2.74,2.74,global,33.0,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,70,35,35,40.7
Sentech,stc-spb203bpcl,area,,IMX541,Sony,,,"1.1""",20.0,4504.0,4504.0,2.74,2.74,global,26.0,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,70,35,35,40.7
Sentech,stc-spc203bpcl,area,,IMX541,Sony,,,"1.1""",20.0,4504.0,4504.0,2.74,2.74,global,26.0,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,70,35,35,40.7
Sentech,stc-spb245cpcl,area,,IMX540,Sony,,,"1.2""",24.5,5320.0,4600.0,2.74,2.74,global,22.0,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,70,35,35,40.7
Sentech,stc-spc245cpcl,area,,IMX540,Sony,,,"1.2""",24.5,5320.0,4600.0,2.74,2.74,global,22.0,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,70,35,35,40.7
Sentech,stc-gpb250bpcl,area,,GMAX0505,Gpixel,,,"1.1""",25.0,5120.0,5120.0,2.5,2.5,global,30.7,,Mono,,,Mono,C-mount,Camera Link,,Mono8 / Mono10 / Mono12,,77,35,35,42.2
Sentech,stc-gpc250bpcl,area,,GMAX0505,Gpixel,,,"1.1""",25.0,5120.0,5120.0,2.5,2.5,global,30.7,,Color,,,Color,C-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,77,35,35,42.2
Sentech,stc-osb250cl,area,,Python25k,onsemi,,,,25.0,5120.0,5120.0,4.5,4.5,global,31.8,,Mono,,,Mono,M42x1,Camera Link,,Mono8 / Mono10,,400,75,75,40
Sentech,stc-osc250cl,area,,Python25k,onsemi,,,,25.0,5120.0,5120.0,4.5,4.5,global,31.8,,Color,,,Color,M42x1,Camera Link,,BayerRG8 / BayerRG10,,400,75,75,40
Sentech,stc-osb250cl-f,area,,Python25k,onsemi,,,,25.0,5120.0,5120.0,4.5,4.5,global,31.8,,Mono,,,Mono,F-mount,Camera Link,,Mono8 / Mono10,,505,75,75,76.5
Sentech,stc-osc250cl-f,area,,Python25k,onsemi,,,,25.0,5120.0,5120.0,4.5,4.5,global,31.8,,Color,,,Color,F-mount,Camera Link,,BayerRG8 / BayerRG10,,505,75,75,76.5
Sentech,stc-rbs43pcl-sm12,area,,IMX287,Sony,,,"1/2.9""",0.4,720.0,540.0,6.9,6.9,global,532.6,,Mono,,,Mono,S-mount,Camera Link,,Mono8 / Mono10 / Mono12,,300,18,18,23.42
Sentech,stc-rcs43pcl-sm12,area,,IMX287,Sony,,,"1/2.9""",0.4,720.0,540.0,6.9,6.9,global,532.6,,Color,,,Color,S-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,300,18,18,23.42
Sentech,stc-rbs43pcl-um12,area,,IMX287,Sony,,,"1/2.9""",0.4,720.0,540.0,6.9,6.9,global,532.6,,Mono,,,Mono,S-mount,Camera Link,,Mono8 / Mono10 / Mono12,,300,18,18,21.42
Sentech,stc-rcs43pcl-um12,area,,IMX287,Sony,,,"1/2.9""",0.4,720.0,540.0,6.9,6.9,global,532.6,,Color,,,Color,S-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,300,18,18,21.42
Sentech,stc-rbs163pcl-sm12,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,155.0,,Mono,,,Mono,S-mount,Camera Link,,Mono8 / Mono10 / Mono12,,300,18,18,23.42
Sentech,stc-rcs163pcl-sm12,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,155.0,,Color,,,Color,S-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,300,18,18,23.42
Sentech,stc-rbs163pcl-um12,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,155.0,,Mono,,,Mono,S-mount,Camera Link,,Mono8 / Mono10 / Mono12,,300,18,18,21.42
Sentech,stc-rcs163pcl-um12,area,,IMX273,Sony,,,"1/2.9""",1.6,1440.0,1080.0,3.45,3.45,global,155.0,,Color,,,Color,S-mount,Camera Link,,BayerRG8 / BayerRG10 / BayerRG12,,300,18,18,21.42
Sentech,stc-hd213dv,area,,IMX291,Sony,,,"1/2.8""",,1920.0,1080.0,2.9,2.9,rolling,60.0,,Color,,,Color,C-mount,DVI,,RGB8bit,,129,40,40,48.9
Sentech,stc-hd213dv-cs,area,,IMX291,Sony,,,"1/2.8""",,1920.0,1080.0,2.9,2.9,rolling,60.0,,Color,,,Color,CS-mount,DVI,,RGB8bit,,121,40,40,43.9
Sentech,stc-hd213dvn,area,,IMX291,Sony,,,"1/2.8""",,1920.0,1080.0,2.9,2.9,rolling,60.0,,Color,,,Color,C-mount,DVI,,RGB8bit,,129,40,40,48.9
Sentech,stc-hd213dvn-cs,area,,IMX291,Sony,,,"1/2.8""",,1920.0,1080.0,2.9,2.9,rolling,60.0,,Color,,,Color,CS-mount,DVI,,RGB8bit,,121,40,40,43.9
Sentech,stc-hd213dvn-b,area,,IMX291,Sony,,,"1/2.8""",,1920.0,1080.0,2.9,2.9,rolling,60.0,,Color,,,Color,C-mount,DVI,,RGB8bit,,45,35,35,34.2
Sentech,stc-hd213sdi,area,,IMX291,Sony,,,"1/2.8""",,1920.0,1080.0,2.9,2.9,rolling,60.0,,Color,,,Color,C-mount,3G-SDI,,RGB8bit,,138,40,40,48.9
Sentech,stc-hd213sdi-cs,area,,IMX291,Sony,,,"1/2.8""",,1920.0,1080.0,2.9,2.9,rolling,60.0,,Color,,,Color,CS-mount,3G-SDI,,RGB8bit,,130,40,40,43.9
Sentech,stc-hd213sdin,area,,IMX291,Sony,,,"1/2.8""",,1920.0,1080.0,2.9,2.9,rolling,60.0,,Color,,,Color,C-mount,3G-SDI,,RGB8bit,,138,40,40,48.9
Sentech,stc-hd213sdin-cs,area,,IMX291,Sony,,,"1/2.8""",,1920.0,1080.0,2.9,2.9,rolling,60.0,,Color,,,Color,CS-mount,3G-SDI,,RGB8bit,,130,40,40,43.9
Sentech,stc-hd213sdin-b,area,,IMX291,Sony,,,"1/2.8""",,1920.0,1080.0,2.9,2.9,rolling,60.0,,Color,,,Color,C-mount,3G-SDI,,RGB8bit,,50,35,35,34.2
Sentech,stc-s133uvc-bl,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,No Mount,USB3,,8bits,,8,23,20,15.1
Sentech,stc-s133uvc-bll,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,S-mount,USB3,,8bits,,13,25,22,24.5
Sentech,stc-s133uvc-blcs,area,,ISX017,Sony,,,"1/3.2""",1.3,1280.0,720.0,3.5,3.5,rolling,60.0,,Color,,,Color,CS-mount,USB3,,8bits,,12,,,
