brand	model_name	camera_type,sensor_name,_basler_vendor,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Basler	a2A5320-34g5cBAS	area,IMX542,Sony,,,16.78,"1.1""",16.1,5320.0,3032.0,2.74,2.74,global,34.0,,Visible,,,,C-mount,5GigE,,,CMOS,100,29,29,55.5
Basler	boA4096-180cm	area,IMX535,Sony,,,13.88,"1/1.1""",12.0,4096.0,3000.0,2.74,2.74,global,180.0,,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1",CoaXPress,,,CMOS,525,80,80,45
Basler	a2A4096-9gmPRO	area,IMX545,Sony,,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,9.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	acA3088-57um	area,IMX178,Sony,,,8.91,"1/1.8""",6.0,3088.0,2064.0,2.4,2.4,rolling,59.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A4504-18umBAS	area,IMX541,Sony,,,17.45,"1.1""",20.2,4504.0,4504.0,2.74,2.74,global,18.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	MED ace 20.0 MP 17 color	area,IMX183,Sony,,,15.78,"1""",20.0,5472.0,3648.0,2.4,2.4,rolling,17.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	acA800-510uc	area,PYTHON 500,onsemi,,,4.8,"1/3.6""",0.48,800.0,600.0,4.8,4.8,global,511.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A4508-20umBAS	area,GMAX2518,Gpixel,,,15.23,"1""",18.4,4508.0,4096.0,2.5,2.5,global,20.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	boA4500-45cm	area,XGS 20000,onsemi,,,20.36,"1.3""",20.0,4500.0,4500.0,3.2,3.2,global,45.0,,Visible,,,,"F-mount, M42x0.75, M42x1",CoaXPress,,,CMOS,525,80,80,49.1
Basler	acA4096-30uc	area,IMX267,Sony,,,15.97,"1""",9.0,4096.0,2160.0,3.45,3.45,global,32.0,,Visible,,,,C-mount,USB3,,,CMOS,136,40,30,35.8
Basler	acA800-200gm	area,PYTHON 500,onsemi,,,4.8,"1/3.6""",0.48,800.0,600.0,4.8,4.8,global,240.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	a2A4096-9gcBAS	area,IMX545,Sony,,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,9.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	acA800-510um	area,PYTHON 500,onsemi,,,4.8,"1/3.6""",0.48,800.0,600.0,4.8,4.8,global,511.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A2448-23gmBAS	area,IMX547,Sony,,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,23.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	a2A4200-12gmPRO	area,GMAX2509,Gpixel,,,11.83,"2/3""",9.1,4200.0,2160.0,2.5,2.5,global,12.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55
Basler	a2A4096-30umPRO	area,IMX545,Sony,,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,30.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	acA1920-25gc (CS-Mount)	area,MT9P031,onsemi,,,4.84,"1/3.7""",2.0,1920.0,1080.0,2.2,2.2,rolling,25.0,,Visible,,,,CS-mount,GigE,,,CMOS,90,29,29,42
Basler	a2A2840-14gcPRO	area,IMX546,Sony,,,11.0,"2/3""",8.0,2840.0,2840.0,2.74,2.74,global,14.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	a2A4096-30ucPRO	area,IMX545,Sony,,,13.91,"1/1.1""",12.3,4096.0,3000.0,2.74,2.74,global,30.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	a2A4508-20ucPRO	area,GMAX2518,Gpixel,,,15.23,"1""",18.4,4508.0,4096.0,2.5,2.5,global,20.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	acA2040-90umNIR	area,CMV4000,ams,,NIR-enhanced,15.92,"1""",4.0,2048.0,2048.0,5.5,5.5,global,90.0,,"Visible, NIR",,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A5328-15umPRO	area,IMX540,Sony,,,19.26,"1.2""",24.4,5328.0,4608.0,2.74,2.74,global,15.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	acA4096-11gc	area,IMX267,Sony,,,15.97,"1""",9.0,4096.0,2160.0,3.45,3.45,global,12.0,,Visible,,,,C-mount,GigE,,,CMOS,150,40,30,50
Basler	daA3840-30mc (S-Mount) - Tray (40pcs)	area,AR0821,onsemi,,,9.27,"1/1.8""",8.0,3840.0,2160.0,2.1,2.1,rolling,30.0,,Visible,,,,S-mount,BCON for MIPI,,,CMOS,9,29,29,17.5
Basler	acA4096-40um	area,IMX255,Sony,,,15.97,"1""",9.0,4096.0,2168.0,3.45,3.45,global,42.0,,Visible,,,,C-mount,USB3,,,CMOS,130,40,30,35.8
Basler	daA1920-30uc (No-Mount)	area,MT9P031,onsemi,,,4.84,"1/3.7""",,1920.0,1080.0,2.2,2.2,rolling,30.0,,Visible,,,,,USB3,,,CMOS,5,27,27,7.2
Basler	a2A1920-51gcBAS	area,IMX392,Sony,,,7.77,"1/2.3""",2.3,1920.0,1200.0,3.45,3.45,global,51.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	acA2440-75um	area,IMX250,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,75.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A640-240umSWIR	area,IMX991,Sony,,,4.12,"1/4""",,640.0,512.0,5.0,5.0,global,240.0,,"Visible, SWIR",,,,C-mount,USB3,,,InGaAs,85,29,29,42.8
Basler	daA1600-60uc (S-Mount)	area,EV76C570,e2v,,,9.0,"1/1.8""",,1600.0,1200.0,4.5,4.5,,60.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.9
Basler	acA2500-20gm	area,PYTHON 5000,onsemi,,,15.86,"1""",5.0,2590.0,2048.0,4.8,4.8,global,21.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	MED ace 8.9 MP 32 mono	area,IMX267,Sony,,,15.97,"1""",9.0,4096.0,2160.0,3.45,3.45,global,32.0,,Visible,,,,C-mount,USB3,,,CMOS,80,40,30,35.8
Basler	acA1920-40gm	area,IMX249,Sony,,,13.39,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,42.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	daA2500-14uc (CS-Mount)	area,MT9P031,onsemi,,,7.13,"1/2.5""",,2592.0,1944.0,2.2,2.2,rolling,14.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.2
Basler	acA2040-55uc	area,IMX265,Sony,,,8.84,"1/1.8""",3.0,2048.0,1536.0,3.45,3.45,global,55.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	boA5120-230cc	area,GSPRINT4521,Gpixel,,,29.45,,21.0,5120.0,4096.0,4.5,4.5,global,230.0,,Visible,,,,,CoaXPress,,,CMOS,400,65,65,76
Basler	daA720-520uc (CS-Mount)	area,IMX287,Sony,,,6.21,"1/2.9""",,720.0,540.0,6.9,6.9,global,523.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.9
Basler	daA1920-160um (CS-Mount)	area,IMX392,Sony,,,7.77,"1/2.3""",,1920.0,1200.0,3.45,3.45,global,160.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.9
Basler	boA4500-45cc	area,XGS 20000,onsemi,,,20.36,"1.3""",20.0,4500.0,4500.0,3.2,3.2,global,45.0,,Visible,,,,"F-mount, M42x0.75, M42x1",CoaXPress,,,CMOS,525,80,80,49.1
Basler	acA640-750uc	area,PYTHON 300,onsemi,,,3.84,"1/4""",,640.0,480.0,4.8,4.8,global,751.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	acA3800-14um	area,MT9J003,onsemi,,,7.93,"1/2.3""",10.0,3840.0,2748.0,1.67,1.67,rolling,14.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	acA4112-20uc	area,IMX304,Sony,,,17.52,"1.1""",12.0,4096.0,3000.0,3.45,3.45,global,23.0,,Visible,,,,C-mount,USB3,,,CMOS,136,40,30,35.8
Basler	a2A2840-48umPRO	area,IMX546,Sony,,,11.0,"2/3""",8.0,2840.0,2840.0,2.74,2.74,global,48.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	daA1920-160uc (S-Mount)	area,IMX392,Sony,,,7.77,"1/2.3""",,1920.0,1200.0,3.45,3.45,global,160.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.9
Basler	a2A3840-13gcPRO	area,IMX334,Sony,,,8.82,"1/1.8""",8.3,3840.0,2160.0,2.0,2.0,rolling,13.0,,Visible,,,,C-mount,GigE,,,CMOS,105,29,29,55.5
Basler	acA2500-14um	area,MT9P031,onsemi,,,7.13,"1/2.5""",5.0,2592.0,1944.0,2.2,2.2,rolling,14.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	MED ace 6.4 MP 59 mono	area,IMX178,Sony,,,8.91,"1/1.8""",6.0,3088.0,2064.0,2.4,2.4,rolling,59.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	acA3088-16gc	area,IMX178,Sony,,,8.91,"1/1.8""",6.0,3088.0,2064.0,2.4,2.4,rolling,16.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	daA2500-14um (CS-Mount)	area,MT9P031,onsemi,,,7.13,"1/2.5""",,2592.0,1944.0,2.2,2.2,rolling,14.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.2
Basler	acA2500-14gc (CS-Mount)	area,MT9P031,onsemi,,,7.13,"1/2.5""",5.0,2590.0,1942.0,2.2,2.2,rolling,14.0,,Visible,,,,CS-mount,GigE,,,CMOS,90,29,29,42
Basler	MED ace 5.3 MP 20 mono	area,PYTHON 5000,onsemi,,,15.86,"1""",5.0,2590.0,2048.0,4.8,4.8,global,21.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	a2A3840-45ucPRO	area,IMX334,Sony,,,8.82,"1/1.8""",8.3,3840.0,2160.0,2.0,2.0,rolling,45.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	a2A640-240gmSWIR	area,IMX991,Sony,,,4.1,"1/4""",,640.0,512.0,5.0,5.0,global,240.0,,"Visible, SWIR",,,,C-mount,GigE,,,InGaAs,100,29,29,55.5
Basler	daA3840-30mc (No-Mount)	area,AR0821,onsemi,,,9.27,"1/1.8""",8.0,3840.0,2160.0,2.1,2.1,rolling,30.0,,Visible,,,,No Mount,BCON for MIPI,,,CMOS,5,27,27,5.3
Basler	a2A4504-27g5cBAS	area,IMX541,Sony,,,17.45,"1.1""",20.2,4504.0,4504.0,2.74,2.74,global,27.0,,Visible,,,,C-mount,5GigE,,,CMOS,100,29,29,55.5
Basler	a2A5320-7gmPRO	area,IMX542,Sony,,,16.78,"1.1""",16.1,5320.0,3032.0,2.74,2.74,global,7.0,,Visible,,,,C-mount,GigE,,,CMOS,105,29,29,55.5
Basler	acA720-520uc	area,IMX287,Sony,,,6.21,"1/2.9""",,720.0,540.0,6.9,6.9,global,525.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A4508-6gmPRO	area,GMAX2518,Gpixel,,,15.23,"1""",18.4,4508.0,4096.0,2.5,2.5,global,6.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42.8
Basler	daA2448-70um (S-Mount)	area,IMX548,Sony,,,8.75,"1/1.8""",,2448.0,2048.0,2.74,2.74,global,72.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.9
Basler	a2A4504-5gmPRO	area,IMX541,Sony,,,17.45,"1.1""",20.2,4504.0,4504.0,2.74,2.74,global,5.0,,Visible,,,,C-mount,GigE,,,CMOS,105,29,29,55.5
Basler	daA1440-220uc (S-Mount)	area,IMX273,Sony,,,6.21,"1/2.9""",,1440.0,1080.0,3.45,3.45,global,227.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.9
Basler	a2A4200-40ucBAS	area,GMAX2509,Gpixel,,,11.83,"2/3""",9.1,4200.0,2160.0,2.5,2.5,global,40.0,,Visible,,,,C-mount,USB3,,,CMOS,85,29,29,42.8
Basler	a2A2448-23gcPRO	area,IMX547,Sony,,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,23.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	a2A2590-60umBAS	area,IMX334,Sony,,ROI,6.5,"1/2.8""",5.0,2592.0,1944.0,2.0,2.0,rolling,60.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	beA4000-62kc	area,CMV12000,ams,,,28.16,"1.75""",12.0,4088.0,3070.0,5.5,5.5,global,62.0,,Visible,,,,"F-mount, M42x0.75, M42x1, M58x0.75",Camera Link,,,CMOS,210,56,62,40
Basler	a2A5328-15ucPRO	area,IMX540,Sony,,,19.26,"1.2""",24.4,5328.0,4608.0,2.74,2.74,global,15.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	a2A4508-6gcPRO	area,GMAX2518,Gpixel,,,15.23,"1""",18.4,4508.0,4096.0,2.5,2.5,global,6.0,,Visible,,,,C-mount,GigE,,,CMOS,90,29,29,42.8
Basler	daA3840-45uc (No-Mount)	area,IMX334,Sony,,,8.81,"1/1.8""",,3840.0,2160.0,2.0,2.0,rolling,45.0,,Visible,,,,,USB3,,,CMOS,5,27,27,7.9
Basler	a2A4504-18umPRO	area,IMX541,Sony,,,17.45,"1.1""",20.2,4504.0,4504.0,2.74,2.74,global,18.0,,Visible,,,,C-mount,USB3,,,CMOS,90,29,29,42.8
Basler	daA2500-14uc (No-Mount)	area,MT9P031,onsemi,,,7.13,"1/2.5""",,2592.0,1944.0,2.2,2.2,rolling,14.0,,Visible,,,,,USB3,,,CMOS,5,27,27,7.2
Basler	acA1300-60gmNIR	area,EV76C661,e2v,,,8.68,"1/1.8""",1.3,1280.0,1024.0,5.3,5.3,"global, rolling",60.0,,"Visible, NIR",,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	MED ace 5.1 MP 75 mono	area,IMX250,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,75.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	a2A2448-23gmPRO	area,IMX547,Sony,,,8.75,"1/1.8""",5.0,2448.0,2048.0,2.74,2.74,global,23.0,,Visible,,,,C-mount,GigE,,,CMOS,100,29,29,55.5
Basler	acA2040-25gmNIR	area,CMV4000,ams,,NIR-enhanced,15.92,"1""",4.0,2048.0,2048.0,5.5,5.5,global,25.0,,"Visible, NIR",,,,C-mount,GigE,,,CMOS,90,29,29,42
Basler	acA2040-120uc	area,IMX252,Sony,,,8.84,"1/1.8""",3.0,2048.0,1536.0,3.45,3.45,global,120.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	daA1920-30uc (CS-Mount)	area,MT9P031,onsemi,,,4.84,"1/3.7""",,1920.0,1080.0,2.2,2.2,rolling,30.0,,Visible,,,,,USB3,,,CMOS,15,29.3,29,19.9
Basler	acA4024-29um	area,IMX226,Sony,,,9.32,"1/1.7""",12.2,4024.0,3036.0,1.85,1.85,rolling,31.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	boA6500-36cc	area,XGS 32000,onsemi,,,26.28,,32.4,6580.0,4935.0,3.2,3.2,global,35.0,,Visible,,,,"F-mount, M42x0.75, M42x1",CoaXPress,,,CMOS,525,80,80,49.1
Basler	acA1300-200um	area,PYTHON 1300,onsemi,,,7.87,"1/2""",1.3,1280.0,1024.0,4.8,4.8,global,203.0,,Visible,,,,C-mount,USB3,,,CMOS,80,29,29,29.3
Basler	boA4096-93cc	area,IMX255,Sony,,,15.97,"1""",9.0,4096.0,2168.0,3.45,3.45,global,93.0,,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1",CoaXPress,,,CMOS,480,80,80,45
Basler	acA1300-60gc (CS-Mount)	area,EV76C560,e2v,,,8.68,"1/1.8""",1.3,1280.0,1024.0,5.3,5.3,"global, rolling",60.0,,Visible,,,,CS-mount,GigE,,,CMOS,90,29,29,42
Basler	raL8192-80km	line,DR-8k-3.5,Awaiba,,,,,,8192.0,1.0,3.5,3.5,global,,80.0,Visible,,,,"M42x1, M58x0.75, C-mount, F-mount, M42x0.75",Camera Link,,,CMOS,210,56,62,34
Basler	raL2048-80km	line,DR-2k-7,Awaiba,,,,,,2048.0,1.0,7.0,7.0,global,,80.0,Visible,,,,"M42x1, M58x0.75, C-mount, F-mount, M42x0.75",Camera Link,,,CMOS,210,56,62,34
Basler	raL12288-8gm	line,DR-12k-3.5,Awaiba,,,,,,12288.0,1.0,3.5,3.5,global,,8.0,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1, M58x0.75",GigE,,,CMOS,240,56,62,36
Basler	raL6144-16gm	line,DR-6k-7,Awaiba,,,,,,6144.0,1.0,7.0,7.0,global,,17.0,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1, M58x0.75",GigE,,,CMOS,240,56,62,36
Basler	raL4096-24gm	line,DR-4k-7,Awaiba,,,,,,4096.0,1.0,7.0,7.0,global,,26.0,Visible,,,,"M58x0.75, C-mount, F-mount, M42x0.75, M42x1",GigE,,,CMOS,240,56,62,36
Basler	raL8192-12gm	line,DR-8k-3.5,Awaiba,,,,,,8192.0,1.0,3.5,3.5,global,,12.0,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1, M58x0.75",GigE,,,CMOS,240,56,62,36
Basler	raL2048-48gm	line,DR-2k-7,Awaiba,,,,,,2048.0,1.0,7.0,7.0,global,,51.0,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1, M58x0.75",GigE,,,CMOS,240,56,62,36
Basler	raL12288-66km	line,DR-12k-3.5,Awaiba,,,,,,12288.0,1.0,3.5,3.5,global,,66.0,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1, M58x0.75",Camera Link,,,CMOS,210,56,62,34
Basler	raL6144-80km	line,DR-6k-7,Awaiba,,,,,,6144.0,1.0,7.0,7.0,global,,80.0,Visible,,,,"C-mount, F-mount, M42x0.75, M42x1, M58x0.75",Camera Link,,,CMOS,210,56,62,34
Basler	JAIJAI Camera AP-3200T-PMCL	area,IMX265,Sony,,3-CMOS,8.89,"1/1.8""",3.2,2064.0,1544.0,3.45,3.45,global,55.0,,Visible,,,,C-mount,Camera Link,,,CMOS,200,44,84,44
Basler	JAIJAI Camera GO-5100MP-PGE	area,IMX250MZR,Sony,,,11.08,"2/3""",5.1,2464.0,2056.0,3.45,3.45,global,22.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,42,29
Basler	JAIJAI Camera SP-12401C-USB	area,IMX304,Sony,,,17.6,"1.1""",12.3,4088.0,3000.0,3.45,3.45,global,23.0,,Visible,,,,C-mount,USB3,,,CMOS,130,44,44,44
Basler	JAIJAI Camera GOX-3201M-PGE	area,IMX265,Sony,,,8.84,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,36.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GOX-12409C-PGE	area,IMX226,Sony,,,9.32,"1/1.7""",12.2,4024.0,3036.0,1.85,1.85,rolling,8.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GO-5100C-USB	area,IMX250,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,98.0,,Visible,,,,C-mount,USB3,,,CMOS,46,29,42,29
Basler	JAIJAI Camera SP-5000M-CXP2	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,211.0,,Visible,,,,C-mount,CoaXPress,,,CMOS,215,62,56,62
Basler	JAIJAI Camera GOX-5103M-USB	area,IMX264,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,35.0,,Visible,,,,C-mount,USB3,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GOX-8901C-PGE	area,IMX267,Sony,,,15.97,"1""",8.8,4096.0,2160.0,3.45,3.45,global,12.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera SP-12401C-PGE	area,IMX304,Sony,,,17.6,"1.1""",12.3,4088.0,3000.0,3.45,3.45,global,9.0,,Visible,,,,C-mount,GigE,,,CMOS,160,44,54,44
Basler	JAIJAI Camera GO-2401C-PGE	area,IMX174,Sony,,,13.4,"1/1.2""",2.4,1936.0,1216.0,5.86,5.86,global,41.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,42,29
Basler	JAIJAI Camera SP-20000C-PMCL	area,CMV20000,ams,,,40.96,,19.7,5120.0,3840.0,6.4,6.4,global,30.0,,Visible,,,,F-mount,Camera Link,,,CMOS,320,62,85,62
Basler	JAIJAI Camera GOX-3201C-USB	area,IMX265,Sony,,,8.84,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,55.0,,Visible,,,,C-mount,USB3,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera SP-12401M-PGE	area,IMX304,Sony,,,17.6,"1.1""",12.3,4088.0,3000.0,3.45,3.45,global,9.0,,Visible,,,,C-mount,GigE,,,CMOS,160,44,54,44
Basler	JAIJAI Camera AP-3200T-USB	area,IMX265,Sony,,3-CMOS,8.89,"1/1.8""",3.2,2064.0,1544.0,3.45,3.45,global,38.0,,Visible,,,,C-mount,USB3,,,CMOS,200,44,84,44
Basler	JAIJAI Camera GO-5101M-PMCL	area,IMX264,Sony,,,11.08,"2/3""",5.1,2464.0,2056.0,3.45,3.45,global,35.0,,Visible,,,,C-mount,Camera Link,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GO-2400M-PGE	area,IMX174,Sony,,,13.4,"1/1.2""",2.4,1936.0,1216.0,5.86,5.86,global,48.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GO-5100C-PGE	area,IMX250,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,98.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GO-2400C-USB	area,IMX174,Sony,,,13.4,"1/1.2""",2.4,1936.0,1216.0,5.86,5.86,global,159.0,,Visible,,,,C-mount,USB3,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GOX-8901C-USB	area,IMX267,Sony,,,15.97,"1""",8.8,4096.0,2160.0,3.45,3.45,global,32.0,,Visible,,,,C-mount,USB3,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GOX-3201M-USB	area,IMX265,Sony,,,8.84,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,55.0,,Visible,,,,C-mount,USB3,,,CMOS,62,29,51.5,29
Basler	beA4000-62km	area,CMV12000,ams,,,28.16,"1.75""",12.0,4096.0,3072.0,5.5,5.5,global,62.0,,Visible,,,,"F-mount, M42x0.75, M42x1, M58x0.75",Camera Link,,,CMOS,210,56,62,40
Basler	JAIJAI Camera GO-5100M-PGE	area,IMX250,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,98.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GOX-12401M-USB	area,IMX304,Sony,,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,23.0,,Visible,,,,C-mount,USB3,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GOX-3201C-PGE	area,IMX265,Sony,,,8.84,"1/1.8""",3.1,2048.0,1536.0,3.45,3.45,global,36.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GO-2400M-PMCL	area,IMX174,Sony,,,13.4,"1/1.2""",2.4,1936.0,1216.0,5.86,5.86,global,165.0,,Visible,,,,C-mount,Camera Link,,,CMOS,46,29,42,29
Basler	JAIJAI Camera GOX-5103M-PGE	area,IMX264,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,22.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GOX-6409C-PGE	area,IMX178,Sony,,,8.86,"1/1.8""",6.3,3072.0,2048.0,2.4,2.4,rolling,16.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GO-5101C-PMCL	area,IMX264,Sony,,,11.08,"2/3""",5.1,2464.0,2056.0,3.45,3.45,global,35.0,,Visible,,,,C-mount,Camera Link,,,CMOS,46,29,42,29
Basler	JAIJAI Camera SP-20000M-USB	area,CMV20000,ams,,,40.96,,19.7,5120.0,3840.0,6.4,6.4,global,16.0,,Visible,,,,F-mount,USB3,,,CMOS,350,62,85,62
Basler	JAIJAI Camera GOX-5103C-PGE	area,IMX264,Sony,,,11.02,"2/3""",5.0,2448.0,2048.0,3.45,3.45,global,22.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GO-2400C-PGE	area,IMX174,Sony,,,13.4,"1/1.2""",2.4,1936.0,1216.0,5.86,5.86,global,48.0,,Visible,,,,C-mount,GigE,,,CMOS,46,29,42,29
Basler	JAIJAI Camera SP-5000C-CXP4	area,Lince5M,e2v,,,16.39,"1""",5.2,2560.0,2048.0,5.0,5.0,global,253.0,,Visible,,,,C-mount,CoaXPress,,,CMOS,215,62,56,62
Basler	JAIJAI Camera GOX-12401C-USB	area,IMX304,Sony,,,17.52,"1.1""",12.3,4096.0,3000.0,3.45,3.45,global,23.0,,Visible,,,,C-mount,USB3,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GOX-2402M-PGE	area,IMX392,Sony,,,7.81,"1/2.3""",2.3,1920.0,1200.0,3.45,3.45,global,49.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera GO-5100MP-USB	area,IMX250MZR,Sony,,,11.08,"2/3""",5.1,2464.0,2056.0,3.45,3.45,global,74.0,,Visible,,,,C-mount,USB3,,,CMOS,46,29,42,29
Basler	JAIJAI Camera SP-12400M-PMCL	area,IMX253,Sony,,,17.6,"1.1""",12.4,4112.0,3008.0,3.5,3.5,global,64.0,,Visible,,,,C-mount,Camera Link,,,CMOS,135,44,44,44
Basler	JAIJAI Camera GOX-6409M-PGE	area,IMX178,Sony,,,8.86,"1/1.8""",6.3,3072.0,2048.0,2.4,2.4,rolling,16.0,,Visible,,,,C-mount,GigE,,,CMOS,62,29,51.5,29
Basler	JAIJAI Camera SP-20000C-CXP2	area,CMV20000,ams,,,40.96,,19.7,5120.0,3840.0,6.4,6.4,global,30.0,,Visible,,,,F-mount,CoaXPress,,,CMOS,350,62,85,62
