brand,lens_type,raw_category,target_key,model,_source_url,_table_index,Type [standard],ID [standard],Interface,Focal length [mm],Aperture range F/#,Numerical aperture [object | image],Maximum sensor size [mm],Maximum angle of view [°],Recommended magnification range,Recommended working distance range [mm],Minimum working distance without extension tubes [mm],Filter thread [mm],Storage temperature [°C],Net weight [g],Additional info,f'eff [mm],SF [mm],S'F' [mm],HH' [mm],ß'P,SEP [mm],S'AP [mm],Σd [mm],Former lens name
Schneider-Kreuznach,fixed_focal,SWIR Lenses (CHAROITE/CUPRITE/CRYOLITE),schneider_swir,CHAROITE F1.4/23 mm C-Mount SWIR lens,https://schneiderkreuznach.com/en/industrial-optics/lenses/swir-lenses/charoite/f1-4-23mm-c,merged_kv,C,1063163,C-Mount,23,F/1.4 ... F/11,- | 0.33,11,27,-0.2 ... 0,98 ... ∞,63,M30.5 x 0.5,-25 … +70,115,-,23.13,8.93,15.76,-7.17,2.34,18.82,-38.29,32.25,SWIRON 1.4/23
Schneider-Kreuznach,fixed_focal,SWIR Lenses (CHAROITE/CUPRITE/CRYOLITE),schneider_swir,CUPRITE F2.8/50 mm C-Mount SWIR lens,https://schneiderkreuznach.com/en/industrial-optics/lenses/swir-lenses/cuprite/f2-8-50mm-c,merged_kv,C,1088501,C-Mount,50,F/2.8 ... F/16,- | 0.09,25.4,28,-0.2 ... 0,262 ... ∞,100,M43 x 0.75,-25 … +70,418,-,50.74,-11.82,33.97,-9.94,1.25,28.71,-29.56,45.75,SWIRON 2.8/50
Schneider-Kreuznach,fixed_focal,SWIR Lenses (CHAROITE/CUPRITE/CRYOLITE),schneider_swir,CUPRITE F2.8/50 mm V48-Mount SWIR lens,https://schneiderkreuznach.com/en/industrial-optics/lenses/swir-lenses/cuprite/f2-8-50mm-v48,merged_kv,V48,1087723,V48-Mount,50,F/2.8 ... F/16,- | 0.09,25.4,28,-0.2 ... 0,262 ... ∞,27.5,M43 x 0.75,-25 … +70,297,-,50.74,-11.82,33.97,-9.94,1.25,28.71,-29.56,45.75,SWIRON 2.8/50
Schneider-Kreuznach,fixed_focal,SWIR Lenses (CHAROITE/CUPRITE/CRYOLITE),schneider_swir,CRYOLITE F2.8/40 mm V-Mount SWIR lens,https://schneiderkreuznach.com/en/industrial-optics/lenses/swir-lenses/cryolite/f2-8-40mm-v38,merged_kv,V38,1063164,V38-Mount,40,F/2.8 ... F/16,- | 0.17,43.2,55,-0.2 ... 0,225 ... ∞,-,M37 x 0.75,-25 … +70,108,-,42.03,-25.04,28.38,-2.17,1.05,15.02,-15.72,28.47,SWIRON 2.8/40
