brand,lens_type,raw_category,target_key,model,_source_url,_table_index,_group,Coaxial,Mag,W.D. (mm),Resolution (um),N.A,Effective F/#,D.O.F (),Telecentricity (Degree),Optical distortion (%),Sensorsize,Mount
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.0X-150/C-12M18,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_row_27,OTC-Sensor Dia.18mm,O,1.0X,150,5,0.066,7.5,330,0.05,0.04,18.1mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.5X-65/C-12M18,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_row_28,OTC-Sensor Dia.18mm,O,1.5X,65,3.6,0.094,8,156,0.03,0.03,18.1mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.5X-114/C-23,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_row_29,OTC-Sensor Dia.18mm,O,1.5X,114,4.5,0.075,10,195,0.04,0.05,23mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.8X-108/C-12M18,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_row_30,OTC-Sensor Dia.18mm,O,1.8X,108,3.7,0.09,10,135,0.03,0.03,18.1mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC2.0X-110/C-12M18,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_row_31,OTC-Sensor Dia.18mm,O,2.0X,110,3.4,0.1,10,110,0.04,0.03,18.1mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC3.5X-108/C-12M18,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_row_32,OTC-Sensor Dia.18mm,O,3.5X,108,3.72,0.09,18.4,43,0.04,0.16,18.1mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC4.0X-107/C-12M18,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_row_33,OTC-Sensor Dia.18mm,O,4.0X,107,3.36,0.1,20,55,0.04,0.2,18.1mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC5.0X-107/C-12M18,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_row_34,OTC-Sensor Dia.18mm,O,5.0X,107,3.36,0.1,25,44,0.04,0.15,18.1mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC6.0X-107/C-12M18,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=1049,toptics_row_35,OTC-Sensor Dia.18mm,O,6.0X,107,3.36,0.1,30,36,0.04,0.12,18.1mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.155X-216-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_1,OTC-Sensor Dia 32mm (25M),X,0.155X,216,35,0.0096,8,14.6mm,0.05,0.06,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.46X-150-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_2,OTC-Sensor Dia 32mm (25M),X,0.46X,150,9.5,0.0353,6.5,1.35m,0.03,0.07,32mm,M48
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.5X-158-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_3,OTC-Sensor Dia 32mm (25M),X,0.5X,158,10.8,0.0312,8,1.4mm,0.03,0.04,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.5X-238-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_4,OTC-Sensor Dia 32mm (25M),X,0.5X,235,8.4,0.04,6.25,1.1mm,0.03,0.08,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.6X-135-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_5,OTC-Sensor Dia 32mm (25M),X,0.6X,135,8.3,0.048,6.2,757,0.03,0.04,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.63X-130-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_6,OTC-Sensor Dia 32mm (25M),X,0.63X,130,8,0.042,7.5,831,0.03,0.04,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.0X-114/C-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_7,OTC-Sensor Dia 32mm (25M),O,1.0X,114,6.7,0.05,10,440,0.04,0.05,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.4X-118/C-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_8,OTC-Sensor Dia 32mm (25M),O,1.4X,118,4.8,0.07,10,224,0.05,0.03,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.43X-110-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_9,OTC-Sensor Dia 32mm (25M),X,1.43X,110,4.7,0.0715,10,215,0.03,0.03,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.5X-110/C-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_10,OTC-Sensor Dia 32mm (25M),O,1.5X,110,4,0.083,9,176,0.04,0.03,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.75X-110-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_11,OTC-Sensor Dia 32mm (25M),X,1.75X,110,4.2,0.0795,11,158,0.03,0.04,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC2.0X-80/C-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_12,OTC-Sensor Dia 32mm (25M),O,2.0X,80,2.7,0.125,8,88,0.04,0.04,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC3.0X-78/C-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_13,OTC-Sensor Dia 32mm (25M),O,3.0X,78,3.4,0.1,15,66,0.04,0.09,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC3.5X-78/C-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_14,OTC-Sensor Dia 32mm (25M),O,3.5X,78,3,0.11,15.9,57,0.04,0.05,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC5.0X-78/C-25M32,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_15,OTC-Sensor Dia 32mm (25M),O,5.0X,78,2.6,0.13,19.3,33,0.03,0.07,32mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC5.0X-78/C-50M46,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=58,toptics_row_16,OTC-Sensor Dia 46mm (50M),O,5.0X,78,2.6,0.13,19.3,33,0.03,0.07,46mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.64X-170-12K62,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_row_1,OTC-Line 12K Series (62.37mm),X,0.64,170,8.4,0.04,8,406,0.04,0.06,62.37mm,M72
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.7X-143/C-12K62,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_row_2,OTC-Line 12K Series (62.37mm),O,0.7X,143,10.3,0.0326,10.7,454,0.04,0.04,62.37mm,M72
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC2.0X-93/C-12K62,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_row_3,OTC-Line 12K Series (62.37mm),O,2.0X,93,3.9,0.085,11.8,61,0.03,0.03,62.37mm,M72
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC2.0X-115IA-12K62,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_row_4,OTC-Line 12K Series (62.37mm),X,2.0X,115,4,0.084,11.9,61,0.04,0.04,62.37mm,M72
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC3.5X-78/C-12K62,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_row_5,OTC-Line 12K Series (62.37mm),O,3.5X,78,3,0.11,15.9,25.9,0.04,0.04,62.37mm,M72
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC5.0X-78/C-12K62,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_row_6,OTC-Line 12K Series (62.37mm),O,5.0X,78,2.6,0.13,19.2,15,0.04,0.03,62.37mm,M72
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.0X-140IA-16K82,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_row_7,OTC-Line 16K Series (81.92mm),X,1.0X,140,6.7,0.05,10,200,0.04,0.04,81.92mm,M95
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC7.5X-10/CIA-16K82,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_row_8,OTC-Line 16K Series (81.92mm),O,7.5X,10.8,1.5,0.23,16.3,5.7,0.03,0.04,81.92mm,M95
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC10.0X-10/CIA-16K82,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=60,toptics_row_9,OTC-Line 16K Series (81.92mm),O,10.0X,10.8,1.12,0.3,16.7,3.3,0.04,0.03,81.92mm,M95
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.63X-130-4K28,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_1,OTC-Line 4K 7um series (Sensor 28.67mm),X,0.63X,130,8,0.042,7.5,529,0.03,0.04,28.67mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.0X-114/C-4K28,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_2,OTC-Line 4K 7um series (Sensor 28.67mm),O,1.0X,114,5.4,0.062,8,224,0.04,0.03,28.67mm,M42
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.4X-110-4K28,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_3,OTC-Line 4K 7um series (Sensor 28.67mm),X,1.4X,110,5.5,0.061,11.5,164,0.04,0.05,28.67mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.43X-110-4K28,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_4,OTC-Line 4K 7um series (Sensor 28.67mm),X,1.43X,110,4.7,0.0715,10,136,0.03,0.03,28.67mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.75X-110-4K28,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_5,OTC-Line 4K 7um series (Sensor 28.67mm),X,1.75X,110,4.25,0.079,11,100,0.03,0.04,28.67mm,F
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.26X-130-4K14,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_6,OTC-Line 4K (3.45um) Series (sensor 14.13mm),X,0.26X,130,18.1,0.0185,7,1.42mm,0.03,0.04,14.13mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.5X-65/C-4K14,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_7,OTC-Line 4K (3.45um) Series (sensor 14.13mm),O,0.5X,65,10.7,0.031,8,441,0.04,0.03,14.13mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.5X-130-4K14,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_8,OTC-Line 4K (3.45um) Series (sensor 14.13mm),X,0.5X,130,9.4,0.0357,7,386,0.04,0.03,14.13mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.6X-130-4K14,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_9,OTC-Line 4K (3.45um) Series (sensor 14.13mm),X,0.6X,130,11.6,0.0291,10.3,394,0.03,0.09,14.13mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.7X-65/C-4K14,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_10,OTC-Line 4K (3.45um) Series (sensor 14.13mm),O,0.7X,65,7.7,0.0437,8,225,0.03,0.03,14.13mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.7X-110/C-4K14,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_11,OTC-Line 4K (3.45um) Series (sensor 14.13mm),O,0.7X,110,7.7,0.0437,8,225,0.04,0.03,14.13mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC0.75X-110/C-4K14,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_12,OTC-Line 4K (3.45um) Series (sensor 14.13mm),O,0.75X,110,8.9,0.0375,10,245,0.04,0.07,14.13mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.0X-65/C4K14,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_13,OTC-Line 4K (3.45um) Series (sensor 14.13mm),O,1.0X,65,5.4,0.062,8,110,0.04,0.03,14.13mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.0X-110/C-4K14,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_14,OTC-Line 4K (3.45um) Series (sensor 14.13mm),O,1.0X,110,5.4,0.062,8,110,0.04,0.03,14.13mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.5X-65/C-4K14,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_15,OTC-Line 4K (3.45um) Series (sensor 14.13mm),O,1.5X,65,3.6,0.094,8,49,0.03,0.03,14.13mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OTC1.5X-114/C-4K14,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_16,OTC-Line 4K (3.45um) Series (sensor 14.13mm),O,1.5X,114,4.5,0.075,10,61,0.04,0.05,14.13mm,C
T-Optics,telecentric,Telecentric Lenses,toptics_telecentric,OC2.0X-110/C-4K14,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=63,toptics_row_17,OTC-Line 4K (3.45um) Series (sensor 14.13mm),O,2.0X,110,3.4,0.1,10,34,0.04,0.03,14.13mm,C
