brand,lens_type,raw_category,target_key,model,_source_url,_table_index,Type [standard],ID [standard],Interface,Focal length [mm],Aperture range F/#,Numerical aperture [object | image],Maximum sensor size [mm],Maximum angle of view [°],Recommended magnification range,Recommended working distance range [mm],Minimum working distance without extension tubes [mm],Filter thread [mm],Storage temperature [°C],Net weight [g],Additional info,f'eff [mm],SF [mm],S'F' [mm],HH' [mm],ß'P,SEP [mm],S'AP [mm],Σd [mm],Former lens name
Schneider-Kreuznach,fixed_focal,"Fast Lenses (ONYX, F0.95)",schneider_fast,ONYX F0.95/25 mm C-Mount fast lens,https://schneiderkreuznach.com/en/industrial-optics/lenses/fast-lenses/onyx/f0-95-25mm-c,merged_kv,C,12101,C-Mount,25,F/0.95 ... F/11,- | 0.5,16,35,-0.1 ... 0,234 ... ∞,133,M39 x 0.5,-25 … +70,240,-,25.63,16.89,16.24,-10.51,4.10,23.15,-88.72,41.40,Xenon 0.95/25
Schneider-Kreuznach,fixed_focal,"Fast Lenses (ONYX, F0.95)",schneider_fast,ONYX F0.95/25 mm C-Mount fixed iris fast lens,https://schneiderkreuznach.com/en/industrial-optics/lenses/fast-lenses/onyx/f0-95-25mm-c-fixed-iris,merged_kv,C-FI,1106958,C-Mount,25,F/0.95,- | 0.5,16,35,-0.1 ... 0,234 ... ∞,133,M39 x 0.5,-25 … +70,155,-,25.63,16.89,16.24,-10.51,4.10,23.15,-88.72,41.40,
